"",BBK01.WZ3457,BBK01.WZ3457_FLAGS
"","Yields, derived from the term structure of interest rates, on listed Federal securities with annual coupon payments / residual maturity of 8 years / moving averages",
unit,Prozent (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-02 10:11:06,
1983-01,8.02,
1983-02,8.00,
1983-03,7.99,
1983-04,7.98,
1983-05,7.97,
1983-06,7.97,
1983-07,7.97,
1983-08,7.97,
1983-09,7.97,
1983-10,7.96,
1983-11,7.96,
1983-12,7.96,
1984-01,7.96,
1984-02,7.96,
1984-03,7.96,
1984-04,7.96,
1984-05,7.96,
1984-06,7.96,
1984-07,7.96,
1984-08,7.95,
1984-09,7.95,
1984-10,7.94,
1984-11,7.94,
1984-12,7.94,
1985-01,7.94,
1985-02,7.94,
1985-03,7.95,
1985-04,7.96,
1985-05,7.96,
1985-06,7.97,
1985-07,7.98,
1985-08,7.98,
1985-09,7.98,
1985-10,7.99,
1985-11,8.00,
1985-12,8.00,
1986-01,8.01,
1986-02,8.02,
1986-03,8.02,
1986-04,8.02,
1986-05,8.02,
1986-06,8.02,
1986-07,8.02,
1986-08,8.01,
1986-09,8.01,
1986-10,8.01,
1986-11,8.01,
1986-12,8.00,
1987-01,7.99,
1987-02,7.98,
1987-03,7.97,
1987-04,7.95,
1987-05,7.93,
1987-06,7.91,
1987-07,7.89,
1987-08,7.88,
1987-09,7.87,
1987-10,7.85,
1987-11,7.84,
1987-12,7.82,
1988-01,7.80,
1988-02,7.77,
1988-03,7.73,
1988-04,7.70,
1988-05,7.68,
1988-06,7.67,
1988-07,7.66,
1988-08,7.64,
1988-09,7.62,
1988-10,7.60,
1988-11,7.58,
1988-12,7.55,
1989-01,7.52,
1989-02,7.49,
1989-03,7.46,
1989-04,7.42,
1989-05,7.38,
1989-06,7.35,
1989-07,7.30,
1989-08,7.26,
1989-09,7.23,
1989-10,7.20,
1989-11,7.17,
1989-12,7.15,
1990-01,7.13,
1990-02,7.12,
1990-03,7.12,
1990-04,7.12,
1990-05,7.12,
1990-06,7.12,
1990-07,7.11,
1990-08,7.12,
1990-09,7.12,
1990-10,7.13,
1990-11,7.14,
1990-12,7.16,
1991-01,7.17,
1991-02,7.18,
1991-03,7.19,
1991-04,7.20,
1991-05,7.20,
1991-06,7.20,
1991-07,7.21,
1991-08,7.21,
1991-09,7.21,
1991-10,7.22,
1991-11,7.22,
1991-12,7.22,
1992-01,7.21,
1992-02,7.21,
1992-03,7.21,
