"",BBK01.BQ8067,BBK01.BQ8067_FLAGS
"",General government debt as defined in the Maastricht Treaty as a % of GDP - Germany - local government,
unit,% (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-16 16:34:23,
2000-01,5.3,
2000-04,5.3,
2000-07,5.3,
2000-10,5.1,
2001-01,5.1,
2001-04,5.1,
2001-07,5.0,
2001-10,5.0,
2002-01,5.0,
2002-04,5.0,
2002-07,5.0,
2002-10,5.0,
2003-01,5.0,
2003-04,5.1,
2003-07,5.2,
2003-10,5.3,
2004-01,5.3,
2004-04,5.3,
2004-07,5.3,
2004-10,5.3,
2005-01,5.4,
2005-04,5.4,
2005-07,5.4,
2005-10,5.4,
2006-01,5.4,
2006-04,5.5,
2006-07,5.4,
2006-10,5.3,
2007-01,5.2,
2007-04,5.2,
2007-07,5.0,
2007-10,5.0,
2008-01,4.9,
2008-04,4.9,
2008-07,4.8,
2008-10,4.9,
2009-01,5.0,
2009-04,5.1,
2009-07,5.2,
2009-10,5.4,
2010-01,5.4,Provisional value
2010-04,5.4,Provisional value
2010-07,5.4,Provisional value
2010-10,5.3,Provisional value
2011-01,5.3,Provisional value
2011-04,5.3,Provisional value
2011-07,5.3,Provisional value
2011-10,5.3,Provisional value
2012-01,5.3,Provisional value
2012-04,5.3,Provisional value
2012-07,5.2,Provisional value
2012-10,5.3,Provisional value
2013-01,5.3,Provisional value
2013-04,5.3,Provisional value
2013-07,5.3,Provisional value
2013-10,5.3,Provisional value
2014-01,5.2,Provisional value
2014-04,5.2,Provisional value
2014-07,5.2,Provisional value
