"",BBK01.SUD109,BBK01.SUD109_FLAGS
"",Effective interest rates of German banks / New business / Non-financial corporations' deposits with an agreed maturity of over 1 and up to 2 years,
unit,% p.a. (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-03 10:26:49,
2003-01,4.64,
2003-02,3.35,
2003-03,2.59,
2003-04,2.47,
2003-05,2.43,
2003-06,2.29,
2003-07,2.02,
2003-08,2.52,
2003-09,2.61,
2003-10,2.41,
2003-11,2.56,
2003-12,2.76,
2004-01,2.43,
2004-02,2.18,
2004-03,2.28,
2004-04,1.85,
2004-05,2.44,
2004-06,2.59,
2004-07,3.10,
2004-08,2.56,
2004-09,2.51,
2004-10,2.56,
2004-11,2.24,
2004-12,2.39,
2005-01,2.50,
2005-02,2.24,
2005-03,2.57,
2005-04,2.35,
2005-05,2.27,
2005-06,2.08,
2005-07,2.20,
2005-08,2.35,
2005-09,2.52,
2005-10,2.85,
2005-11,2.29,
2005-12,2.56,
2006-01,2.66,
2006-02,2.91,
2006-03,3.10,
2006-04,3.09,
2006-05,3.78,
2006-06,4.07,
2006-07,3.52,
2006-08,3.57,
2006-09,3.79,
2006-10,4.09,
2006-11,3.82,
2006-12,3.58,
2007-01,4.18,
2007-02,3.99,
2007-03,4.09,
2007-04,4.12,
2007-05,4.18,
2007-06,4.26,
2007-07,4.42,
2007-08,4.51,
2007-09,4.57,
2007-10,4.43,
2007-11,4.54,
2007-12,4.71,
2008-01,4.51,
2008-02,3.83,
2008-03,4.51,
2008-04,4.66,
2008-05,4.91,
2008-06,5.04,
2008-07,5.15,
2008-08,6.08,
2008-09,5.39,
2008-10,4.87,
2008-11,4.61,
2008-12,4.02,
2009-01,3.45,
2009-02,2.93,
2009-03,2.63,
2009-04,2.57,
2009-05,2.32,
2009-06,1.77,
2009-07,2.22,
2009-08,1.75,
2009-09,1.78,
2009-10,1.79,
2009-11,1.75,
2009-12,2.20,
2010-01,1.38,
2010-02,1.57,
2010-03,1.87,
2010-04,1.79,
2010-05,1.79,
2010-06,1.76,
2010-07,1.68,
2010-08,1.59,
2010-09,1.72,
2010-10,1.69,
2010-11,1.86,
2010-12,2.60,
2011-01,1.72,
2011-02,1.90,
2011-03,2.03,
2011-04,2.09,
2011-05,2.31,
2011-06,2.08,
2011-07,2.22,
2011-08,2.53,
2011-09,2.09,
2011-10,2.08,
2011-11,2.09,
2011-12,2.10,
2012-01,2.16,
2012-02,2.04,
2012-03,1.94,
2012-04,1.68,
2012-05,1.59,
2012-06,1.54,
2012-07,1.31,
2012-08,1.43,
2012-09,0.85,
2012-10,1.04,
2012-11,1.09,
2012-12,0.74,
2013-01,0.95,
2013-02,0.97,
2013-03,0.77,
2013-04,0.77,
2013-05,0.74,
2013-06,0.60,
2013-07,0.96,
2013-08,0.73,
2013-09,0.72,
2013-10,0.71,
2013-11,0.72,
2013-12,0.79,
2014-01,0.66,
2014-02,0.65,
2014-03,0.67,
2014-04,0.68,
2014-05,0.60,
2014-06,0.54,
2014-07,0.53,
2014-08,0.48,
2014-09,0.34,
2014-10,0.48,
2014-11,0.52,
2014-12,0.47,Provisional value
"","General: Volume-weighted average rates of all new agreements concluded during the reporting month. The effective interest rates are calculated either as annualised agreed interest rates or as narrowly defined effective rates. Both calculation methods cover all interest payments on deposits and loans but not any other related charges which may occur for enquiries, administration, preparation of the documents, guarantees and credit insurance. p = Provisional",
