"",BBK01.OUC345,BBK01.OUC345_FLAGS
"",Loans to domestic general governments / Total / Big banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:54:14,
1999-01,23.410,
1999-02,23.059,
1999-03,24.597,
1999-04,23.066,
1999-05,23.889,
1999-06,27.088,
1999-07,26.106,
1999-08,23.982,
1999-09,25.031,
1999-10,27.493,
1999-11,29.768,
1999-12,28.653,
2000-01,27.433,
2000-02,28.454,
2000-03,27.483,
2000-04,26.488,
2000-05,29.502,
2000-06,27.436,
2000-07,28.635,
2000-08,25.614,
2000-09,25.187,
2000-10,26.724,
2000-11,26.598,
2000-12,25.468,
2001-01,27.039,
2001-02,27.838,
2001-03,23.986,
2001-04,22.996,
2001-05,24.757,
2001-06,24.122,
2001-07,23.744,
2001-08,23.696,
2001-09,23.628,
2001-10,23.225,
2001-11,23.113,
2001-12,23.671,
2002-01,22.804,
2002-02,23.627,
2002-03,25.970,
2002-04,24.018,
2002-05,23.935,
2002-06,21.732,
2002-07,24.893,
2002-08,21.180,
2002-09,21.328,
2002-10,21.484,
2002-11,21.366,
2002-12,22.200,
2003-01,21.325,
2003-02,21.746,
2003-03,21.094,
2003-04,23.839,
2003-05,21.212,
2003-06,20.835,
2003-07,21.743,
2003-08,23.068,
2003-09,20.540,
2003-10,21.484,
2003-11,20.598,
2003-12,21.370,
2004-01,20.674,
2004-02,20.128,
2004-03,22.059,
2004-04,21.833,
2004-05,20.080,
2004-06,19.970,
2004-07,20.673,
2004-08,19.892,
2004-09,20.805,
2004-10,20.109,
2004-11,20.499,
2004-12,28.257,
2005-01,27.926,
2005-02,27.713,
2005-03,27.946,
2005-04,27.192,
2005-05,27.334,
2005-06,27.932,
2005-07,27.339,
2005-08,27.291,
2005-09,27.542,
2005-10,27.354,
2005-11,26.694,
2005-12,27.197,
2006-01,26.434,
2006-02,26.095,
2006-03,25.722,
2006-04,24.250,
2006-05,24.222,
2006-06,23.403,
2006-07,23.699,
2006-08,23.503,
2006-09,23.507,
2006-10,22.535,
2006-11,22.826,
2006-12,22.987,
2007-01,23.288,
2007-02,22.912,
2007-03,23.690,
2007-04,23.363,
2007-05,23.428,
2007-06,23.087,
2007-07,22.312,
2007-08,22.360,
2007-09,22.106,
2007-10,22.667,
2007-11,23.146,
2007-12,24.100,
2008-01,24.551,
2008-02,25.873,
2008-03,25.153,
2008-04,26.799,
2008-05,25.896,
2008-06,25.599,
2008-07,25.602,
2008-08,25.240,
2008-09,24.795,
2008-10,24.865,
2008-11,24.214,
2008-12,24.338,
2009-01,25.085,
2009-02,26.395,
2009-03,26.421,
2009-04,29.115,
2009-05,25.788,
2009-06,25.907,
2009-07,32.104,
2009-08,27.215,
2009-09,25.295,
2009-10,33.223,
2009-11,22.887,
2009-12,20.746,
2010-01,21.139,
2010-02,20.581,
2010-03,21.171,
2010-04,21.108,
2010-05,20.574,
2010-06,20.830,
2010-07,20.874,
2010-08,21.584,
2010-09,22.116,
2010-10,22.083,
2010-11,27.042,
2010-12,29.831,
2011-01,32.287,
2011-02,30.189,
2011-03,28.741,
2011-04,27.896,
2011-05,27.843,
2011-06,26.964,
2011-07,27.672,
2011-08,29.174,
2011-09,29.401,
2011-10,28.971,
2011-11,28.847,
2011-12,32.879,
2012-01,32.484,
2012-02,30.537,
2012-03,28.534,
2012-04,29.501,
2012-05,29.033,
2012-06,27.799,
2012-07,27.617,
2012-08,26.241,
2012-09,26.772,
2012-10,26.579,
2012-11,26.593,
2012-12,25.911,
2013-01,27.011,
2013-02,27.065,
2013-03,26.548,
2013-04,33.454,
2013-05,26.625,
2013-06,26.516,
2013-07,27.909,
2013-08,26.622,
2013-09,25.774,
2013-10,25.863,
2013-11,26.673,
2013-12,28.108,
2014-01,30.509,
2014-02,30.653,
2014-03,29.035,
2014-04,28.524,
2014-05,30.167,
2014-06,29.539,
2014-07,30.592,
2014-08,29.170,
2014-09,29.152,
2014-10,31.867,
2014-11,30.375,
2014-12,30.802,Provisional value
