"",BBK01.SUD275,BBK01.SUD275_FLAGS
"","New business (volumes) of German banks / Loans to non-financial corporations over EUR 1 million with collateral and/or guarantees, initial rate fixation of over 3 months and up to 1 year",
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-03 10:27:52,
2010-06,1207,
2010-07,985,
2010-08,541,
2010-09,1093,
2010-10,1649,
2010-11,832,
2010-12,2059,
2011-01,1266,
2011-02,1089,
2011-03,849,
2011-04,1046,
2011-05,1236,
2011-06,1607,
2011-07,2197,
2011-08,725,
2011-09,1275,
2011-10,986,
2011-11,692,
2011-12,1583,
2012-01,1350,
2012-02,532,
2012-03,1204,
2012-04,1509,
2012-05,828,
2012-06,1455,
2012-07,1712,
2012-08,657,
2012-09,1655,
2012-10,1230,
2012-11,578,
2012-12,1112,
2013-01,1378,
2013-02,518,
2013-03,734,
2013-04,691,
2013-05,603,
2013-06,1432,
2013-07,1297,
2013-08,433,
2013-09,739,
2013-10,1316,
2013-11,437,
2013-12,1307,
2014-01,1374,
2014-02,671,
2014-03,969,
2014-04,1662,
2014-05,802,
2014-06,778,
2014-07,1092,
2014-08,444,
2014-09,718,
2014-10,1144,
2014-11,533,
2014-12,1112,Provisional value
"","General: Estimated. The volume of new business is extrapolated to form the underlying total using the Horvitz-Thompson estimator. The amount refers to the single loan transaction considered as new business. For the purpose of MFI interest rate statistics, a loan is considered to be secured if collateral (inter alia financial collateral, real estate collateral, debt securities) in at least the same value as the loan amount has been posted, pledged or assigned. p = Provisional",
