"",BBK01.WT5008,BBK01.WT5008_FLAGS
"",Exchange rates on the Frankfurt exchange /CAD 1 = DM ... / Canada,
unit,DEM (hypothetically euro-based),
unit multiplier,one,
last update,2012-04-18 09:22:48,
1953-05-11,4.2250,
1953-05-12,4.2230,
1953-05-13,4.2200,
1953-05-14,.,No value available
1953-05-15,4.2200,
1953-05-16,4.2200,
1953-05-17,.,No value available
1953-05-18,4.2200,
1953-05-19,4.2200,
1953-05-20,4.2230,
1953-05-21,4.2330,
1953-05-22,4.2300,
1953-05-23,.,No value available
1953-05-24,.,No value available
1953-05-25,.,No value available
1953-05-26,4.2300,
1953-05-27,4.2300,
1953-05-28,4.2300,
1953-05-29,4.2350,
1953-05-30,4.2350,
1953-05-31,.,No value available
1953-06-01,4.2380,
1953-06-02,4.2400,
1953-06-03,4.2400,
1953-06-04,.,No value available
1953-06-05,4.2400,
1953-06-06,4.2400,
1953-06-07,.,No value available
1953-06-08,4.2400,
1953-06-09,4.2400,
1953-06-10,4.2400,
1953-06-11,4.2350,
1953-06-12,4.2350,
1953-06-13,4.2300,
1953-06-14,.,No value available
1953-06-15,4.2300,
1953-06-16,4.2300,
1953-06-17,4.2300,
1953-06-18,4.2300,
1953-06-19,4.2200,
1953-06-20,4.2200,
1953-06-21,.,No value available
1953-06-22,4.2160,
1953-06-23,4.2170,
1953-06-24,4.2200,
1953-06-25,4.2200,
1953-06-26,4.2200,
1953-06-27,4.2210,
1953-06-28,.,No value available
1953-06-29,4.2170,
1953-06-30,4.2240,
1953-07-01,4.2230,
1953-07-02,4.2250,
1953-07-03,4.2230,
1953-07-04,4.2210,
1953-07-05,.,No value available
1953-07-06,4.2200,
1953-07-07,4.2200,
1953-07-08,4.2270,
1953-07-09,4.2300,
1953-07-10,4.2280,
1953-07-11,4.2300,
1953-07-12,.,No value available
1953-07-13,4.2270,
1953-07-14,4.2270,
1953-07-15,4.2260,
1953-07-16,4.2260,
1953-07-17,4.2300,
1953-07-18,4.2300,
1953-07-19,.,No value available
1953-07-20,4.2320,
1953-07-21,4.2280,
1953-07-22,4.2310,
1953-07-23,4.2320,
1953-07-24,4.2300,
1953-07-25,4.2270,
1953-07-26,.,No value available
1953-07-27,4.2270,
1953-07-28,4.2340,
1953-07-29,4.2400,
1953-07-30,4.2350,
1953-07-31,4.2370,
1953-08-01,4.2350,
1953-08-02,.,No value available
1953-08-03,4.2370,
1953-08-04,4.2370,
1953-08-05,4.2370,
1953-08-06,4.2390,
1953-08-07,4.2370,
1953-08-08,4.2440,
1953-08-09,.,No value available
