"",BBFB1.M.N.DE.W1.S1.S1.T.C.G2._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.C.G2._Z._Z._Z._T._X.N_FLAGS
"",Current account / Goods / Exports (fob) / Net Exports von Waren im Transithandel / Rest of the World,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:36:02,
1991-01,-149.227,
1991-02,460.172,
1991-03,-8.450,
1991-04,426.519,
1991-05,260.262,
1991-06,153.615,
1991-07,89.179,
1991-08,24.059,
1991-09,198.384,
1991-10,156.321,
1991-11,182.449,
1991-12,-213.742,
1992-01,-0.427,
1992-02,272.328,
1992-03,-133.319,
1992-04,-47.272,
1992-05,-88.516,
1992-06,216.575,
1992-07,165.022,
1992-08,209.601,
1992-09,121.647,
1992-10,107.506,
1992-11,-161.080,
1992-12,73.819,
1993-01,310.269,
1993-02,-88.403,
1993-03,-4.824,
1993-04,206.938,
1993-05,-221.895,
1993-06,132.757,
1993-07,33.423,
1993-08,62.357,
1993-09,55.450,
1993-10,36.918,
1993-11,86.411,
1993-12,21.513,
1994-01,87.939,
1994-02,332.862,
1994-03,82.088,
1994-04,-115.267,
1994-05,31.829,
1994-06,53.053,
1994-07,195.178,
1994-08,44.437,
1994-09,202.793,
1994-10,49.614,
1994-11,124.022,
1994-12,327.707,
1995-01,25.483,
1995-02,308.357,
1995-03,106.246,
1995-04,60.891,
1995-05,-156.075,
1995-06,-184.274,
1995-07,250.457,
1995-08,-122.075,
1995-09,390.619,
1995-10,114.336,
1995-11,664.203,
1995-12,217.575,
1996-01,115.908,
1996-02,675.585,
1996-03,459.813,
1996-04,-178.926,
1996-05,197.405,
1996-06,312.964,
1996-07,162.653,
1996-08,209.214,
1996-09,161.011,
1996-10,495.170,
1996-11,188.609,
1996-12,44.962,
1997-01,9.014,
1997-02,112.367,
1997-03,229.146,
1997-04,482.481,
1997-05,157.544,
1997-06,-50.204,
1997-07,61.080,
1997-08,455.615,
1997-09,29.510,
1997-10,327.995,
1997-11,130.443,
1997-12,724.273,
1998-01,-148.149,
1998-02,92.537,
1998-03,366.277,
1998-04,-149.437,
1998-05,234.045,
1998-06,325.922,
1998-07,308.596,
1998-08,653.892,
1998-09,-140.065,
1998-10,228.985,
1998-11,279.816,
1998-12,333.729,
1999-01,-241.450,
1999-02,261.820,
1999-03,-269.898,
1999-04,100.441,
1999-05,254.858,
1999-06,851.381,
1999-07,-3.003,
1999-08,416.581,
1999-09,-76.354,
1999-10,722.626,
1999-11,199.240,
1999-12,-16.768,
2000-01,247.030,
2000-02,318.156,
2000-03,606.588,
2000-04,262.770,
2000-05,331.612,
2000-06,96.121,
2000-07,804.828,
2000-08,401.438,
2000-09,-286.429,
2000-10,532.160,
2000-11,-230.609,
2000-12,320.349,
2001-01,-87.295,
2001-02,741.588,
2001-03,-114.856,
2001-04,425.930,
2001-05,-561.751,
2001-06,-24.245,
2001-07,556.970,
2001-08,157.772,
2001-09,-59.379,
2001-10,-44.844,
2001-11,525.744,
2001-12,1196.852,
2002-01,397.751,
2002-02,223.199,
2002-03,-257.357,
2002-04,329.463,
2002-05,873.925,
2002-06,143.734,
2002-07,722.276,
2002-08,234.737,
2002-09,-162.500,
2002-10,432.552,
2002-11,97.636,
2002-12,263.308,
2003-01,394.923,
2003-02,237.827,
2003-03,139.378,
2003-04,648.831,
2003-05,119.066,
2003-06,136.670,
2003-07,93.505,
2003-08,441.075,
2003-09,-259.319,
2003-10,213.127,
2003-11,425.082,
2003-12,-331.373,
2004-01,205.641,
2004-02,239.443,
2004-03,371.903,
2004-04,243.025,
2004-05,966.583,
2004-06,881.837,
2004-07,850.009,
2004-08,263.913,
2004-09,434.891,
2004-10,328.874,
2004-11,37.354,
2004-12,-713.824,
2005-01,281.450,
2005-02,332.831,
2005-03,156.390,
2005-04,208.405,
2005-05,474.687,
2005-06,675.773,
2005-07,288.174,
2005-08,529.299,
2005-09,925.495,
2005-10,282.326,
2005-11,386.677,
2005-12,771.559,
2006-01,708.951,
2006-02,712.594,
2006-03,328.247,
2006-04,703.310,
2006-05,803.872,
2006-06,485.829,
2006-07,328.421,
2006-08,168.422,
2006-09,715.891,
2006-10,820.028,
2006-11,114.100,
2006-12,990.292,
2007-01,386.946,
2007-02,619.818,
2007-03,1365.557,
2007-04,433.286,
2007-05,1007.970,
2007-06,665.726,
2007-07,346.653,
2007-08,445.804,
2007-09,1020.643,
2007-10,-99.435,
2007-11,1090.965,
2007-12,356.909,
2008-01,774.503,
2008-02,930.183,
2008-03,1063.337,
2008-04,892.265,
2008-05,679.136,
2008-06,945.517,
2008-07,475.246,
2008-08,416.026,
2008-09,1051.492,
2008-10,869.014,
2008-11,504.852,
2008-12,1691.390,
