"",BBK01.SUD129,BBK01.SUD129_FLAGS
"",Effective interest rates of German banks / New business / Loans to non-financial corporations over EUR 1 million with an initial rate fixation of over 5 years,
unit,% p.a. (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-03 10:27:50,
2003-01,4.93,
2003-02,4.96,
2003-03,4.72,
2003-04,4.85,
2003-05,4.61,
2003-06,4.26,
2003-07,4.27,
2003-08,4.50,
2003-09,4.72,
2003-10,4.63,
2003-11,4.73,
2003-12,4.78,
2004-01,4.99,
2004-02,4.58,
2004-03,4.85,
2004-04,4.57,
2004-05,4.79,
2004-06,4.63,
2004-07,4.89,
2004-08,4.70,
2004-09,4.41,
2004-10,4.51,
2004-11,4.46,
2004-12,4.33,
2005-01,4.27,
2005-02,3.99,
2005-03,4.28,
2005-04,4.28,
2005-05,3.94,
2005-06,4.05,
2005-07,4.09,
2005-08,4.10,
2005-09,4.11,
2005-10,3.97,
2005-11,4.14,
2005-12,4.15,
2006-01,4.17,
2006-02,4.19,
2006-03,4.38,
2006-04,4.47,
2006-05,4.61,
2006-06,4.45,
2006-07,4.74,
2006-08,4.66,
2006-09,4.65,
2006-10,4.59,
2006-11,4.62,
2006-12,4.76,
2007-01,4.86,
2007-02,4.76,
2007-03,4.95,
2007-04,5.01,
2007-05,5.05,
2007-06,5.19,
2007-07,5.24,
2007-08,5.27,
2007-09,5.64,
2007-10,5.47,
2007-11,5.44,
2007-12,5.53,
2008-01,5.06,
2008-02,5.08,
2008-03,5.43,
2008-04,5.40,
2008-05,5.53,
2008-06,5.82,
2008-07,5.66,
2008-08,5.73,
2008-09,5.73,
2008-10,5.45,
2008-11,5.04,
2008-12,4.92,
2009-01,4.69,
2009-02,4.53,
2009-03,4.50,
2009-04,4.47,
2009-05,4.47,
2009-06,4.69,
2009-07,4.52,
2009-08,4.40,
2009-09,4.12,
2009-10,4.29,
2009-11,4.20,
2009-12,4.07,
2010-01,4.23,
2010-02,4.07,
2010-03,3.81,
2010-04,4.06,
2010-05,3.74,
2010-06,3.62,
2010-07,3.25,
2010-08,3.66,
2010-09,3.66,
2010-10,3.47,
2010-11,3.44,
2010-12,3.56,
2011-01,3.95,
2011-02,3.98,
2011-03,3.97,
2011-04,4.70,
2011-05,4.10,
2011-06,4.23,
2011-07,4.18,
2011-08,3.99,
2011-09,3.69,
2011-10,3.54,
2011-11,3.61,
2011-12,3.59,
2012-01,3.39,
2012-02,3.51,
2012-03,3.33,
2012-04,3.42,
2012-05,3.39,
2012-06,3.07,
2012-07,3.09,
2012-08,2.77,
2012-09,2.87,
2012-10,2.81,
2012-11,2.71,
2012-12,2.70,
2013-01,2.76,
2013-02,2.89,
2013-03,2.81,
2013-04,2.77,
2013-05,2.52,
2013-06,2.80,
2013-07,3.00,
2013-08,2.83,
2013-09,2.87,
2013-10,3.03,
2013-11,2.70,
2013-12,2.75,
2014-01,2.82,
2014-02,2.91,
2014-03,2.77,
2014-04,2.87,
2014-05,2.66,
2014-06,2.42,
2014-07,2.58,
2014-08,2.40,
2014-09,2.22,
2014-10,2.18,
2014-11,2.02,
2014-12,2.01,Provisional value
"","General: Volume-weighted average rates of all new agreements concluded during the reporting month. The effective interest rates are calculated either as annualised agreed interest rates or as narrowly defined effective rates. Both calculation methods cover all interest payments on deposits and loans but not any other related charges which may occur for enquiries, administration, preparation of the documents, guarantees and credit insurance. The amount refers to the single loan transaction considered as new business. p = Provisional",
