"",BBK01.OUK356,BBK01.OUK356_FLAGS
"",Loans to local government and local government associations / Total / Regional institutions of credit cooperatives,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:57:26,
1999-01,0.081,
1999-02,0.101,
1999-03,0.168,
1999-04,0.101,
1999-05,0.143,
1999-06,0.086,
1999-07,0.089,
1999-08,0.088,
1999-09,0.091,
1999-10,0.111,
1999-11,0.078,
1999-12,0.086,
2000-01,0.145,
2000-02,0.103,
2000-03,0.106,
2000-04,0.111,
2000-05,0.119,
2000-06,0.115,
2000-07,0.122,
2000-08,0.159,
2000-09,0.150,
2000-10,0.151,
2000-11,0.120,
2000-12,0.110,
2001-01,0.102,
2001-02,0.108,
2001-03,0.092,
2001-04,0.136,
2001-05,0.078,
2001-06,0.118,
2001-07,0.079,
2001-08,0.078,
2001-09,0.074,
2001-10,0.071,
2001-11,0.195,
2001-12,0.078,
2002-01,0.197,
2002-02,0.195,
2002-03,0.184,
2002-04,0.199,
2002-05,0.170,
2002-06,0.195,
2002-07,0.131,
2002-08,0.083,
2002-09,0.155,
2002-10,0.191,
2002-11,0.183,
2002-12,0.181,
2003-01,0.270,
2003-02,0.128,
2003-03,0.188,
2003-04,0.202,
2003-05,0.190,
2003-06,0.193,
2003-07,0.150,
2003-08,0.146,
2003-09,0.158,
2003-10,0.271,
2003-11,0.199,
2003-12,0.186,
2004-01,0.482,
2004-02,0.416,
2004-03,0.423,
2004-04,0.401,
2004-05,0.571,
2004-06,0.605,
2004-07,0.513,
2004-08,0.460,
2004-09,0.466,
2004-10,0.462,
2004-11,0.418,
2004-12,0.459,
2005-01,0.525,
2005-02,0.538,
2005-03,0.545,
2005-04,0.464,
2005-05,0.546,
2005-06,0.520,
2005-07,0.491,
2005-08,0.430,
2005-09,0.397,
2005-10,0.572,
2005-11,0.536,
2005-12,0.549,
2006-01,0.558,
2006-02,0.520,
2006-03,0.517,
2006-04,0.678,
2006-05,0.668,
2006-06,0.594,
2006-07,0.560,
2006-08,0.542,
2006-09,0.532,
2006-10,0.625,
2006-11,0.498,
2006-12,0.547,
2007-01,0.540,
2007-02,0.566,
2007-03,0.495,
2007-04,0.539,
2007-05,0.552,
2007-06,0.371,
2007-07,0.532,
2007-08,0.589,
2007-09,0.447,
2007-10,0.625,
2007-11,0.545,
2007-12,0.558,
2008-01,0.447,
2008-02,0.508,
2008-03,0.543,
2008-04,0.462,
2008-05,0.508,
2008-06,0.540,
2008-07,0.542,
2008-08,0.621,
2008-09,0.585,
2008-10,0.619,
2008-11,0.738,
2008-12,0.563,
2009-01,0.454,
2009-02,0.507,
2009-03,0.528,
2009-04,0.658,
2009-05,0.649,
2009-06,0.654,
2009-07,0.580,
2009-08,0.631,
2009-09,0.640,
2009-10,0.564,
2009-11,0.658,
2009-12,0.633,
2010-01,0.808,
2010-02,0.563,
2010-03,0.749,
2010-04,0.687,
2010-05,0.805,
2010-06,0.697,
2010-07,0.527,
2010-08,0.517,
2010-09,0.695,
2010-10,0.666,
2010-11,0.597,
2010-12,0.552,
2011-01,0.670,
2011-02,0.591,
2011-03,0.710,
2011-04,0.675,
2011-05,0.636,
2011-06,0.733,
2011-07,0.384,
2011-08,0.389,
2011-09,0.250,
2011-10,0.211,
2011-11,0.239,
2011-12,0.286,
2012-01,0.230,
2012-02,0.160,
2012-03,0.159,
2012-04,0.153,
2012-05,0.153,
2012-06,0.230,
2012-07,0.205,
2012-08,0.157,
2012-09,0.157,
2012-10,0.156,
2012-11,0.156,
2012-12,0.227,
2013-01,0.168,
2013-02,0.204,
2013-03,0.204,
2013-04,0.151,
2013-05,0.150,
2013-06,0.200,
2013-07,0.202,
2013-08,0.202,
2013-09,0.202,
2013-10,0.152,
2013-11,0.192,
2013-12,0.122,
2014-01,0.172,
2014-02,0.122,
2014-03,0.122,
2014-04,0.123,
2014-05,0.178,
2014-06,0.132,
2014-07,0.148,
2014-08,0.144,
2014-09,0.134,
2014-10,0.157,
2014-11,0.134,
2014-12,0.136,Provisional value
