"",BBK01.SUD012,BBK01.SUD012_FLAGS
"",Effective interest rates of German banks / Outstanding amounts / Loans to non-financial corporations with a maturity of up to 1 year,
unit,% p.a. (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-03 10:26:40,
2003-01,5.22,
2003-02,5.32,
2003-03,5.25,
2003-04,5.19,
2003-05,5.16,
2003-06,5.05,
2003-07,4.92,
2003-08,4.89,
2003-09,4.88,
2003-10,4.83,
2003-11,4.75,
2003-12,4.84,
2004-01,4.82,
2004-02,4.78,
2004-03,4.76,
2004-04,4.75,
2004-05,4.77,
2004-06,4.79,
2004-07,4.72,
2004-08,4.68,
2004-09,4.75,
2004-10,4.68,
2004-11,4.61,
2004-12,4.64,
2005-01,4.65,
2005-02,4.69,
2005-03,4.66,
2005-04,4.59,
2005-05,4.61,
2005-06,4.63,
2005-07,4.56,
2005-08,4.55,
2005-09,4.58,
2005-10,4.57,
2005-11,4.54,
2005-12,4.62,
2006-01,4.65,
2006-02,4.76,
2006-03,4.88,
2006-04,4.92,
2006-05,4.96,
2006-06,5.07,
2006-07,5.08,
2006-08,5.15,
2006-09,5.21,
2006-10,5.32,
2006-11,5.38,
2006-12,5.53,
2007-01,5.59,
2007-02,5.66,
2007-03,5.79,
2007-04,5.81,
2007-05,5.80,
2007-06,5.94,
2007-07,6.00,
2007-08,6.02,
2007-09,6.15,
2007-10,6.11,
2007-11,6.12,
2007-12,6.22,
2008-01,6.15,
2008-02,6.04,
2008-03,6.17,
2008-04,6.18,
2008-05,6.20,
2008-06,6.24,
2008-07,6.30,
2008-08,6.34,
2008-09,6.46,
2008-10,6.36,
2008-11,6.00,
2008-12,5.52,
2009-01,4.94,
2009-02,4.69,
2009-03,4.51,
2009-04,4.18,
2009-05,4.13,
2009-06,4.09,
2009-07,3.92,
2009-08,3.85,
2009-09,3.87,
2009-10,3.83,
2009-11,3.82,
2009-12,3.68,
2010-01,3.66,
2010-02,3.67,
2010-03,3.77,
2010-04,3.77,
2010-05,3.76,
2010-06,3.71,
2010-07,3.71,
2010-08,3.74,
2010-09,3.83,
2010-10,3.88,
2010-11,3.82,
2010-12,3.82,
2011-01,3.89,
2011-02,3.88,
2011-03,3.90,
2011-04,3.96,
2011-05,3.99,
2011-06,4.15,
2011-07,4.09,
2011-08,4.12,
2011-09,4.16,
2011-10,4.11,
2011-11,4.02,
2011-12,4.00,
2012-01,3.84,
2012-02,3.69,
2012-03,3.64,
2012-04,3.50,
2012-05,3.46,
2012-06,3.48,
2012-07,3.35,
2012-08,3.26,
2012-09,3.26,
2012-10,3.19,
2012-11,3.16,
2012-12,3.17,
2013-01,3.10,
2013-02,3.11,
2013-03,3.14,
2013-04,3.13,
2013-05,3.09,
2013-06,3.14,
2013-07,3.10,
2013-08,3.05,
2013-09,3.12,
2013-10,3.08,
2013-11,3.07,
2013-12,3.13,
2014-01,3.10,
2014-02,3.11,
2014-03,3.23,
2014-04,3.17,
2014-05,3.14,
2014-06,3.11,
2014-07,2.97,
2014-08,2.96,
2014-09,2.98,
2014-10,2.90,
2014-11,2.88,
2014-12,2.80,Provisional value
"","General: Volume-weighted average interest rates on outstanding amounts as end-of-period. The effective interest rates are calculated either as annualised agreed interest rates or as narrowly defined effective rates. Both calculation methods cover all interest payments on deposits and loans but not any other related charges which may occur for enquiries, administration, preparation of the documents, guarantees and credit insurance. Including overdrafts. p = Provisional",
