"",BBK01.WT4011,BBK01.WT4011_FLAGS
"","DE0001137289 / Prices / 1,250 BSA 09 III",
unit,PROZENT (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-27 12:35:59,
2009-11-18,99.870,
2009-11-19,99.850,
2009-11-20,99.910,
2009-11-21,.,No value available
2009-11-22,.,No value available
2009-11-23,99.800,
2009-11-24,99.820,
2009-11-25,99.850,
2009-11-26,99.950,
2009-11-27,100.090,
2009-11-28,.,No value available
2009-11-29,.,No value available
2009-11-30,100.000,
2009-12-01,100.010,
2009-12-02,100.020,
2009-12-03,99.820,
2009-12-04,99.980,
2009-12-05,.,No value available
2009-12-06,.,No value available
2009-12-07,99.780,
2009-12-08,99.995,
2009-12-09,100.055,
2009-12-10,100.065,
2009-12-11,99.990,
2009-12-12,.,No value available
2009-12-13,.,No value available
2009-12-14,100.000,
2009-12-15,100.060,
2009-12-16,100.040,
2009-12-17,100.170,
2009-12-18,100.170,
2009-12-19,.,No value available
2009-12-20,.,No value available
2009-12-21,100.215,
2009-12-22,100.165,
2009-12-23,100.160,
2009-12-24,.,No value available
2009-12-25,.,No value available
2009-12-26,.,No value available
2009-12-27,.,No value available
2009-12-28,100.040,
2009-12-29,99.970,
2009-12-30,99.880,
2009-12-31,.,No value available
2010-01-01,.,No value available
2010-01-02,.,No value available
2010-01-03,.,No value available
2010-01-04,99.790,
2010-01-05,99.835,
2010-01-06,99.970,
2010-01-07,99.920,
2010-01-08,99.955,
2010-01-09,.,No value available
2010-01-10,.,No value available
2010-01-11,100.000,
2010-01-12,100.080,
2010-01-13,100.060,
2010-01-14,100.078,
2010-01-15,100.180,
2010-01-16,.,No value available
2010-01-17,.,No value available
2010-01-18,100.250,
2010-01-19,100.150,
2010-01-20,100.170,
2010-01-21,100.230,
2010-01-22,100.285,
2010-01-23,.,No value available
2010-01-24,.,No value available
2010-01-25,100.250,
2010-01-26,100.300,
2010-01-27,100.160,
2010-01-28,100.165,
2010-01-29,100.225,
2010-01-30,.,No value available
2010-01-31,.,No value available
2010-02-01,100.230,
2010-02-02,100.220,
2010-02-03,100.195,
2010-02-04,100.230,
2010-02-05,100.450,
2010-02-06,.,No value available
2010-02-07,.,No value available
2010-02-08,100.440,
2010-02-09,100.431,
