"",BBK01.OXA8D3,BBK01.OXA8D3_FLAGS
"",Short-term loans (including bills of exchange) to domestic households - Consumer credit,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:14:49,
2002-12,43.262,
2003-01,41.535,
2003-02,40.994,
2003-03,42.269,
2003-04,41.280,
2003-05,40.822,
2003-06,44.734,
2003-07,43.619,
2003-08,39.519,
2003-09,39.793,
2003-10,39.615,
2003-11,36.114,
2003-12,38.509,
2004-01,36.905,
2004-02,35.949,
2004-03,35.731,
2004-04,35.553,
2004-05,34.539,
2004-06,35.402,
2004-07,34.903,
2004-08,35.149,
2004-09,35.333,
2004-10,34.492,
2004-11,32.978,
2004-12,34.377,
2005-01,34.413,
2005-02,33.085,
2005-03,33.057,
2005-04,32.109,
2005-05,32.452,
2005-06,33.118,
2005-07,32.058,
2005-08,32.464,
2005-09,33.643,
2005-10,33.518,
2005-11,31.546,
2005-12,32.492,
2006-01,32.195,
2006-02,31.699,
2006-03,31.537,
2006-04,31.261,
2006-05,31.821,
2006-06,32.124,
2006-07,32.379,
2006-08,31.884,
2006-09,32.095,
2006-10,32.115,
2006-11,29.844,
2006-12,30.743,
2007-01,30.679,
2007-02,30.007,
2007-03,30.071,
2007-04,30.321,
2007-05,30.142,
2007-06,30.846,
2007-07,31.671,
2007-08,30.475,
2007-09,30.584,
2007-10,31.469,
2007-11,29.728,
2007-12,31.131,
2008-01,30.265,
2008-02,29.878,
2008-03,30.595,
2008-04,29.669,
2008-05,29.314,
2008-06,30.492,
2008-07,30.026,
2008-08,29.377,
2008-09,31.259,
2008-10,30.944,
2008-11,28.828,
2008-12,31.180,
2009-01,30.081,
2009-02,30.022,
2009-03,30.602,
2009-04,29.691,
2009-05,29.225,
2009-06,30.319,
2009-07,29.903,
2009-08,29.972,
2009-09,30.415,
2009-10,30.154,
2009-11,29.018,
2009-12,29.777,
2010-01,28.875,
2010-02,28.095,
2010-03,29.076,
2010-04,28.773,
2010-05,29.652,
2010-06,33.298,
2010-07,31.780,
2010-08,31.882,
2010-09,32.172,
2010-10,32.225,
2010-11,32.257,
2010-12,31.565,
2011-01,30.316,
2011-02,29.628,
2011-03,30.017,
2011-04,29.862,
2011-05,30.277,
2011-06,30.706,
2011-07,29.934,
2011-08,30.422,
2011-09,30.272,
2011-10,30.805,
2011-11,29.439,
2011-12,31.975,
2012-01,31.765,
2012-02,31.238,
2012-03,31.679,
2012-04,32.826,
2012-05,32.690,
2012-06,32.651,
2012-07,32.438,
2012-08,31.681,
2012-09,32.049,
2012-10,32.179,
2012-11,30.576,
2012-12,31.887,
2013-01,30.182,
2013-02,29.912,
2013-03,30.120,
2013-04,30.176,
2013-05,30.147,
2013-06,30.152,
2013-07,29.752,
2013-08,29.614,
2013-09,30.403,
2013-10,29.424,
2013-11,27.593,
2013-12,29.962,
2014-01,28.943,
2014-02,28.278,
2014-03,29.709,
2014-04,29.224,
2014-05,28.093,
2014-06,29.474,
2014-07,28.436,
2014-08,27.935,
2014-09,29.312,
2014-10,28.581,
2014-11,26.538,
2014-12,28.254,Provisional value
