"",BBK01.WZ3465,BBK01.WZ3465_FLAGS
"","Yields, derived from the term structure of interest rates, on Pfandbriefe with annual coupon payments / residual maturity of 1 year / moving averages",
unit,Prozent (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-02 10:11:09,
2000-12,5.01,
2001-01,5.05,
2001-02,5.07,
2001-03,5.07,
2001-04,5.06,
2001-05,5.01,
2001-06,4.95,
2001-07,4.86,
2001-08,4.75,
2001-09,4.61,
2001-10,4.45,
2001-11,4.32,
2001-12,4.23,
2002-01,4.15,
2002-02,4.09,
2002-03,4.04,
2002-04,3.99,
2002-05,3.95,
2002-06,3.89,
2002-07,3.83,
2002-08,3.79,
2002-09,3.76,
2002-10,3.75,
2002-11,3.71,
2002-12,3.65,
2003-01,3.57,
2003-02,3.46,
2003-03,3.35,
2003-04,3.22,
2003-05,3.07,
2003-06,2.95,
2003-07,2.85,
2003-08,2.78,
2003-09,2.71,
2003-10,2.66,
2003-11,2.62,
2003-12,2.58,
2004-01,2.55,
2004-02,2.51,
2004-03,2.46,
2004-04,2.45,
2004-05,2.46,
2004-06,2.48,
2004-07,2.48,
2004-08,2.47,
2004-09,2.46,
2004-10,2.44,
2004-11,2.42,
2004-12,2.42,
2005-01,2.42,
2005-02,2.43,
2005-03,2.46,
2005-04,2.45,
2005-05,2.44,
2005-06,2.41,
2005-07,2.39,
2005-08,2.38,
2005-09,2.37,
2005-10,2.39,
2005-11,2.42,
2005-12,2.45,
2006-01,2.50,
2006-02,2.55,
2006-03,2.62,
2006-04,2.71,
2006-05,2.80,
2006-06,2.92,
2006-07,3.03,
2006-08,3.15,
2006-09,3.26,
2006-10,3.37,
2006-11,3.46,
2006-12,3.56,
2007-01,3.66,
2007-02,3.75,
2007-03,3.83,
2007-04,3.91,
2007-05,4.01,
2007-06,4.09,
2007-07,4.17,
2007-08,4.26,
2007-09,4.34,
2007-10,4.40,
2007-11,4.46,
2007-12,4.52,
2008-01,4.53,
2008-02,4.54,
2008-03,4.57,
2008-04,4.61,
2008-05,4.66,
2008-06,4.72,
2008-07,4.77,
2008-08,4.82,
2008-09,4.86,
2008-10,4.87,
2008-11,4.82,
2008-12,4.68,
2009-01,4.54,
2009-02,4.39,
2009-03,4.20,
2009-04,3.98,
2009-05,3.72,
2009-06,3.44,
2009-07,3.14,
2009-08,2.84,
2009-09,2.52,
2009-10,2.24,
2009-11,2.03,
2009-12,1.89,
2010-01,1.78,
2010-02,1.68,
2010-03,1.60,
2010-04,1.52,
2010-05,1.46,
2010-06,1.41,
2010-07,1.38,
2010-08,1.37,
2010-09,1.37,
2010-10,1.38,
2010-11,1.39,
2010-12,1.40,
2011-01,1.44,
2011-02,1.48,
2011-03,1.55,
2011-04,1.62,
2011-05,1.69,
2011-06,1.76,
2011-07,1.82,
2011-08,1.87,
2011-09,1.91,
2011-10,1.94,
2011-11,1.96,
2011-12,1.98,
2012-01,1.97,
2012-02,1.93,
2012-03,1.87,
2012-04,1.79,
2012-05,1.70,
2012-06,1.60,
2012-07,1.49,
2012-08,1.38,
2012-09,1.27,
2012-10,1.15,
2012-11,1.03,
2012-12,0.92,
2013-01,0.84,
2013-02,0.76,
2013-03,0.70,
2013-04,0.63,
2013-05,0.57,
2013-06,0.53,
2013-07,0.51,
2013-08,0.49,
2013-09,0.48,
2013-10,0.47,
2013-11,0.47,
2013-12,0.48,
2014-01,0.47,
2014-02,0.46,
2014-03,0.46,
2014-04,0.47,
2014-05,0.47,
2014-06,0.47,
2014-07,0.46,
2014-08,0.45,
2014-09,0.43,
2014-10,0.42,
2014-11,0.41,
2014-12,0.39,
2015-01,0.37,
"","General: Moving averages from end-of-month levels; calculated from end-of-month levels of 12 months in the case of a residual maturity of one year; end-of-month levels of 24 months in the case of a residual maturity of two years, ... , end-of-months levels of 120 months in the case of a residual maturity of ten years; this includes the end-of-month-level of the reporting month and the end-of-month-levels of the preceding months.",
