"",BBK01.OUU006,BBK01.OUU006_FLAGS
"",Cash in hand and credit balances with central banks / Building and loan associations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:15:34,
1999-01,0.144,
1999-02,0.031,
1999-03,0.294,
1999-04,0.032,
1999-05,0.022,
1999-06,0.020,
1999-07,0.010,
1999-08,0.014,
1999-09,0.027,
1999-10,0.032,
1999-11,0.018,
1999-12,0.018,
2000-01,0.015,
2000-02,0.019,
2000-03,0.026,
2000-04,0.040,
2000-05,0.021,
2000-06,0.024,
2000-07,0.043,
2000-08,0.097,
2000-09,0.008,
2000-10,0.016,
2000-11,0.027,
2000-12,0.065,
2001-01,0.034,
2001-02,0.019,
2001-03,0.029,
2001-04,0.019,
2001-05,0.056,
2001-06,0.023,
2001-07,0.034,
2001-08,0.034,
2001-09,0.030,
2001-10,0.080,
2001-11,0.033,
2001-12,0.034,
2002-01,0.030,
2002-02,0.080,
2002-03,0.060,
2002-04,0.034,
2002-05,0.051,
2002-06,0.038,
2002-07,0.067,
2002-08,0.045,
2002-09,0.036,
2002-10,0.038,
2002-11,0.028,
2002-12,0.048,
2003-01,0.035,
2003-02,0.048,
2003-03,0.063,
2003-04,0.032,
2003-05,0.057,
2003-06,0.040,
2003-07,0.048,
2003-08,0.042,
2003-09,0.040,
2003-10,0.068,
2003-11,0.034,
2003-12,0.112,
2004-01,0.040,
2004-02,0.043,
2004-03,0.037,
2004-04,0.032,
2004-05,0.059,
2004-06,0.015,
2004-07,0.031,
2004-08,0.045,
2004-09,0.053,
2004-10,0.043,
2004-11,0.063,
2004-12,0.058,
2005-01,0.095,
2005-02,0.056,
2005-03,0.055,
2005-04,0.051,
2005-05,0.037,
2005-06,0.067,
2005-07,0.046,
2005-08,0.043,
2005-09,0.053,
2005-10,0.047,
2005-11,0.057,
2005-12,0.075,
2006-01,0.050,
2006-02,0.024,
2006-03,0.027,
2006-04,0.027,
2006-05,0.039,
2006-06,0.041,
2006-07,0.037,
2006-08,0.029,
2006-09,0.031,
2006-10,0.030,
2006-11,0.051,
2006-12,0.039,
2007-01,0.039,
2007-02,0.034,
2007-03,0.026,
2007-04,0.036,
2007-05,0.070,
2007-06,0.040,
2007-07,0.031,
2007-08,0.026,
2007-09,0.064,
2007-10,0.065,
2007-11,0.121,
2007-12,0.125,
2008-01,0.052,
2008-02,0.049,
2008-03,0.121,
2008-04,0.052,
2008-05,0.061,
2008-06,0.112,
2008-07,0.074,
2008-08,0.054,
2008-09,0.122,
2008-10,0.072,
2008-11,0.116,
2008-12,0.216,
2009-01,0.079,
2009-02,0.076,
2009-03,0.074,
2009-04,0.100,
2009-05,0.224,
2009-06,0.142,
2009-07,0.074,
2009-08,0.063,
2009-09,0.061,
2009-10,0.105,
2009-11,0.097,
2009-12,0.103,
2010-01,0.082,
2010-02,0.081,
2010-03,0.077,
2010-04,0.068,
2010-05,0.042,
2010-06,0.206,
2010-07,0.091,
2010-08,0.074,
2010-09,0.074,
2010-10,0.097,
2010-11,0.070,
2010-12,0.104,
2011-01,0.074,
2011-02,0.088,
2011-03,0.062,
2011-04,0.073,
2011-05,0.066,
2011-06,0.123,
2011-07,0.082,
2011-08,0.059,
2011-09,0.070,
2011-10,0.055,
2011-11,0.051,
2011-12,0.092,
2012-01,0.038,
2012-02,0.032,
2012-03,0.037,
2012-04,0.028,
2012-05,0.041,
2012-06,0.037,
2012-07,0.469,
2012-08,0.592,
2012-09,0.347,
2012-10,0.277,
2012-11,0.218,
2012-12,0.244,
2013-01,0.212,
2013-02,0.242,
2013-03,0.303,
2013-04,0.356,
2013-05,0.303,
2013-06,0.433,
2013-07,0.111,
2013-08,0.287,
2013-09,0.290,
2013-10,0.321,
2013-11,0.101,
2013-12,0.469,
2014-01,0.285,
2014-02,0.211,
2014-03,0.653,
2014-04,0.135,
2014-05,0.176,
2014-06,0.178,
2014-07,0.039,
2014-08,0.024,
2014-09,0.021,
2014-10,0.028,
2014-11,0.149,
2014-12,0.118,Provisional value
"","General: Owing to the treatment of statistical breaks and revisions in the time series, see the section headed ""Data interpretation"" in the ""General notes"".",
