"",BBEX3.M.XAU.USD.EA.AC.C07,BBEX3.M.XAU.USD.EA.AC.C07_FLAGS
1957-03,34.910,
1957-04,34.920,
1957-05,34.930,
1957-06,34.990,
1957-07,34.990,
1957-08,34.970,
1957-09,34.960,
1957-10,34.970,
1957-11,34.970,
1957-12,34.990,
1958-01,35.010,
1958-02,35.080,
1958-03,35.090,
1958-04,35.100,
1958-05,35.110,
1958-06,35.100,
1958-07,35.110,
1958-08,35.100,
1958-09,35.100,
1958-10,35.110,
1958-11,35.100,
1958-12,35.090,
1959-01,35.070,
1959-02,35.060,
1959-03,35.060,
1959-04,35.080,
1959-05,35.120,
1959-06,35.120,
1959-07,35.130,
1959-08,35.120,
1959-09,35.130,
1959-10,35.100,
1959-11,35.060,
1959-12,35.050,
1960-01,35.090,
1960-02,35.090,
1960-03,35.090,
1960-04,35.110,
1960-05,35.100,
1960-06,35.090,
1960-07,35.100,
1960-08,35.130,
1960-09,35.220,
1960-10,35.780,
1960-11,35.820,
1960-12,35.540,
1961-01,35.560,
1961-02,35.170,
1961-03,35.080,
1961-04,35.080,
1961-05,35.060,
1961-06,35.070,
1961-07,35.110,
1961-08,35.160,
1961-09,35.190,
1961-10,35.190,
1961-11,35.190,
1961-12,35.150,
1962-01,35.160,
1962-02,35.130,
1962-03,35.090,
1962-04,35.080,
1962-05,35.080,
1962-06,35.100,
1962-07,35.120,
1962-08,35.120,
1962-09,35.130,
1962-10,35.140,
1962-11,35.090,
1962-12,35.080,
1963-01,35.060,
1963-02,35.080,
1963-03,35.100,
1963-04,35.100,
1963-05,35.080,
1963-06,35.080,
1963-07,35.090,
1963-08,35.100,
1963-09,35.080,
1963-10,35.080,
1963-11,35.080,
1963-12,35.080,
1964-01,35.080,
1964-02,35.080,
1964-03,35.080,
1964-04,35.080,
1964-05,35.080,
1964-06,35.080,
1964-07,35.080,
1964-08,35.080,
1964-09,35.090,
1964-10,35.110,
1964-11,35.100,
1964-12,35.120,
1965-01,35.130,
1965-02,35.140,
1965-03,35.160,
1965-04,35.140,
1965-05,35.100,
1965-06,35.100,
1965-07,35.120,
1965-08,35.150,
1965-09,35.140,
1965-10,35.110,
1965-11,35.110,
1965-12,35.130,
1966-01,35.150,
1966-02,35.170,
1966-03,35.150,
1966-04,35.130,
1966-05,35.120,
1966-06,35.150,
1966-07,35.180,
1966-08,35.180,
1966-09,35.190,
1966-10,35.160,
1966-11,35.160,
1966-12,35.180,
1967-01,35.180,
1967-02,35.170,
1967-03,35.160,
1967-04,35.170,
1967-05,35.180,
1967-06,35.190,
1967-07,35.190,
1967-08,35.190,
1967-09,35.190,
1967-10,35.190,
1967-11,35.200,
1967-12,35.190,
1968-01,35.180,
1968-02,35.200,
1968-03,35.200,
1968-04,37.863,
1968-05,40.698,
1968-06,41.142,
1968-07,39.467,
1968-08,39.191,
1968-09,40.185,
1968-10,39.208,
1968-11,39.779,
1968-12,41.084,
1969-01,42.303,
1969-02,42.603,
1969-03,43.159,
1969-04,43.315,
1969-05,43.464,
1969-06,41.435,
1969-07,41.759,
1969-08,41.088,
1969-09,40.873,
1969-10,40.441,
1969-11,37.404,
1969-12,35.170,
1970-01,34.942,
1970-02,34.994,
1970-03,35.086,
1970-04,35.626,
1970-05,35.950,
1970-06,35.425,
1970-07,35.321,
1970-08,35.380,
1970-09,36.193,
1970-10,37.518,
1970-11,37.440,
1970-12,37.435,
1971-01,37.874,
1971-02,38.744,
1971-03,38.871,
1971-04,39.014,
1971-05,40.516,
1971-06,40.102,
1971-07,40.952,
1971-08,42.728,
1971-09,42.022,
1971-10,42.507,
1971-11,42.858,
1971-12,43.484,
1972-01,45.751,
1972-02,48.263,
1972-03,48.327,
1972-04,49.030,
1972-05,54.618,
1972-06,62.092,
1972-07,65.665,
1972-08,67.034,
1972-09,65.465,
1972-10,64.864,
1972-11,62.912,
1972-12,63.909,
1973-01,65.139,
1973-02,74.198,
1973-03,84.372,
1973-04,90.496,
1973-05,101.959,
1973-06,120.119,
1973-07,120.166,
1973-08,106.761,
1973-09,102.970,
1973-10,100.077,
1973-11,94.916,
1973-12,106.719,
1974-01,129.191,
1974-02,150.233,
1974-03,168.426,
1974-04,172.235,
1974-05,163.245,
1974-06,154.100,
1974-07,142.978,
1974-08,154.638,
1974-09,151.767,
1974-10,158.776,
1974-11,181.655,
1974-12,183.850,
1975-01,176.268,
1975-02,179.590,
1975-03,178.158,
1975-04,169.843,
1975-05,167.390,
1975-06,164.238,
1975-07,165.165,
1975-08,162.998,
1975-09,144.094,
1975-10,142.757,
1975-11,142.415,
1975-12,139.303,
1976-01,131.488,
1976-02,131.070,
1976-03,132.578,
1976-04,127.940,
1976-05,126.935,
1976-06,125.709,
1976-07,117.755,
1976-08,109.929,
1976-09,114.145,
1976-10,116.143,
1976-11,130.464,
1976-12,133.878,
1977-01,132.264,
1977-02,136.299,
1977-03,148.228,
1977-04,149.166,
1977-05,146.605,
1977-06,140.778,
1977-07,143.393,
1977-08,144.950,
1977-09,149.524,
1977-10,158.860,
1977-11,162.100,
1977-12,160.450,
1978-01,173.179,
1978-02,178.155,
1978-03,183.662,
1978-04,175.275,
1978-05,176.307,
1978-06,183.752,
1978-07,188.726,
1978-08,206.300,
1978-09,212.076,
1978-10,227.393,
1978-11,206.073,
1978-12,207.834,
1979-01,227.270,
1979-02,245.670,
1979-03,242.048,
1979-04,239.161,
1979-05,257.617,
1979-06,279.067,
1979-07,294.736,
1979-08,300.818,
1979-09,355.115,
1979-10,391.657,
1979-11,391.993,
1979-12,455.084,
1980-01,675.309,
1980-02,665.321,
1980-03,553.581,
1980-04,517.410,
1980-05,513.820,
1980-06,600.717,
1980-07,644.283,
1980-08,627.148,
1980-09,673.625,
1980-10,661.148,
1980-11,623.463,
1980-12,594.921,
1981-01,557.388,
1981-02,499.763,
1981-03,498.761,
1981-04,495.800,
1981-05,479.697,
1981-06,460.761,
1981-07,409.284,
1981-08,410.158,
1981-09,443.750,
1981-10,437.755,
1981-11,413.369,
1981-12,410.092,
1982-01,384.125,
1982-02,374.130,
1982-03,330.248,
1982-04,350.338,
1982-05,333.818,
1982-06,314.982,
1982-07,338.973,
1982-08,364.226,
1982-09,437.311,
1982-10,422.148,
1982-11,414.914,
1982-12,444.292,
1983-01,481.288,
1983-02,491.113,
1983-03,419.696,
1983-04,432.882,
1983-05,438.008,
1983-06,412.864,
1983-07,422.717,
1983-08,416.236,
1983-09,411.802,
1983-10,393.579,
1983-11,381.659,
1983-12,388.344,
1984-01,370.888,
1984-02,385.921,
1984-03,394.264,
1984-04,381.364,
1984-05,377.402,
1984-06,377.665,
1984-07,347.468,
1984-08,347.680,
1984-09,341.093,
1984-10,340.174,
1984-11,341.177,
1984-12,320.159,
1985-01,302.791,
1985-02,299.100,
1985-03,303.943,
1985-04,325.273,
1985-05,316.367,
1985-06,316.490,
1985-07,317.217,
1985-08,329.786,
1985-09,323.350,
1985-10,325.843,
1985-11,325.295,
1985-12,321.719,
1986-01,345.377,
1986-02,338.890,
1986-03,345.700,
1986-04,340.439,
1986-05,342.380,
1986-06,342.717,
1986-07,348.337,
1986-08,376.600,
1986-09,417.730,
1986-10,423.509,
1986-11,397.550,
1986-12,390.913,
1987-01,408.260,
1987-02,401.115,
1987-03,408.914,
1987-04,438.353,
1987-05,460.234,
1987-06,449.455,
1987-07,450.517,
1987-08,461.148,
1987-09,460.350,
1987-10,465.355,
1987-11,467.569,
1987-12,486.239,
1988-01,476.580,
1988-02,442.074,
1988-03,443.607,
1988-04,451.547,
1988-05,451.068,
1988-06,451.332,
1988-07,437.629,
1988-08,431.277,
1988-09,413.455,
1988-10,406.781,
1988-11,420.259,
1988-12,419.047,
1989-01,404.014,
1989-02,387.508,
1989-03,390.102,
1989-04,384.400,
1989-05,371.045,
1989-06,367.598,
1989-07,375.038,
1989-08,365.143,
1989-09,361.745,
1989-10,366.930,
1989-11,394.261,
1989-12,409.385,
1990-01,410.109,
1990-02,416.810,
1990-03,393.059,
1990-04,374.242,
1990-05,369.052,
1990-06,352.331,
1990-07,362.530,
1990-08,394.727,
1990-09,389.323,
1990-10,380.739,
1990-11,381.725,
1990-12,376.947,
1991-01,383.639,
1991-02,363.830,
1991-03,363.335,
1991-04,358.379,
1991-05,356.945,
1991-06,366.718,
1991-07,367.685,
1991-08,356.305,
1991-09,348.738,
1991-10,358.687,
1991-11,360.157,
1991-12,361.725,
1992-01,354.448,
1992-02,353.913,
1992-03,344.336,
1992-04,338.618,
1992-05,337.239,
1992-06,340.805,
1992-07,352.720,
1992-08,343.058,
1992-09,345.430,
1992-10,344.380,
1992-11,335.017,
1992-12,334.803,
1993-01,329.010,
1993-02,329.310,
1993-03,330.078,
1993-04,342.150,
1993-05,367.179,
1993-06,371.891,
1993-07,392.193,
1993-08,378.838,
1993-09,355.275,
1993-10,364.179,
1993-11,373.827,
1993-12,383.297,
1994-01,386.875,
1994-02,381.910,
1994-03,384.128,
1994-04,377.271,
1994-05,381.413,
1994-06,385.643,
1994-07,385.490,
1994-08,380.355,
1994-09,391.575,
1994-10,389.771,
1994-11,384.389,
1994-12,379.286,
1995-01,378.550,
1995-02,376.640,
1995-03,382.120,
1995-04,391.031,
1995-05,385.219,
1995-06,387.559,
1995-07,386.233,
1995-08,383.655,
1995-09,383.055,
1995-10,383.136,
1995-11,385.307,
1995-12,387.444,
1996-01,399.452,
1996-02,404.762,
1996-03,396.207,
1996-04,392.848,
1996-05,391.933,
1996-06,385.273,
1996-07,383.474,
1996-08,387.350,
1996-09,383.136,
1996-10,381.065,
1996-11,377.850,
1996-12,368.997,
1997-01,355.105,
1997-02,346.583,
1997-03,351.808,
1997-04,344.473,
1997-05,343.840,
1997-06,340.757,
1997-07,324.104,
1997-08,324.010,
1997-09,322.823,
1997-10,324.872,
1997-11,306.038,
1997-12,288.742,
1998-01,289.095,
1998-02,297.493,
1998-03,295.941,
1998-04,308.285,
1998-05,299.100,
1998-06,292.318,
1998-07,292.872,
1998-08,284.110,
1998-09,288.982,
1998-10,295.927,
1998-11,294.121,
1998-12,291.679,
1999-01,287.118,
1999-02,287.328,
1999-03,285.961,
1999-04,282.618,
1999-05,276.442,
1999-06,261.314,
1999-07,256.080,
1999-08,256.693,
1999-09,264.743,
1999-10,310.719,
1999-11,293.184,
1999-12,283.068,
2000-01,284.315,
2000-02,299.864,
2000-03,286.389,
2000-04,279.694,
2000-05,275.186,
2000-06,285.732,
2000-07,281.586,
2000-08,274.468,
2000-09,273.679,
2000-10,269.998,
2000-11,266.007,
2000-12,271.450,
2001-01,265.486,
2001-02,261.865,
2001-03,263.027,
2001-04,260.479,
2001-05,272.355,
2001-06,270.231,
2001-07,267.532,
2001-08,272.386,
2001-09,283.420,
2001-10,283.061,
2001-11,276.164,
2001-12,275.847,
2002-01,281.511,
2002-02,295.495,
2002-03,294.055,
2002-04,302.683,
2002-05,314.493,
2002-06,321.178,
2002-07,313.291,
2002-08,310.255,
2002-09,319.136,
2002-10,316.557,
2002-11,319.067,
2002-12,331.919,
2003-01,356.859,
2003-02,358.970,
2003-03,340.550,
2003-04,328.180,
2003-05,355.683,
2003-06,356.352,
2003-07,351.020,
2003-08,359.768,
2003-09,378.945,
2003-10,378.920,
2003-11,389.910,
2003-12,406.953,
2004-01,413.788,
2004-02,404.878,
2004-03,406.667,
2004-04,403.260,
2004-05,383.779,
2004-06,392.373,
2004-07,398.091,
2004-08,400.510,
2004-09,405.275,
2004-10,420.464,
2004-11,439.375,
2004-12,442.079,
2005-01,424.030,
2005-02,423.350,
2005-03,434.321,
2005-04,429.233,
2005-05,421.873,
2005-06,430.657,
2005-07,424.479,
2005-08,437.930,
2005-09,456.048,
2005-10,469.898,
2005-11,476.666,
2005-12,510.097,
2006-01,549.864,
2006-02,554.995,
2006-03,557.093,
2006-04,610.653,
2006-05,675.393,
2006-06,596.145,
2006-07,633.710,
2006-08,632.593,
2006-09,598.186,
2006-10,585.780,
2006-11,627.827,
2006-12,629.791,
2007-01,631.166,
2007-02,664.745,
2007-03,654.895,
2007-04,679.368,
2007-05,666.860,
2007-06,655.490,
2007-07,665.295,
2007-08,665.411,
2007-09,712.653,
2007-10,754.604,
2007-11,806.248,
2007-12,803.203,
2008-01,889.595,
2008-02,922.298,
2008-03,968.434,
2008-04,909.705,
2008-05,888.663,
2008-06,889.488,
2008-07,939.772,
2008-08,839.025,
2008-09,829.932,
2008-10,806.620,
2008-11,760.863,
2008-12,816.092,
2009-01,858.690,
2009-02,943.163,
2009-03,924.273,
2009-04,890.200,
2009-05,928.645,
2009-06,945.670,
2009-07,934.228,
2009-08,949.375,
2009-09,996.591,
2009-10,1043.159,
2009-11,1127.036,
2009-12,1134.724,
2010-01,1117.963,
2010-02,1095.413,
2010-03,1113.337,
2010-04,1148.688,
2010-05,1205.434,
2010-06,1232.920,
2010-07,1192.966,
2010-08,1215.810,
2010-09,1270.977,
2010-10,1342.024,
2010-11,1369.886,
2010-12,1390.553,
2011-01,1356.400,
2011-02,1372.725,
2011-03,1424.011,
2011-04,1473.806,
2011-05,1510.438,
2011-06,1528.659,
2011-07,1572.810,
2011-08,1755.807,
2011-09,1771.852,
2011-10,1665.214,
2011-11,1738.977,
2011-12,1652.306,
2012-01,1656.119,
2012-02,1742.619,
2012-03,1673.773,
2012-04,1650.066,
2012-05,1585.505,
2012-06,1596.697,
2012-07,1593.909,
2012-08,1626.034,
2012-09,1744.450,
2012-10,1747.011,
2012-11,1721.136,
2012-12,1688.529,
2013-01,1670.955,
2013-02,1627.588,
2013-03,1592.863,
2013-04,1485.083,
2013-05,1413.500,
2013-06,1342.363,
2013-07,1286.724,
2013-08,1347.095,
2013-09,1348.798,
2013-10,1316.185,
2013-11,1275.821,
2013-12,1225.403,
2014-01,1244.795,
2014-02,1300.975,
2014-03,1336.083,
2014-04,1299.000,
2014-05,1287.525,
2014-06,1279.095,
2014-07,1310.967,
2014-08,1295.988,
2014-09,1238.818,
2014-10,1222.489,
2014-11,1176.300,
2014-12,1202.289,
2015-01,1251.845,
"","General: 1 ounce of fine gold = 31.1034768 g. * Since 1 April 1968, calculated from the daily afternoon fixing; previously: From January 1950 to 21 March 1954, calculated using the Bank of England's gold purchasing price (1 ounce of fine = pound 12.40) in connection with the average exchange rate for the pound in New York (up to the end of 1952; source: Federal Reserve Bulletin) and, from January 1953, midpoint exchange rates for the US dollar in London (source: Financial Times (FT)). From 22 March 1954 to December 1959, calculated using the fixing price for gold bars of approx. 12 1/2 kg and 995/1000 fineness and over (so-called standard bars) according to data from Metallgesellschaft AG, Frankfurtam Main, in connection with the average midpoint exchange rates for the US dollar in London (source: FT). From January 1960 to 14 March 1968, average fixing price for standard bars as specified in the Bank of England's Quarterly Bulletin. On 15 March 1968, fixing price suspended. Gold market split into an official (reserved for central banks) and a free market as a result of the Washington Communique of 17 March 1968. Gold trading suspended from 18 to 29 March 1968. Sources for daily prices: April 1968 - March 1974: FT; April 1974 - December 1980: Samuel Montagu & Co. Ltd.; January 1981 - December 1998: FT; January 1999 - present: The London Bullion Market Association.",
