"",BBSF2.M.1.S.I1252.TOT01.I.F.NAV.DE.00000.000000.Z01.00,BBSF2.M.1.S.I1252.TOT01.I.F.NAV.DE.00000.000000.Z01.00_FLAGS
"",Special investors funds / Funds total / Net asset value / Other insurance corporations / Distribution and cumulative funds,
unit,Euro (hypothetically euro-based),
unit multiplier,million,
last update,2014-12-29 10:48:23,
2009-09,173904,
2009-10,170207,
2009-11,172083,
2009-12,173289,
2010-01,176833,
2010-02,178132,
2010-03,182269,
2010-04,184236,
2010-05,184338,
2010-06,184716,
2010-07,187038,
2010-08,192802,
2010-09,194971,
2010-10,196778,
2010-11,187918,
2010-12,188955,
2011-01,189086,
2011-02,190858,
2011-03,190009,
2011-04,193273,
2011-05,195141,
2011-06,194274,
2011-07,197254,
2011-08,196340,
2011-09,192629,
2011-10,196308,
2011-11,193574,
2011-12,198791,
2012-01,202148,
2012-02,208687,
2012-03,211461,
2012-04,212074,
2012-05,215907,
2012-06,216338,
2012-07,230953,
2012-08,234882,
2012-09,236399,
2012-10,240801,
2012-11,244930,
2012-12,246928,
2013-01,248063,
2013-02,251469,
2013-03,257163,
2013-04,263410,
2013-05,262582,
2013-06,257039,
2013-07,261240,
2013-08,259606,
2013-09,263829,
2013-10,268391,
2013-11,272122,
2013-12,270395,
2014-01,274099,
2014-02,279153,
2014-03,280591,
2014-04,284793,
2014-05,292414,
2014-06,294111,
2014-07,299591,
2014-08,307554,
2014-09,307756,
2014-10,311176,
2014-11,317111,
