"",BBFN1.M.DE.N.1.A.UA.S1P.F0.S.BN00.Z01.BGA.X001.D,BBFN1.M.DE.N.1.A.UA.S1P.F0.S.BN00.Z01.BGA.X001.D_FLAGS
1987-08,0.000,
1987-09,0.000,
1987-10,0.000,
1987-11,0.000,
1987-12,0.000,
1988-01,0.000,
1988-02,0.000,
1988-03,0.000,
1988-04,0.000,
1988-05,0.000,
1988-06,0.000,
1988-07,0.000,
1988-08,0.000,
1988-09,0.000,
1988-10,0.000,
1988-11,0.000,
1988-12,0.000,
1989-01,0.000,
1989-02,0.000,
1989-03,0.000,
1989-04,0.000,
1989-05,0.000,
1989-06,0.000,
1989-07,0.000,
1989-08,0.000,
1989-09,0.000,
1989-10,0.000,
1989-11,0.000,
1989-12,0.000,
1990-01,0.000,
1990-02,0.000,
1990-03,0.000,
1990-04,0.000,
1990-05,0.000,
1990-06,0.000,
1990-07,0.000,
1990-08,0.000,
1990-09,0.000,
1990-10,0.000,
1990-11,0.000,
1990-12,0.000,
1991-01,0.000,
1991-02,0.000,
1991-03,0.000,
1991-04,0.000,
1991-05,0.000,
1991-06,0.000,
1991-07,0.000,
1991-08,0.000,
1991-09,0.000,
1991-10,0.000,
1991-11,0.000,
1991-12,0.000,
1992-01,0.000,
1992-02,0.000,
1992-03,0.000,
1992-04,0.000,
1992-05,0.000,
1992-06,0.000,
1992-07,0.000,
1992-08,0.000,
1992-09,0.000,
1992-10,0.000,
1992-11,0.000,
1992-12,0.000,
1993-01,0.005,
1993-02,0.005,
1993-03,0.005,
1993-04,0.003,
1993-05,0.003,
1993-06,0.003,
1993-07,0.003,
1993-08,0.002,
1993-09,0.004,
1993-10,0.004,
1993-11,0.003,
1993-12,0.004,
1994-01,0.004,
1994-02,0.005,
1994-03,0.004,
1994-04,0.006,
1994-05,0.007,
1994-06,0.005,
1994-07,0.007,
1994-08,0.006,
1994-09,0.007,
1994-10,0.007,
1994-11,0.007,
1994-12,0.007,
1995-01,0.010,
1995-02,0.009,
1995-03,0.009,
1995-04,0.009,
1995-05,0.009,
1995-06,0.009,
1995-07,0.009,
1995-08,0.006,
1995-09,0.009,
1995-10,0.009,
1995-11,0.008,
1995-12,0.007,
1996-01,0.005,
1996-02,0.010,
1996-03,0.010,
1996-04,0.009,
1996-05,0.018,
1996-06,0.019,
1996-07,0.017,
1996-08,0.017,
1996-09,0.016,
1996-10,0.015,
1996-11,0.016,
1996-12,0.016,
1997-01,0.020,
1997-02,0.020,
1997-03,0.018,
1997-04,0.018,
1997-05,0.015,
1997-06,0.016,
1997-07,0.018,
1997-08,0.018,
1997-09,0.018,
1997-10,0.019,
1997-11,0.018,
1997-12,0.017,
1998-01,0.018,
1998-02,0.018,
1998-03,0.017,
1998-04,0.021,
1998-05,0.017,
1998-06,0.020,
1998-07,0.013,
1998-08,0.014,
1998-09,0.013,
1998-10,0.013,
1998-11,0.014,
1998-12,0.013,
1999-01,0.015,
1999-02,0.015,
1999-03,0.015,
1999-04,0.015,
1999-05,0.014,
1999-06,0.014,
1999-07,0.014,
1999-08,0.013,
1999-09,0.013,
1999-10,0.022,
1999-11,0.019,
1999-12,0.019,
2000-01,0.020,
2000-02,0.021,
2000-03,0.017,
2000-04,0.019,
2000-05,0.017,
2000-06,0.014,
2000-07,0.014,
2000-08,0.014,
2000-09,0.017,
2000-10,0.016,
2000-11,0.016,
2000-12,0.013,
2001-01,0.012,
2001-02,0.012,
2001-03,0.011,
2001-04,0.045,
2001-05,0.045,
2001-06,0.047,
2001-07,0.048,
2001-08,0.018,
2001-09,0.017,
2001-10,0.032,
2001-11,0.032,
2001-12,0.034,
2002-01,0.036,
2002-02,0.038,
2002-03,0.041,
2002-04,0.036,
2002-05,0.033,
2002-06,0.034,
2002-07,0.031,
2002-08,0.031,
2002-09,0.028,
2002-10,0.020,
2002-11,0.019,
2002-12,0.021,
2003-01,0.021,
2003-02,0.019,
2003-03,0.018,
2003-04,0.053,
2003-05,0.022,
2003-06,0.024,
2003-07,0.022,
2003-08,0.022,
2003-09,0.022,
2003-10,0.020,
2003-11,0.027,
2003-12,0.037,
2004-01,0.040,
2004-02,0.040,
2004-03,0.042,
2004-04,0.044,
2004-05,.,No value available
2004-06,.,No value available
2004-07,.,No value available
2004-08,.,No value available
2004-09,.,No value available
2004-10,.,No value available
2004-11,.,No value available
2004-12,.,No value available
2005-01,.,No value available
2005-02,.,No value available
2005-03,.,No value available
2005-04,.,No value available
2005-05,.,No value available
2005-06,.,No value available
2005-07,.,No value available
2005-08,.,No value available
2005-09,.,No value available
2005-10,.,No value available
2005-11,.,No value available
2005-12,0.042,
2006-01,.,No value available
2006-02,.,No value available
2006-03,.,No value available
2006-04,.,No value available
2006-05,.,No value available
2006-06,.,No value available
2006-07,.,No value available
2006-08,.,No value available
2006-09,0.066,
2006-10,0.062,
2006-11,0.061,
2006-12,0.061,
2007-01,0.064,
2007-02,0.063,
2007-03,0.077,
2007-04,0.076,
2007-05,0.078,
2007-06,0.071,
2007-07,0.060,
2007-08,0.048,
2007-09,0.087,
2007-10,0.087,
2007-11,0.049,
2007-12,0.050,
2008-01,0.060,
2008-02,0.056,
2008-03,0.058,
2008-04,0.058,
2008-05,0.052,
2008-06,0.074,
2008-07,0.086,
2008-08,0.085,
2008-09,0.084,
2008-10,0.097,
2008-11,0.111,
2008-12,0.076,
2009-01,0.094,
2009-02,0.136,
2009-03,0.119,
2009-04,0.121,
2009-05,0.118,
2009-06,0.120,
2009-07,0.105,
2009-08,0.119,
2009-09,0.111,
2009-10,0.116,
2009-11,0.108,
2009-12,0.116,
2010-01,0.119,
2010-02,0.126,
2010-03,0.153,
2010-04,0.141,
2010-05,0.143,
2010-06,0.147,
2010-07,0.137,
2010-08,0.139,
2010-09,0.133,
2010-10,0.135,
2010-11,0.140,
2010-12,0.110,
2011-01,0.122,
2011-02,0.128,
2011-03,0.134,
2011-04,0.134,
2011-05,0.133,
2011-06,0.120,
2011-07,0.117,
2011-08,0.111,
2011-09,0.103,
2011-10,0.110,
2011-11,0.120,
2011-12,0.113,
2012-01,0.112,
2012-02,0.115,
2012-03,0.123,
2012-04,0.125,
2012-05,0.131,
2012-06,0.116,
2012-07,.,No value available
2012-08,.,No value available
2012-09,.,No value available
2012-10,.,No value available
2012-11,0.120,
2012-12,0.124,
2013-01,0.135,
2013-02,0.119,
2013-03,0.108,
2013-04,0.110,
2013-05,0.103,
2013-06,0.099,
2013-07,0.090,
2013-08,0.095,
2013-09,0.092,
2013-10,0.101,
2013-11,0.104,
2013-12,0.099,
2014-01,0.123,
2014-02,0.134,
2014-03,0.151,
2014-04,0.150,
2014-05,0.145,
2014-06,0.139,
2014-07,0.150,
2014-08,0.149,
2014-09,0.150,
2014-10,0.128,
2014-11,0.111,
2014-12,0.111,
