"",BBK01.CEB6B0,BBK01.CEB6B0_FLAGS
"",Insurance technical reserves debtor: Insurance corporations                    creditor: All sectors,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-07-24 15:19:26,
1991-01,425.0,
1991-04,426.8,
1991-07,439.0,
1991-10,443.3,
1992-01,463.7,
1992-04,472.5,
1992-07,480.4,
1992-10,483.3,
1993-01,496.0,
1993-04,512.0,
1993-07,522.6,
1993-10,531.2,
1994-01,540.0,
1994-04,562.9,
1994-07,574.5,
1994-10,580.5,
1995-01,612.4,
1995-04,624.3,
1995-07,638.5,
1995-10,649.2,
1996-01,679.0,
1996-04,691.1,
1996-07,703.2,
1996-10,710.8,
1997-01,741.7,
1997-04,754.4,
1997-07,769.6,
1997-10,773.4,
1998-01,801.3,
1998-04,818.9,
1998-07,831.0,
1998-10,841.0,
1999-01,863.0,
1999-04,877.0,
1999-07,893.2,
1999-10,914.0,
2000-01,938.2,
2000-04,951.7,
2000-07,966.7,
2000-10,977.0,
2001-01,1000.6,
2001-04,1013.4,
2001-07,1031.8,
2001-10,1045.2,
2002-01,1073.5,
2002-04,1086.3,
2002-07,1101.9,
2002-10,1088.9,
2003-01,1108.0,
2003-04,1121.2,
2003-07,1134.0,
2003-10,1143.0,
2004-01,1160.6,
2004-04,1170.1,
2004-07,1181.4,
2004-10,1198.4,
2005-01,1217.7,
2005-04,1228.7,
2005-07,1243.1,
2005-10,1276.7,
2006-01,1289.2,
2006-04,1302.2,
2006-07,1317.3,
2006-10,1332.5,
2007-01,1344.3,
2007-04,1353.9,
2007-07,1365.5,
2007-10,1391.4,
2008-01,1396.5,
2008-04,1401.8,
2008-07,1407.1,
2008-10,1411.6,
2009-01,1426.4,
2009-04,1442.5,
2009-07,1458.7,
2009-10,1475.4,
2010-01,1494.5,
2010-04,1514.4,
2010-07,1533.7,
2010-10,1555.9,
2011-01,1569.0,
2011-04,1581.5,
2011-07,1594.0,
2011-10,1609.0,
2012-01,1629.8,
2012-04,1648.0,
2012-07,1666.7,
2012-10,1690.5,
2013-01,1716.8,
2013-04,1736.0,
2013-07,1751.2,
2013-10,1770.0,
2014-01,1802.3,
