"",BBK01.SUD276,BBK01.SUD276_FLAGS
"","New business (volumes) of German banks / Loans to non-financial corporations over EUR 1 million with collateral and/or guarantees, initial rate fixation of over 1 and up to 3 years",
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-03 10:27:54,
2010-06,270,
2010-07,399,
2010-08,155,
2010-09,189,
2010-10,323,
2010-11,350,
2010-12,701,
2011-01,512,
2011-02,285,
2011-03,306,
2011-04,577,
2011-05,123,
2011-06,612,
2011-07,413,
2011-08,157,
2011-09,793,
2011-10,217,
2011-11,104,
2011-12,699,
2012-01,440,
2012-02,133,
2012-03,226,
2012-04,493,
2012-05,137,
2012-06,462,
2012-07,355,
2012-08,235,
2012-09,340,
2012-10,231,
2012-11,260,
2012-12,1368,
2013-01,138,
2013-02,97,
2013-03,276,
2013-04,238,
2013-05,280,
2013-06,603,
2013-07,219,
2013-08,169,
2013-09,243,
2013-10,252,
2013-11,255,
2013-12,881,
2014-01,277,
2014-02,116,
2014-03,137,
2014-04,199,
2014-05,145,
2014-06,638,
2014-07,263,
2014-08,319,
2014-09,292,
2014-10,300,
2014-11,257,
2014-12,989,Provisional value
"","General: Estimated. The volume of new business is extrapolated to form the underlying total using the Horvitz-Thompson estimator. The amount refers to the single loan transaction considered as new business. For the purpose of MFI interest rate statistics, a loan is considered to be secured if collateral (inter alia financial collateral, real estate collateral, debt securities) in at least the same value as the loan amount has been posted, pledged or assigned. p = Provisional",
