"",BBAI3.Q.DE.N.V.LE.F34.S125.A1.S.2.N.E.Z,BBAI3.Q.DE.N.V.LE.F34.S125.A1.S.2.N.E.Z_FLAGS
"",Liabilities / Insurance corporations and pension funds (ICPFs) / Financial derivatives / World / Total economy including non-residents (all sectors) / Outstanding amounts at the end of the period (stocks),
unit,Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-01-08 10:27:52,
2005-10,0,
2006-01,0,
2006-04,0,
2006-07,0,
2006-10,0,
2007-01,0,
2007-04,0,
2007-07,0,
2007-10,0,
2008-01,0,
2008-04,0,
2008-07,0,
2008-10,0,
2009-01,102,
2009-04,22,
2009-07,0,
2009-10,14,
2010-01,16,
2010-04,18,
2010-07,17,
2010-10,11,
2011-01,8,
2011-04,11,
2011-07,15,
2011-10,11,
2012-01,6,
2012-04,0,
2012-07,0,
2012-10,0,
2013-01,0,
2013-04,0,
2013-07,0,
2013-10,0,
2014-01,0,
2014-04,0,
2014-07,0,
