"",BBK01.SUD112,BBK01.SUD112_FLAGS
"",Effective interest rates of German banks / New business / Revolving loans and overdrafts to households,
unit,% p.a. (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-03 10:26:51,
2003-01,10.57,
2003-02,10.84,
2003-03,10.73,
2003-04,10.71,
2003-05,10.58,
2003-06,10.65,
2003-07,10.44,
2003-08,10.38,
2003-09,10.47,
2003-10,10.41,
2003-11,10.27,
2003-12,10.48,
2004-01,10.40,
2004-02,10.40,
2004-03,10.38,
2004-04,10.36,
2004-05,10.35,
2004-06,10.38,
2004-07,10.35,
2004-08,10.33,
2004-09,10.33,
2004-10,10.26,
2004-11,10.22,
2004-12,10.30,
2005-01,10.32,
2005-02,10.30,
2005-03,10.36,
2005-04,10.37,
2005-05,10.46,
2005-06,10.38,
2005-07,10.35,
2005-08,10.40,
2005-09,10.42,
2005-10,10.53,
2005-11,10.40,
2005-12,10.47,
2006-01,10.63,
2006-02,10.54,
2006-03,10.59,
2006-04,10.61,
2006-05,10.77,
2006-06,10.86,
2006-07,10.92,
2006-08,11.00,
2006-09,11.02,
2006-10,11.10,
2006-11,11.02,
2006-12,11.27,
2007-01,11.40,
2007-02,11.36,
2007-03,11.47,
2007-04,11.52,
2007-05,11.59,
2007-06,11.66,
2007-07,11.76,
2007-08,11.85,
2007-09,11.94,
2007-10,11.90,
2007-11,11.76,
2007-12,11.88,
2008-01,11.87,
2008-02,11.81,
2008-03,11.84,
2008-04,11.81,
2008-05,11.82,
2008-06,11.83,
2008-07,11.91,
2008-08,11.94,
2008-09,11.98,
2008-10,12.01,
2008-11,11.88,
2008-12,11.82,
2009-01,11.42,
2009-02,11.19,
2009-03,11.16,
2009-04,10.97,
2009-05,10.87,
2009-06,10.85,
2009-07,10.58,
2009-08,10.58,
2009-09,10.61,
2009-10,10.53,
2009-11,10.36,
2009-12,10.38,
2010-01,10.33,
2010-02,10.28,
2010-03,10.36,
2010-04,10.34,
2010-05,10.38,
2010-06,10.18,
2010-07,10.02,
2010-08,10.09,
2010-09,10.17,
2010-10,9.97,
2010-11,9.92,
2010-12,10.04,
2011-01,10.11,
2011-02,10.19,
2011-03,10.19,
2011-04,10.20,
2011-05,10.30,
2011-06,10.27,
2011-07,10.30,
2011-08,10.36,
2011-09,10.37,
2011-10,10.43,
2011-11,10.31,
2011-12,10.32,
2012-01,10.34,
2012-02,10.27,
2012-03,10.23,
2012-04,10.12,
2012-05,10.06,
2012-06,10.02,
2012-07,9.94,
2012-08,9.89,
2012-09,9.86,
2012-10,9.75,
2012-11,9.56,
2012-12,9.62,
2013-01,9.60,
2013-02,9.61,
2013-03,9.60,
2013-04,9.62,
2013-05,9.60,
2013-06,9.52,
2013-07,9.51,
2013-08,9.49,
2013-09,9.54,
2013-10,9.44,
2013-11,9.30,
2013-12,9.41,
2014-01,9.38,
2014-02,9.29,
2014-03,9.34,
2014-04,9.27,
2014-05,9.22,
2014-06,9.30,
2014-07,9.21,
2014-08,9.14,
2014-09,9.23,
2014-10,9.09,
2014-11,8.92,
2014-12,9.03,Provisional value
"","General: From June 2010 including revolving loans. New business is collected in the same way as outstanding amounts for the sake of simplicity. This means that all outstanding lending business at the end of the month has to be incorporated in the calculation of average rates of interest. The effective interest rates may always be calculated either as annualised agreed interest rates or as narrowly defined effective rates. Both calculation methods cover all interest payments on deposits and loans but not any other related charges which may occur for enquiries, administration, preparation of the documents, guarantees and credit insurance. Overdrafts are defined as debit balances on current accounts. They include all bank overdrafts regardless of whether they are within or beyond the limits agreed between customers and the bank. Revolving loans are loans that have all the following features: 1) the borrowers may use or withdraw funds to a pre-approved credit limit without giving prior notice to the lender; 2) the amount of available credit can increase and decrease as funds are borrowed and repaid; 3) the credit may be used repeatedly; 4) there is no obligation of regular repayment of funds. p = Provisional",
