"",BBK01.TZ5584,BBK01.TZ5584_FLAGS
"",Deposits of non-MFIs / Total / With an agreed maturity of up to 2 years / Domestic / Financial transactions (flows) / Seasonally adjusted,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-27 09:16:46,
1999-01,6.7,
1999-02,-1.1,
1999-03,2.6,
1999-04,-3.5,
1999-05,-3.0,
1999-06,-2.3,
1999-07,1.1,
1999-08,-0.8,
1999-09,0.7,
1999-10,4.8,
1999-11,2.2,
1999-12,4.4,
2000-01,-4.9,
2000-02,1.3,
2000-03,1.3,
2000-04,-0.9,
2000-05,5.7,
2000-06,2.6,
2000-07,0.4,
2000-08,3.7,
2000-09,8.4,
2000-10,0.4,
2000-11,5.2,
2000-12,2.3,
2001-01,6.5,
2001-02,2.4,
2001-03,5.8,
2001-04,-0.5,
2001-05,-1.5,
2001-06,6.7,
2001-07,1.3,
2001-08,0.1,
2001-09,4.0,
2001-10,-2.3,
2001-11,-3.4,
2001-12,-3.8,
2002-01,-3.6,
2002-02,-1.5,
2002-03,1.5,
2002-04,-1.8,
2002-05,-1.4,
2002-06,6.0,
2002-07,-1.3,
2002-08,-0.3,
2002-09,-5.1,
2002-10,5.9,
2002-11,-5.9,
2002-12,-2.4,
2003-01,0.8,
2003-02,-1.7,
2003-03,-4.5,
2003-04,0.4,
2003-05,2.7,
2003-06,-6.9,
2003-07,-2.5,
2003-08,-1.8,
2003-09,-10.1,
2003-10,-5.5,
2003-11,3.4,
2003-12,-5.5,
2004-01,-9.8,
2004-02,-2.0,
2004-03,1.8,
2004-04,-4.1,
2004-05,3.7,
2004-06,-4.4,
2004-07,3.1,
2004-08,-3.1,
2004-09,-0.6,
2004-10,-0.4,
2004-11,-4.5,
2004-12,11.2,
2005-01,-8.6,
2005-02,-3.0,
2005-03,-4.8,
2005-04,6.6,
2005-05,0.1,
2005-06,-1.2,
2005-07,0.7,
2005-08,-2.4,
2005-09,2.4,
2005-10,0.8,
2005-11,3.5,
2005-12,1.1,
2006-01,4.5,
2006-02,4.0,
2006-03,2.7,
2006-04,9.6,
2006-05,0.5,
2006-06,9.5,
2006-07,3.6,
2006-08,6.2,
2006-09,11.2,
2006-10,7.4,
2006-11,10.0,
2006-12,6.8,
2007-01,8.6,
2007-02,6.6,
2007-03,8.6,
2007-04,18.3,
2007-05,3.5,
2007-06,14.9,
2007-07,4.1,
2007-08,20.8,
2007-09,15.8,
2007-10,16.4,
2007-11,13.7,
2007-12,30.8,
2008-01,10.2,
2008-02,18.7,
2008-03,4.7,
2008-04,22.2,
2008-05,11.9,
2008-06,2.3,
2008-07,31.0,
2008-08,4.2,
2008-09,5.6,
2008-10,20.5,
2008-11,12.4,
2008-12,-23.0,
2009-01,-27.1,
2009-02,-19.6,
2009-03,-15.7,
2009-04,-26.7,
2009-05,-16.6,
2009-06,-28.0,
2009-07,-23.0,
2009-08,-24.3,
2009-09,-22.7,
2009-10,-29.5,
2009-11,-11.1,
2009-12,-9.3,
2010-01,-16.2,
2010-02,-4.6,
2010-03,2.9,
2010-04,-27.5,
2010-05,-4.3,
2010-06,-0.9,
2010-07,-3.1,
2010-08,0.1,
2010-09,3.4,
2010-10,3.2,
2010-11,-4.1,
2010-12,1.1,
2011-01,1.9,
2011-02,5.8,
2011-03,2.0,
2011-04,8.7,
2011-05,8.0,
2011-06,3.2,
2011-07,9.8,
2011-08,4.1,
2011-09,11.8,
2011-10,1.8,
2011-11,2.5,
2011-12,-2.4,
2012-01,6.0,
2012-02,1.3,
2012-03,1.4,
2012-04,2.0,
2012-05,-1.0,
2012-06,7.2,
2012-07,-1.6,
2012-08,-4.1,
2012-09,-8.9,
2012-10,-4.8,
2012-11,-8.3,
2012-12,-32.3,
2013-01,-4.1,
2013-02,-7.0,
2013-03,2.9,
2013-04,-1.2,
2013-05,-3.8,
2013-06,-3.9,
2013-07,-5.5,
2013-08,-2.4,
2013-09,-2.8,
2013-10,3.1,
2013-11,-0.4,
2013-12,0.1,
2014-01,3.8,
2014-02,3.6,
2014-03,0.0,
2014-04,-2.0,
2014-05,1.5,
2014-06,0.7,
2014-07,-1.0,
2014-08,-1.3,
2014-09,-2.7,
2014-10,-3.7,
2014-11,0.8,
2014-12,0.4,Provisional value
2015-01,1.4,
