"",BBK01.BU1127,BBK01.BU1127_FLAGS
1972-10,1158.3,
1972-11,1162.4,
1972-12,1515.4,
1973-01,1529.1,
1973-02,1549.6,
1973-03,1568.7,
1973-04,1590.9,
1973-05,1590.9,
1973-06,1591.5,
1973-07,1589.5,
1973-08,1589.5,
1973-09,1589.5,
1973-10,1526.8,
1973-11,1540.7,
1973-12,1066.0,
1974-01,1075.8,
1974-02,1058.7,
1974-03,1134.4,
1974-04,1151.7,
1974-05,1131.3,
1974-06,1192.4,
1974-07,1344.7,
1974-08,1343.4,
1974-09,1311.6,
1974-10,1409.8,
1974-11,1446.6,
1974-12,1399.6,
1975-01,1400.6,
1975-02,1400.6,
1975-03,1382.5,
1975-04,1531.9,
1975-05,1558.2,
1975-06,1477.3,
1975-07,1550.7,
1975-08,1550.5,
1975-09,1504.6,
1975-10,1546.4,
1975-11,1722.5,
1975-12,1733.5,
1976-01,1772.0,
1976-02,1921.4,
1976-03,1945.2,
1976-04,2017.6,
1976-05,2170.3,
1976-06,2191.4,
1976-07,2273.7,
1976-08,2408.5,
1976-09,2407.4,
1976-10,2605.8,
1976-11,2640.7,
1976-12,2639.1,
1977-01,2682.1,
1977-02,2865.7,
1977-03,2937.3,
1977-04,2957.9,
1977-05,3032.6,
1977-06,3071.7,
1977-07,3126.5,
1977-08,3150.9,
1977-09,3118.3,
1977-10,3161.0,
1977-11,3076.6,
1977-12,3144.3,
1978-01,3219.3,
1978-02,3358.5,
1978-03,3384.3,
1978-04,2765.7,
1978-05,2785.4,
1978-06,2808.4,
1978-07,2898.3,
1978-08,2938.5,
1978-09,2867.1,
1978-10,2854.9,
1978-11,2835.3,
1978-12,3337.8,
1979-01,3433.7,
1979-02,3445.0,
1979-03,3980.5,
1979-04,4060.6,
1979-05,4118.9,
1979-06,4731.5,
1979-07,4042.0,
1979-08,4090.7,
1979-09,3383.1,
1979-10,3504.0,
1979-11,3859.9,
1979-12,3918.0,
1980-01,5289.0,
1980-02,5469.4,
1980-03,5599.9,
1980-04,6202.0,
1980-05,6307.2,
1980-06,6444.2,
1980-07,6549.2,
1980-08,6635.4,
1980-09,7161.8,
1980-10,7720.0,
1980-11,8159.7,
1980-12,8231.1,
1981-01,8535.4,
1981-02,8641.2,
1981-03,8653.2,
1981-04,8745.4,
1981-05,8882.7,
1981-06,8982.3,
1981-07,9092.8,
1981-08,9136.7,
1981-09,9191.7,
1981-10,9219.6,
1981-11,9428.3,
1981-12,9318.7,
1982-01,9302.5,
1982-02,9230.1,
1982-03,9592.9,
1982-04,9740.5,
1982-05,9660.4,
1982-06,9697.1,
1982-07,9838.4,
1982-08,9984.0,
1982-09,10186.0,
1982-10,10422.4,
1982-11,10610.3,
1982-12,10169.0,
1983-01,10243.7,
1983-02,10452.1,
1983-03,10522.9,
1983-04,10621.1,
1983-05,10691.2,
1983-06,10802.4,
1983-07,10778.8,
1983-08,10740.4,
1983-09,10770.8,
1983-10,10765.9,
1983-11,10868.1,
1983-12,10897.0,
1984-01,10857.4,
1984-02,11232.2,
1984-03,11231.7,
1984-04,11400.1,
1984-05,9364.7,
1984-06,9370.6,
1984-07,9241.1,
1984-08,9093.7,
1984-09,9132.8,
1984-10,9097.4,
1984-11,9042.5,
1984-12,9051.6,
1985-01,9062.5,
1985-02,9046.0,
1985-03,9084.8,
1985-04,9037.5,
1985-05,9024.1,
1985-06,8984.8,
1985-07,8993.6,
1985-08,8991.7,
1985-09,8949.1,
1985-10,8829.6,
1985-11,8796.1,
1985-12,8802.7,
1986-01,8758.5,
1986-02,8610.9,
1986-03,8499.1,
1986-04,8485.3,
1986-05,8487.3,
1986-06,8536.3,
1986-07,8495.9,
1986-08,8501.6,
1986-09,8335.2,
1986-10,8423.9,
1986-11,8331.3,
1986-12,8109.9,
1987-01,7943.9,
1987-02,7771.2,
1987-03,7696.1,
1987-04,7692.7,
1987-05,7662.6,
1987-06,7611.4,
1987-07,7409.2,
1987-08,7340.5,
1987-09,7272.4,
1987-10,7052.0,
1987-11,7016.3,
1987-12,6994.3,
1988-01,6711.1,
1988-02,6568.2,
1988-03,6483.8,
1988-04,6443.5,
1988-05,6313.8,
1988-06,6154.4,
1988-07,6064.8,
1988-08,5831.9,
1988-09,5919.3,
1988-10,5868.3,
1988-11,5771.7,
1988-12,5560.6,
1989-01,5560.6,
1989-02,5484.9,
1989-03,5502.3,
1989-04,5370.9,
1989-05,5534.5,
1989-06,5231.5,
1989-07,5169.2,
1989-08,5052.6,
1989-09,4940.1,
1989-10,4798.3,
1989-11,4735.9,
1989-12,4399.8,
1990-01,4382.2,
1990-02,4211.4,
1990-03,4119.0,
1990-04,4075.2,
1990-05,3898.3,
1990-06,3842.5,
1990-07,3810.0,
1990-08,3763.7,
1990-09,3625.1,
1990-10,3470.7,
1990-11,3469.6,
1990-12,3477.3,
1991-01,3642.9,
1991-02,3577.3,
1991-03,3496.0,
1991-04,3540.7,
1991-05,3548.4,
1991-06,3582.3,
1991-07,3552.7,
1991-08,3477.6,
1991-09,3258.3,
1991-10,3127.2,
1991-11,3156.6,
1991-12,3121.9,
1992-01,2930.2,
1992-02,2888.6,
1992-03,2771.9,
1992-04,2697.2,
1992-05,2691.1,
1992-06,2697.2,
1992-07,2554.5,
1992-08,2507.0,
1992-09,2244.6,
1992-10,2174.1,
1992-11,2169.7,
1992-12,2005.2,
1993-01,2083.8,
1993-02,2090.9,
1993-03,1989.2,
1993-04,1989.7,
1993-05,1984.6,
1993-06,1971.3,
1993-07,1929.8,
1993-08,1902.2,
1993-09,1866.4,
1993-10,1843.9,
1993-11,1841.6,
1993-12,1695.1,
1994-01,1708.9,
1994-02,1654.2,
1994-03,1431.3,
1994-04,1309.1,
1994-05,1311.7,
1994-06,1226.5,
1994-07,1123.0,
1994-08,927.2,
1994-09,704.3,
1994-10,489.5,
1994-11,445.9,
1994-12,406.7,
1995-01,843.3,
1995-02,835.7,
1995-03,390.9,
1995-04,389.8,
1995-05,360.2,
1995-06,280.9,
1995-07,273.2,
1995-08,286.0,
1995-09,293.2,
1995-10,422.4,
1995-11,414.7,
1995-12,4110.6,
1996-01,4338.1,
1996-02,4338.1,
1996-03,4184.7,
1996-04,3877.9,
1996-05,3877.9,
1996-06,3689.9,
1996-07,3689.9,
1996-08,3689.9,
1996-09,3689.9,
1996-10,3684.8,
1996-11,3838.2,
1996-12,3930.0,
1997-01,2933.0,
1997-02,3083.9,
1997-03,3083.9,
1997-04,3083.9,
1997-05,3083.9,
1997-06,1224.0,
1997-07,1224.0,
1997-08,1224.0,
1997-09,1224.0,
1997-10,958.1,
1997-11,674.3,
1997-12,404.3,
1998-01,135.9,
1998-02,135.9,
1998-03,135.9,
1998-04,1417.9,
1998-05,1871.9,
1998-06,1458.9,
1998-07,1430.7,
1998-08,1681.3,
1998-09,1589.2,
1998-10,1351.5,
1998-11,1351.5,
1998-12,1290.3,
1999-01,1189.4,
1999-02,1189.4,
1999-03,1177.1,
1999-04,1053.3,
1999-05,1053.3,
1999-06,1099.1,
1999-07,4568.0,comment
1999-08,4779.3,
1999-09,4779.3,
1999-10,4995.1,
1999-11,4946.6,
1999-12,2527.2,
2000-01,2527.2,
2000-02,2529.6,
2000-03,2290.4,
2000-04,2291.3,
2000-05,2293.7,
2000-06,2227.4,
2000-07,2253.2,
2000-08,2253.2,
2000-09,2104.1,
2000-10,2104.1,
2000-11,2112.6,
2000-12,2058.9,
2001-01,1989.8,
2001-02,2013.9,
2001-03,1867.1,
2001-04,1702.3,
2001-05,1711.6,
2001-06,1684.2,
2001-07,1377.1,
2001-08,1377.1,
2001-09,1500.9,
2001-10,1500.9,
2001-11,1466.6,
2001-12,1440.9,
2002-01,1440.9,
2002-02,1440.9,
2002-03,1325.0,
2002-04,1325.0,
2002-05,1325.0,
2002-06,1333.7,
2002-07,1333.7,
2002-08,1333.7,
2002-09,1201.6,
2002-10,1201.6,
2002-11,1201.6,
2002-12,1126.1,
2003-01,1126.1,
2003-02,1126.1,
2003-03,1142.1,
2003-04,1142.1,
2003-05,1142.1,
2003-06,2061.4,
2003-07,2061.4,
2003-08,2061.4,
2003-09,7035.9,
2003-10,7035.9,
2003-11,7035.9,
2003-12,7285.5,
2004-01,7508.5,
2004-02,7508.5,
2004-03,8638.9,
2004-04,8638.9,
2004-05,8638.9,
2004-06,9326.8,
2004-07,9326.8,
2004-08,9326.8,
2004-09,10690.4,
2004-10,10690.4,
2004-11,10690.4,
2004-12,11043.8,
2005-01,11043.8,
2005-02,11043.8,
2005-03,11130.6,
2005-04,11130.6,
2005-05,11130.6,
2005-06,10929.7,
2005-07,10929.7,
2005-08,10929.7,
2005-09,10975.9,
2005-10,10975.9,
2005-11,10975.9,
2005-12,11077.4,
2006-01,11077.4,
2006-02,11077.4,
2006-03,11266.8,
2006-04,11266.8,
2006-05,11266.8,
2006-06,11440.3,
2006-07,11440.3,
2006-08,11440.3,
2006-09,11486.4,
2006-10,11486.4,
2006-11,11486.4,
2006-12,11403.5,
2007-01,11403.5,
2007-02,11403.5,
2007-03,11467.1,
2007-04,11467.1,
2007-05,11467.1,
2007-06,11463.2,
2007-07,11463.2,
2007-08,11463.2,
2007-09,11544.9,
2007-10,11544.9,
2007-11,11544.9,
2007-12,11295.0,
2008-01,11295.0,
2008-02,11295.0,
2008-03,11253.6,
2008-04,11253.6,
2008-05,11253.6,
2008-06,11242.5,
2008-07,11242.5,
2008-08,11242.5,
2008-09,11041.3,
2008-10,11041.3,
2008-11,11041.3,
2008-12,11081.6,
2009-01,11081.6,
2009-02,11081.6,
2009-03,11012.0,
2009-04,11012.0,
2009-05,11012.0,
2009-06,11087.0,
2009-07,11087.0,
2009-08,11087.0,
2009-09,11125.0,comment
2009-10,11125.0,
2009-11,11125.0,
2009-12,11107.2,
2010-01,11107.2,
2010-02,11107.2,
2010-03,10677.2,
2010-04,10677.2,
2010-05,10677.2,
2010-06,10667.2,
2010-07,10667.2,
2010-08,10667.2,
2010-09,10792.2,
2010-10,10792.2,
2010-11,10792.2,
2010-12,10702.7,
2011-01,10702.7,
2011-02,10702.7,
2011-03,10312.7,
2011-04,10312.7,
2011-05,10312.7,
2011-06,10318.2,
2011-07,10318.2,
2011-08,10318.2,
2011-09,10004.0,
2011-10,10004.0,
2011-11,10004.0,
2011-12,9409.2,
2012-01,9409.2,
2012-02,9409.2,
2012-03,9149.2,
2012-04,9149.2,
2012-05,9149.2,
2012-06,9051.2,
2012-07,9051.2,
2012-08,9051.2,
2012-09,8938.2,
2012-10,8938.2,
2012-11,8938.2,
2012-12,8743.0,
2013-01,8743.0,
2013-02,8743.0,
2013-03,8770.0,
2013-04,8770.0,
2013-05,8770.0,
2013-06,8527.0,
2013-07,8527.0,
2013-08,8527.0,
2013-09,8661.0,
2013-10,8661.0,
2013-11,8661.0,
2013-12,8611.0,
2014-01,8611.0,
2014-02,8611.0,
2014-03,8610.0,
2014-04,8610.0,
2014-05,8610.0,
2014-06,8575.5,
2014-07,8575.5,
2014-08,8575.5,
2014-09,8500.5,
2014-10,8500.5,
2014-11,8500.5,
"","General: From 1973, excluding loans from supplementary pension funds for public sector employees. Central government assumed joint responsibility for the debts of the Equalisation of Burdens Fund. As of 1980, these debts are recorded under the item central government as part of central government debt. On 1 July 1999, central government assumed joint responsibility for the debts of the Redemption Fund for Inherited Liabilities, the Federal Railways Fund and the Equalisation Fund for Safeguarding the Use of Coal. From September 2009, including the debt of the Investment and Repayment Fund plus the Financial Market Stabilisation Fund (SoFFin).",
"","Comment on 1999-07: On 1 July 1999, central government assumed joint responsibility for the debts of the Re-demption Fund for Inherited Liabilities, the Federal Railways Fund and the Equalisation Fund for Safeguarding the Use of Coal.",
"","Comment on 2009-09: From September 2009, including the debt of the Investment and Repayment Fund plus the Financial Market Stabilisation Fund (SoFFin).",
