"",BBK01.WZ3466,BBK01.WZ3466_FLAGS
"","Yields, derived from the term structure of interest rates, on Pfandbriefe with annual coupon payments / residual maturity of 2 years / moving averages",
unit,Prozent (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-02 10:11:10,
2001-12,4.74,
2002-01,4.72,
2002-02,4.70,
2002-03,4.69,
2002-04,4.66,
2002-05,4.62,
2002-06,4.56,
2002-07,4.49,
2002-08,4.41,
2002-09,4.33,
2002-10,4.25,
2002-11,4.18,
2002-12,4.11,
2003-01,4.02,
2003-02,3.95,
2003-03,3.87,
2003-04,3.79,
2003-05,3.69,
2003-06,3.61,
2003-07,3.55,
2003-08,3.50,
2003-09,3.46,
2003-10,3.44,
2003-11,3.40,
2003-12,3.35,
2004-01,3.29,
2004-02,3.21,
2004-03,3.13,
2004-04,3.06,
2004-05,2.99,
2004-06,2.94,
2004-07,2.90,
2004-08,2.87,
2004-09,2.84,
2004-10,2.81,
2004-11,2.78,
2004-12,2.77,
2005-01,2.76,
2005-02,2.76,
2005-03,2.75,
2005-04,2.74,
2005-05,2.75,
2005-06,2.73,
2005-07,2.71,
2005-08,2.70,
2005-09,2.69,
2005-10,2.68,
2005-11,2.68,
2005-12,2.69,
2006-01,2.70,
2006-02,2.73,
2006-03,2.78,
2006-04,2.81,
2006-05,2.84,
2006-06,2.88,
2006-07,2.91,
2006-08,2.96,
2006-09,3.00,
2006-10,3.05,
2006-11,3.11,
2006-12,3.16,
2007-01,3.23,
2007-02,3.29,
2007-03,3.35,
2007-04,3.43,
2007-05,3.52,
2007-06,3.62,
2007-07,3.71,
2007-08,3.80,
2007-09,3.89,
2007-10,3.96,
2007-11,4.02,
2007-12,4.08,
2008-01,4.12,
2008-02,4.15,
2008-03,4.18,
2008-04,4.22,
2008-05,4.28,
2008-06,4.34,
2008-07,4.39,
2008-08,4.44,
2008-09,4.49,
2008-10,4.49,
2008-11,4.47,
2008-12,4.44,
2009-01,4.38,
2009-02,4.32,
2009-03,4.25,
2009-04,4.17,
2009-05,4.08,
2009-06,3.98,
2009-07,3.88,
2009-08,3.77,
2009-09,3.66,
2009-10,3.56,
2009-11,3.46,
2009-12,3.35,
2010-01,3.26,
2010-02,3.16,
2010-03,3.05,
2010-04,2.92,
2010-05,2.78,
2010-06,2.62,
2010-07,2.47,
2010-08,2.33,
2010-09,2.19,
2010-10,2.09,
2010-11,2.02,
2010-12,1.97,
2011-01,1.94,
2011-02,1.92,
2011-03,1.92,
2011-04,1.92,
2011-05,1.92,
2011-06,1.92,
2011-07,1.92,
2011-08,1.91,
2011-09,1.90,
2011-10,1.89,
2011-11,1.89,
2011-12,1.88,
2012-01,1.86,
2012-02,1.85,
2012-03,1.83,
2012-04,1.82,
2012-05,1.80,
2012-06,1.78,
2012-07,1.75,
2012-08,1.71,
2012-09,1.67,
2012-10,1.63,
2012-11,1.58,
2012-12,1.52,
2013-01,1.46,
2013-02,1.39,
2013-03,1.31,
2013-04,1.23,
2013-05,1.15,
2013-06,1.08,
2013-07,1.02,
2013-08,0.98,
2013-09,0.93,
2013-10,0.88,
2013-11,0.82,
2013-12,0.78,
2014-01,0.74,
2014-02,0.71,
2014-03,0.67,
2014-04,0.65,
2014-05,0.62,
2014-06,0.59,
2014-07,0.58,
2014-08,0.57,
2014-09,0.55,
2014-10,0.54,
2014-11,0.53,
2014-12,0.51,
2015-01,0.49,
"","General: Moving averages from end-of-month levels; calculated from end-of-month levels of 12 months in the case of a residual maturity of one year; end-of-month levels of 24 months in the case of a residual maturity of two years, ... , end-of-months levels of 120 months in the case of a residual maturity of ten years; this includes the end-of-month-level of the reporting month and the end-of-month-levels of the preceding months.",
