"",BBK01.OUC349,BBK01.OUC349_FLAGS
"",Loans to the Federal Government and its special funds for up to and including one year / Big banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:55:31,
1999-01,1.386,
1999-02,1.915,
1999-03,3.420,
1999-04,1.656,
1999-05,1.831,
1999-06,5.279,
1999-07,3.616,
1999-08,1.340,
1999-09,3.070,
1999-10,3.812,
1999-11,3.121,
1999-12,0.124,
2000-01,0.031,
2000-02,2.026,
2000-03,1.599,
2000-04,0.372,
2000-05,3.245,
2000-06,2.069,
2000-07,2.567,
2000-08,0.017,
2000-09,0.160,
2000-10,0.767,
2000-11,0.079,
2000-12,0.063,
2001-01,1.510,
2001-02,3.815,
2001-03,0.514,
2001-04,0.019,
2001-05,1.522,
2001-06,1.020,
2001-07,0.006,
2001-08,0.013,
2001-09,0.008,
2001-10,0.763,
2001-11,0.013,
2001-12,0.048,
2002-01,0.530,
2002-02,0.641,
2002-03,2.510,
2002-04,0.099,
2002-05,0.002,
2002-06,0.025,
2002-07,3.047,
2002-08,0.021,
2002-09,0.064,
2002-10,0.026,
2002-11,0.270,
2002-12,0.163,
2003-01,0.039,
2003-02,0.338,
2003-03,0.051,
2003-04,1.109,
2003-05,0.108,
2003-06,0.137,
2003-07,1.055,
2003-08,2.034,
2003-09,0.082,
2003-10,0.038,
2003-11,0.041,
2003-12,0.091,
2004-01,0.024,
2004-02,0.013,
2004-03,1.019,
2004-04,0.069,
2004-05,0.208,
2004-06,0.228,
2004-07,1.113,
2004-08,0.118,
2004-09,0.237,
2004-10,0.148,
2004-11,0.132,
2004-12,0.185,
2005-01,0.139,
2005-02,0.136,
2005-03,0.127,
2005-04,0.190,
2005-05,0.224,
2005-06,0.161,
2005-07,0.368,
2005-08,0.320,
2005-09,0.154,
2005-10,0.199,
2005-11,0.350,
2005-12,0.605,
2006-01,0.158,
2006-02,0.163,
2006-03,0.169,
2006-04,0.199,
2006-05,0.186,
2006-06,0.128,
2006-07,0.133,
2006-08,0.151,
2006-09,0.183,
2006-10,0.152,
2006-11,0.141,
2006-12,0.205,
2007-01,0.123,
2007-02,0.233,
2007-03,0.125,
2007-04,0.177,
2007-05,0.225,
2007-06,0.073,
2007-07,0.122,
2007-08,0.080,
2007-09,0.154,
2007-10,0.079,
2007-11,0.052,
2007-12,0.247,
2008-01,0.481,
2008-02,0.516,
2008-03,0.065,
2008-04,0.039,
2008-05,0.295,
2008-06,0.027,
2008-07,0.061,
2008-08,0.063,
2008-09,0.032,
2008-10,0.064,
2008-11,0.085,
2008-12,0.150,
2009-01,1.635,
2009-02,3.052,
2009-03,2.929,
2009-04,5.394,
2009-05,2.407,
2009-06,2.357,
2009-07,8.789,
2009-08,3.800,
2009-09,1.784,
2009-10,10.290,
2009-11,2.336,
2009-12,0.174,
2010-01,0.148,
2010-02,0.172,
2010-03,1.028,
2010-04,1.033,
2010-05,1.178,
2010-06,1.091,
2010-07,1.102,
2010-08,1.172,
2010-09,1.148,
2010-10,1.161,
2010-11,6.302,
2010-12,7.974,
2011-01,10.489,
2011-02,8.389,
2011-03,7.656,
2011-04,6.937,
2011-05,6.209,
2011-06,5.338,
2011-07,5.597,
2011-08,6.863,
2011-09,7.114,
2011-10,6.804,
2011-11,6.609,
2011-12,10.781,
2012-01,10.944,
2012-02,9.676,
2012-03,8.055,
2012-04,8.480,
2012-05,8.211,
2012-06,6.812,
2012-07,6.353,
2012-08,5.742,
2012-09,5.204,
2012-10,4.165,
2012-11,4.277,
2012-12,3.965,
2013-01,4.580,
2013-02,4.182,
2013-03,3.502,
2013-04,10.133,
2013-05,3.501,
2013-06,3.362,
2013-07,4.385,
2013-08,3.336,
2013-09,3.446,
2013-10,4.739,
2013-11,4.816,
2013-12,6.317,
2014-01,8.439,
2014-02,8.639,
2014-03,6.175,
2014-04,5.247,
2014-05,6.409,
2014-06,6.233,
2014-07,7.196,
2014-08,5.844,
2014-09,5.755,
2014-10,6.234,
2014-11,4.371,
2014-12,4.267,Provisional value
