"",BBK01.OUG357,BBK01.OUG357_FLAGS
"",Loans to local government and local government associations for up to and including one year / Landesbanken,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:57:30,
1999-01,1.483,
1999-02,1.862,
1999-03,1.576,
1999-04,1.963,
1999-05,1.712,
1999-06,1.791,
1999-07,1.734,
1999-08,1.725,
1999-09,1.724,
1999-10,1.947,
1999-11,1.968,
1999-12,1.727,
2000-01,1.973,
2000-02,1.646,
2000-03,1.853,
2000-04,1.862,
2000-05,1.709,
2000-06,1.610,
2000-07,1.805,
2000-08,1.634,
2000-09,1.754,
2000-10,2.203,
2000-11,1.876,
2000-12,2.173,
2001-01,2.177,
2001-02,2.236,
2001-03,2.423,
2001-04,2.138,
2001-05,2.060,
2001-06,2.236,
2001-07,2.223,
2001-08,2.522,
2001-09,2.533,
2001-10,2.434,
2001-11,2.408,
2001-12,2.471,
2002-01,2.353,
2002-02,2.416,
2002-03,2.586,
2002-04,3.045,
2002-05,2.510,
2002-06,2.598,
2002-07,2.850,
2002-08,2.798,
2002-09,2.659,
2002-10,3.035,
2002-11,3.210,
2002-12,3.074,
2003-01,2.858,
2003-02,3.124,
2003-03,3.222,
2003-04,3.309,
2003-05,3.117,
2003-06,3.637,
2003-07,3.469,
2003-08,3.400,
2003-09,3.602,
2003-10,3.831,
2003-11,3.754,
2003-12,3.869,
2004-01,4.054,
2004-02,3.911,
2004-03,4.540,
2004-04,5.331,
2004-05,4.626,
2004-06,5.358,
2004-07,5.390,
2004-08,5.662,
2004-09,6.061,
2004-10,6.196,
2004-11,5.889,
2004-12,4.293,
2005-01,4.709,
2005-02,4.672,
2005-03,4.724,
2005-04,4.956,
2005-05,4.586,
2005-06,4.722,
2005-07,5.084,
2005-08,5.313,
2005-09,5.055,
2005-10,5.780,
2005-11,4.977,
2005-12,5.000,
2006-01,5.278,
2006-02,5.854,
2006-03,5.841,
2006-04,5.594,
2006-05,5.896,
2006-06,5.581,
2006-07,5.695,
2006-08,4.918,
2006-09,4.992,
2006-10,4.889,
2006-11,5.157,
2006-12,4.577,
2007-01,4.809,
2007-02,5.371,
2007-03,5.437,
2007-04,5.226,
2007-05,4.652,
2007-06,4.679,
2007-07,4.590,
2007-08,3.772,
2007-09,3.233,
2007-10,3.322,
2007-11,2.837,
2007-12,2.542,
2008-01,2.636,
2008-02,2.477,
2008-03,2.654,
2008-04,2.466,
2008-05,2.232,
2008-06,2.606,
2008-07,2.554,
2008-08,2.879,
2008-09,2.737,
2008-10,2.802,
2008-11,2.488,
2008-12,2.412,
2009-01,3.189,
2009-02,3.190,
2009-03,3.372,
2009-04,3.569,
2009-05,3.922,
2009-06,4.418,
2009-07,4.359,
2009-08,4.417,
2009-09,3.458,
2009-10,3.601,
2009-11,3.284,
2009-12,3.879,
2010-01,3.485,
2010-02,3.841,
2010-03,3.815,
2010-04,4.214,
2010-05,3.705,
2010-06,4.146,
2010-07,4.423,
2010-08,4.827,
2010-09,5.040,
2010-10,6.690,
2010-11,5.577,
2010-12,4.697,
2011-01,5.036,
2011-02,6.405,
2011-03,6.141,
2011-04,7.287,
2011-05,6.542,
2011-06,6.875,
2011-07,7.269,
2011-08,6.482,
2011-09,6.760,
2011-10,6.846,
2011-11,6.451,
2011-12,5.628,
2012-01,6.081,
2012-02,6.231,
2012-03,7.168,
2012-04,7.869,
2012-05,7.404,
2012-06,8.773,
2012-07,8.596,
2012-08,8.829,
2012-09,9.280,
2012-10,8.934,
2012-11,8.718,
2012-12,8.372,
2013-01,8.620,
2013-02,8.243,
2013-03,8.397,
2013-04,7.969,
2013-05,7.261,
2013-06,7.922,
2013-07,6.875,
2013-08,6.427,
2013-09,6.789,
2013-10,7.323,
2013-11,6.735,
2013-12,5.836,
2014-01,6.530,
2014-02,6.021,
2014-03,5.587,
2014-04,5.844,
2014-05,5.354,
2014-06,5.218,
2014-07,5.325,
2014-08,5.289,
2014-09,5.450,
2014-10,4.954,
2014-11,4.880,
2014-12,4.629,Provisional value
