"",BBK01.SUD120,BBK01.SUD120_FLAGS
"",Effective interest rates of German banks / New business / Loans for other purposes to households with a floating rate or an initial rate fixation up to 1 year,
unit,% p.a. (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-03 10:27:09,
2003-01,4.91,
2003-02,4.45,
2003-03,4.66,
2003-04,4.65,
2003-05,4.22,
2003-06,3.80,
2003-07,3.76,
2003-08,3.84,
2003-09,3.69,
2003-10,3.73,
2003-11,3.93,
2003-12,3.57,
2004-01,3.85,
2004-02,3.85,
2004-03,3.69,
2004-04,3.50,
2004-05,3.94,
2004-06,3.48,
2004-07,3.64,
2004-08,3.52,
2004-09,3.42,
2004-10,3.74,
2004-11,3.46,
2004-12,3.44,
2005-01,3.68,
2005-02,3.66,
2005-03,3.71,
2005-04,3.70,
2005-05,3.61,
2005-06,3.65,
2005-07,3.65,
2005-08,3.63,
2005-09,3.58,
2005-10,3.65,
2005-11,3.70,
2005-12,3.97,
2006-01,3.93,
2006-02,4.05,
2006-03,4.11,
2006-04,4.07,
2006-05,4.14,
2006-06,4.21,
2006-07,4.27,
2006-08,4.40,
2006-09,4.41,
2006-10,4.63,
2006-11,4.63,
2006-12,4.68,
2007-01,4.80,
2007-02,4.90,
2007-03,4.94,
2007-04,4.97,
2007-05,5.01,
2007-06,5.18,
2007-07,5.22,
2007-08,5.04,
2007-09,5.11,
2007-10,5.22,
2007-11,5.15,
2007-12,5.32,
2008-01,5.22,
2008-02,5.08,
2008-03,5.26,
2008-04,5.39,
2008-05,5.41,
2008-06,5.56,
2008-07,5.64,
2008-08,5.62,
2008-09,5.72,
2008-10,5.88,
2008-11,5.19,
2008-12,4.39,
2009-01,3.73,
2009-02,3.15,
2009-03,3.01,
2009-04,2.68,
2009-05,2.67,
2009-06,2.65,
2009-07,2.49,
2009-08,2.38,
2009-09,2.17,
2009-10,2.24,
2009-11,2.08,
2009-12,2.40,
2010-01,2.30,
2010-02,2.23,
2010-03,2.22,
2010-04,2.26,
2010-05,2.17,
2010-06,2.21,
2010-07,2.37,
2010-08,2.39,
2010-09,2.40,
2010-10,2.53,
2010-11,2.57,
2010-12,2.58,
2011-01,2.58,
2011-02,2.53,
2011-03,2.63,
2011-04,2.81,
2011-05,2.93,
2011-06,3.04,
2011-07,3.13,
2011-08,3.14,
2011-09,3.05,
2011-10,3.06,
2011-11,3.04,
2011-12,2.78,
2012-01,2.62,
2012-02,2.48,
2012-03,2.41,
2012-04,2.31,
2012-05,2.24,
2012-06,2.25,
2012-07,1.97,
2012-08,1.99,
2012-09,1.94,
2012-10,1.82,
2012-11,1.75,
2012-12,1.84,
2013-01,1.97,
2013-02,1.84,
2013-03,1.90,
2013-04,1.99,
2013-05,1.80,
2013-06,1.84,
2013-07,1.92,
2013-08,1.93,
2013-09,1.93,
2013-10,1.85,
2013-11,1.89,
2013-12,1.87,
2014-01,1.98,
2014-02,1.89,
2014-03,2.06,
2014-04,2.02,
2014-05,1.96,
2014-06,2.04,
2014-07,1.88,
2014-08,2.14,
2014-09,1.93,
2014-10,1.80,
2014-11,1.98,
2014-12,1.68,Provisional value
"","General: Volume-weighted average rates of all new agreements concluded during the reporting month. The effective interest rates are calculated either as annualised agreed interest rates or as narrowly defined effective rates. Both calculation methods cover all interest payments on deposits and loans but not any other related charges which may occur for enquiries, administration, preparation of the documents, guarantees and credit insurance. For the purpose of these statistics, other loans are loans granted for other purposes such as business, debt consolidation, education etc. Excluding overdrafts. p = Provisional",
