"",BBK01.SUD126,BBK01.SUD126_FLAGS
"",Effective interest rates of German banks / New business / Loans to non-financial corporations up to EUR 1 million with an initial rate fixation of over 5 years,
unit,% p.a. (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-03 10:27:39,
2003-01,5.36,
2003-02,5.32,
2003-03,5.28,
2003-04,5.26,
2003-05,5.16,
2003-06,5.11,
2003-07,4.90,
2003-08,4.93,
2003-09,5.02,
2003-10,5.08,
2003-11,4.95,
2003-12,5.14,
2004-01,5.20,
2004-02,5.04,
2004-03,5.20,
2004-04,5.04,
2004-05,4.93,
2004-06,5.19,
2004-07,5.05,
2004-08,5.00,
2004-09,4.97,
2004-10,4.92,
2004-11,4.62,
2004-12,4.64,
2005-01,4.59,
2005-02,4.58,
2005-03,4.71,
2005-04,4.68,
2005-05,4.38,
2005-06,4.43,
2005-07,4.41,
2005-08,4.42,
2005-09,4.32,
2005-10,4.39,
2005-11,4.31,
2005-12,4.46,
2006-01,4.48,
2006-02,4.43,
2006-03,4.46,
2006-04,4.43,
2006-05,4.53,
2006-06,4.80,
2006-07,4.88,
2006-08,4.96,
2006-09,4.91,
2006-10,4.89,
2006-11,4.96,
2006-12,4.96,
2007-01,4.87,
2007-02,5.03,
2007-03,5.09,
2007-04,5.12,
2007-05,5.11,
2007-06,5.27,
2007-07,5.38,
2007-08,5.41,
2007-09,5.42,
2007-10,5.39,
2007-11,5.35,
2007-12,5.38,
2008-01,5.33,
2008-02,5.12,
2008-03,5.11,
2008-04,5.10,
2008-05,5.15,
2008-06,5.38,
2008-07,5.50,
2008-08,5.65,
2008-09,5.54,
2008-10,5.36,
2008-11,5.14,
2008-12,5.08,
2009-01,5.07,
2009-02,4.84,
2009-03,4.69,
2009-04,4.48,
2009-05,4.41,
2009-06,4.61,
2009-07,4.54,
2009-08,4.43,
2009-09,4.35,
2009-10,4.37,
2009-11,4.22,
2009-12,3.98,
2010-01,4.20,
2010-02,4.17,
2010-03,4.16,
2010-04,4.08,
2010-05,3.94,
2010-06,3.82,
2010-07,3.79,
2010-08,3.72,
2010-09,3.67,
2010-10,3.73,
2010-11,3.66,
2010-12,3.81,
2011-01,3.96,
2011-02,4.08,
2011-03,4.28,
2011-04,4.37,
2011-05,4.36,
2011-06,4.33,
2011-07,4.33,
2011-08,4.10,
2011-09,3.87,
2011-10,3.82,
2011-11,3.68,
2011-12,3.58,
2012-01,3.62,
2012-02,3.45,
2012-03,3.41,
2012-04,3.50,
2012-05,3.30,
2012-06,3.16,
2012-07,3.15,
2012-08,3.01,
2012-09,2.99,
2012-10,2.85,
2012-11,2.78,
2012-12,2.75,
2013-01,2.83,
2013-02,2.87,
2013-03,2.88,
2013-04,2.85,
2013-05,2.67,
2013-06,2.67,
2013-07,2.80,
2013-08,2.80,
2013-09,2.82,
2013-10,2.95,
2013-11,2.85,
2013-12,2.74,
2014-01,2.93,
2014-02,2.87,
2014-03,2.80,
2014-04,2.73,
2014-05,2.63,
2014-06,2.59,
2014-07,2.55,
2014-08,2.47,
2014-09,2.35,
2014-10,2.29,
2014-11,2.16,
2014-12,2.12,Provisional value
"","General: Volume-weighted average rates of all new agreements concluded during the reporting month. The effective interest rates are calculated either as annualised agreed interest rates or as narrowly defined effective rates. Both calculation methods cover all interest payments on deposits and loans but not any other related charges which may occur for enquiries, administration, preparation of the documents, guarantees and credit insurance. The amount refers to the single loan transaction considered as new business. p = Provisional",
