"",BBK01.TUD445,BBK01.TUD445_FLAGS
"",Liabilities arising from repos with non-banks in the euro area / German contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:20:31,
1979-12,0,
1980-01,0,
1980-02,0,
1980-03,0,
1980-04,0,
1980-05,0,
1980-06,0,
1980-07,0,
1980-08,0,
1980-09,0,
1980-10,0,
1980-11,0,
1980-12,0,
1981-01,0,
1981-02,0,
1981-03,0,
1981-04,0,
1981-05,0,
1981-06,0,
1981-07,0,
1981-08,0,
1981-09,0,
1981-10,0,
1981-11,0,
1981-12,0,
1982-01,0,
1982-02,0,
1982-03,0,
1982-04,0,
1982-05,0,
1982-06,0,
1982-07,0,
1982-08,0,
1982-09,0,
1982-10,0,
1982-11,0,
1982-12,0,
1983-01,0,
1983-02,0,
1983-03,0,
1983-04,0,
1983-05,0,
1983-06,0,
1983-07,0,
1983-08,0,
1983-09,0,
1983-10,0,
1983-11,0,
1983-12,0,
1984-01,0,
1984-02,0,
1984-03,0,
1984-04,0,
1984-05,0,
1984-06,0,
1984-07,0,
1984-08,0,
1984-09,0,
1984-10,0,
1984-11,0,
1984-12,0,
1985-01,0,
1985-02,0,
1985-03,0,
1985-04,0,
1985-05,0,
1985-06,0,
1985-07,0,
1985-08,0,
1985-09,0,
1985-10,0,
1985-11,0,
1985-12,0,
1986-01,0,
1986-02,0,
1986-03,0,
1986-04,0,
1986-05,0,
1986-06,0,
1986-07,0,
1986-08,0,
1986-09,0,
1986-10,0,
1986-11,0,
1986-12,0,
1987-01,0,
1987-02,0,
1987-03,0,
1987-04,0,
1987-05,0,
1987-06,0,
1987-07,0,
1987-08,0,
1987-09,0,
1987-10,0,
1987-11,0,
1987-12,0,
1988-01,0,
1988-02,0,
1988-03,0,
1988-04,0,
1988-05,0,
1988-06,0,
1988-07,0,
1988-08,0,
1988-09,0,
1988-10,0,
1988-11,0,
1988-12,0,
1989-01,0,
1989-02,0,
1989-03,0,
1989-04,0,
1989-05,0,
1989-06,0,
1989-07,0,
1989-08,0,
1989-09,0,
1989-10,0,
1989-11,0,
1989-12,0,
1990-01,0,
