"",BBK01.WZ3421,BBK01.WZ3421_FLAGS
"","Yields, derived from the term structure of interest rates, on listed Federal securities with annual coupon payments / residual maturity of 22.0 years / end of month",
unit,PROZENT (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-02 10:10:39,
2000-01,5.96,
2000-02,5.82,
2000-03,5.57,
2000-04,5.63,
2000-05,5.46,
2000-06,5.48,
2000-07,5.43,
2000-08,5.45,
2000-09,5.54,
2000-10,5.54,
2000-11,5.42,
2000-12,5.33,
2001-01,5.31,
2001-02,5.26,
2001-03,5.28,
2001-04,5.51,
2001-05,5.69,
2001-06,5.60,
2001-07,5.45,
2001-08,5.39,
2001-09,5.48,
2001-10,5.10,
2001-11,5.11,
2001-12,5.35,
2002-01,5.28,
2002-02,5.32,
2002-03,5.57,
2002-04,5.50,
2002-05,5.49,
2002-06,5.30,
2002-07,5.25,
2002-08,5.01,
2002-09,4.90,
2002-10,5.13,
2002-11,5.07,
2002-12,4.84,
2003-01,4.67,
2003-02,4.70,
2003-03,4.80,
2003-04,4.85,
2003-05,4.48,
2003-06,4.67,
2003-07,4.83,
2003-08,4.81,
2003-09,4.78,
2003-10,4.96,
2003-11,4.99,
2003-12,4.88,
2004-01,4.91,
2004-02,4.76,
2004-03,4.70,
2004-04,4.88,
2004-05,4.93,
2004-06,4.90,
2004-07,4.82,
2004-08,4.68,
2004-09,4.59,
2004-10,4.49,
2004-11,4.36,
2004-12,4.27,
2005-01,4.02,
2005-02,4.13,
2005-03,4.14,
2005-04,3.94,
2005-05,3.80,
2005-06,3.66,
2005-07,3.66,
2005-08,3.60,
2005-09,3.63,
2005-10,3.80,
2005-11,3.80,
2005-12,3.61,
2006-01,3.76,
2006-02,3.75,
2006-03,4.00,
2006-04,4.23,
2006-05,4.23,
2006-06,4.33,
2006-07,4.20,
2006-08,4.05,
2006-09,3.86,
2006-10,3.91,
2006-11,3.88,
2006-12,4.07,
2007-01,4.23,
2007-02,4.11,
2007-03,4.24,
2007-04,4.39,
2007-05,4.54,
2007-06,4.71,
2007-07,4.52,
2007-08,4.55,
2007-09,4.62,
2007-10,4.49,
2007-11,4.52,
2007-12,4.68,
2008-01,4.49,
2008-02,4.50,
2008-03,4.56,
2008-04,4.67,
2008-05,4.84,
2008-06,4.92,
2008-07,4.79,
2008-08,4.59,
2008-09,4.61,
2008-10,4.42,
2008-11,3.90,
2008-12,3.73,
2009-01,4.06,
2009-02,4.01,
2009-03,4.04,
2009-04,4.13,
2009-05,4.45,
2009-06,4.30,
2009-07,4.15,
2009-08,4.02,
2009-09,4.00,
2009-10,4.11,
2009-11,3.99,
2009-12,4.15,
2010-01,3.99,
2010-02,3.92,
2010-03,3.86,
2010-04,3.73,
2010-05,3.38,
2010-06,3.32,
2010-07,3.41,
2010-08,2.71,
2010-09,2.94,
2010-10,3.13,
2010-11,3.26,
2010-12,3.55,
2011-01,3.69,
2011-02,3.69,
2011-03,3.88,
2011-04,3.81,
2011-05,3.63,
2011-06,3.76,
2011-07,3.43,
2011-08,3.08,
2011-09,2.75,
2011-10,2.99,
2011-11,3.10,
2011-12,2.55,
2012-01,2.67,
2012-02,2.61,
2012-03,2.64,
2012-04,2.54,
2012-05,2.00,
2012-06,2.44,
2012-07,2.24,
2012-08,2.19,
2012-09,2.30,
2012-10,2.36,
2012-11,2.29,
2012-12,2.17,
2013-01,2.38,
2013-02,2.35,
2013-03,2.22,
2013-04,2.12,
2013-05,2.37,
2013-06,2.51,
2013-07,2.53,
2013-08,2.68,
2013-09,2.64,
2013-10,2.63,
2013-11,2.67,
2013-12,2.82,
2014-01,2.53,
2014-02,2.50,
2014-03,2.48,
2014-04,2.43,
2014-05,2.30,
2014-06,2.21,
2014-07,2.07,
2014-08,1.77,
2014-09,1.89,
2014-10,1.66,
2014-11,1.51,
2014-12,1.32,
2015-01,0.91,
