"",BBK01.CEBW13,BBK01.CEBW13_FLAGS
"",Claims on insurance corporations debtor: All sectors                    creditor: Households and non-profit institutions serving households,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-07-24 15:22:11,
1991-01,364.5,
1991-04,366.0,
1991-07,377.2,
1991-10,380.4,
1992-01,395.1,
1992-04,402.3,
1992-07,408.9,
1992-10,413.9,
1993-01,422.6,
1993-04,435.3,
1993-07,443.9,
1993-10,454.5,
1994-01,462.0,
1994-04,478.9,
1994-07,487.4,
1994-10,496.6,
1995-01,514.6,
1995-04,524.0,
1995-07,534.0,
1995-10,544.1,
1996-01,564.4,
1996-04,574.8,
1996-07,585.0,
1996-10,595.8,
1997-01,616.5,
1997-04,626.8,
1997-07,638.5,
1997-10,649.3,
1998-01,670.5,
1998-04,682.6,
1998-07,692.3,
1998-10,703.5,
1999-01,721.3,
1999-04,733.3,
1999-07,747.4,
1999-10,764.3,
2000-01,783.9,
2000-04,795.6,
2000-07,808.7,
2000-10,820.2,
2001-01,839.3,
2001-04,850.1,
2001-07,864.2,
2001-10,866.6,
2002-01,886.7,
2002-04,897.4,
2002-07,910.1,
2002-10,900.5,
2003-01,916.9,
2003-04,927.3,
2003-07,938.3,
2003-10,946.4,
2004-01,960.6,
2004-04,969.5,
2004-07,979.0,
2004-10,994.2,
2005-01,1009.0,
2005-04,1018.8,
2005-07,1029.5,
2005-10,1057.3,
2006-01,1071.7,
2006-04,1086.5,
2006-07,1103.4,
2006-10,1118.9,
2007-01,1134.5,
2007-04,1148.0,
2007-07,1163.5,
2007-10,1190.7,
2008-01,1196.5,
2008-04,1202.5,
2008-07,1208.7,
2008-10,1215.3,
2009-01,1231.5,
2009-04,1248.8,
2009-07,1266.4,
2009-10,1284.8,
2010-01,1302.2,
2010-04,1320.5,
2010-07,1338.3,
2010-10,1358.1,
2011-01,1368.9,
2011-04,1379.1,
2011-07,1389.2,
2011-10,1401.1,
2012-01,1420.7,
2012-04,1437.7,
2012-07,1455.2,
2012-10,1477.9,
2013-01,1504.2,
2013-04,1522.2,
2013-07,1535.6,
2013-10,1552.7,
2014-01,1578.0,
