"",BBK01.WZ3470,BBK01.WZ3470_FLAGS
"","Yields, derived from the term structure of interest rates, on Pfandbriefe with annual coupon payments / residual maturity of 6 years / moving averages",
unit,Prozent (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-02 10:11:11,
2005-12,4.33,
2006-01,4.31,
2006-02,4.28,
2006-03,4.26,
2006-04,4.23,
2006-05,4.21,
2006-06,4.19,
2006-07,4.17,
2006-08,4.14,
2006-09,4.12,
2006-10,4.09,
2006-11,4.07,
2006-12,4.06,
2007-01,4.05,
2007-02,4.04,
2007-03,4.03,
2007-04,4.01,
2007-05,4.01,
2007-06,4.00,
2007-07,4.00,
2007-08,4.00,
2007-09,4.00,
2007-10,4.00,
2007-11,3.99,
2007-12,3.99,
2008-01,3.98,
2008-02,3.97,
2008-03,3.95,
2008-04,3.94,
2008-05,3.94,
2008-06,3.94,
2008-07,3.95,
2008-08,3.95,
2008-09,3.96,
2008-10,3.96,
2008-11,3.96,
2008-12,3.95,
2009-01,3.95,
2009-02,3.95,
2009-03,3.95,
2009-04,3.95,
2009-05,3.96,
2009-06,3.96,
2009-07,3.96,
2009-08,3.95,
2009-09,3.94,
2009-10,3.93,
2009-11,3.92,
2009-12,3.91,
2010-01,3.90,
2010-02,3.89,
2010-03,3.88,
2010-04,3.87,
2010-05,3.85,
2010-06,3.83,
2010-07,3.81,
2010-08,3.79,
2010-09,3.77,
2010-10,3.75,
2010-11,3.74,
2010-12,3.74,
2011-01,3.74,
2011-02,3.73,
2011-03,3.73,
2011-04,3.74,
2011-05,3.74,
2011-06,3.74,
2011-07,3.74,
2011-08,3.74,
2011-09,3.73,
2011-10,3.72,
2011-11,3.71,
2011-12,3.70,
2012-01,3.68,
2012-02,3.66,
2012-03,3.64,
2012-04,3.61,
2012-05,3.58,
2012-06,3.55,
2012-07,3.51,
2012-08,3.48,
2012-09,3.44,
2012-10,3.41,
2012-11,3.37,
2012-12,3.33,
2013-01,3.29,
2013-02,3.25,
2013-03,3.21,
2013-04,3.17,
2013-05,3.12,
2013-06,3.08,
2013-07,3.03,
2013-08,2.99,
2013-09,2.95,
2013-10,2.91,
2013-11,2.87,
2013-12,2.83,
2014-01,2.79,
2014-02,2.75,
2014-03,2.71,
2014-04,2.66,
2014-05,2.61,
2014-06,2.56,
2014-07,2.50,
2014-08,2.44,
2014-09,2.39,
2014-10,2.34,
2014-11,2.29,
2014-12,2.25,
2015-01,2.20,
"","General: Moving averages from end-of-month levels; calculated from end-of-month levels of 12 months in the case of a residual maturity of one year; end-of-month levels of 24 months in the case of a residual maturity of two years, ... , end-of-months levels of 120 months in the case of a residual maturity of ten years; this includes the end-of-month-level of the reporting month and the end-of-month-levels of the preceding months.",
