"",BBK01.OUL249,BBK01.OUL249_FLAGS
"",Time deposits of resident households / for up and including 1 year / Credit cooperatives,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:19:58,
1999-01,38.838,
1999-02,39.137,
1999-03,38.859,
1999-04,38.419,
1999-05,37.857,
1999-06,37.133,
1999-07,37.024,
1999-08,37.013,
1999-09,36.569,
1999-10,36.486,
1999-11,36.203,
1999-12,35.910,
2000-01,35.748,
2000-02,35.625,
2000-03,34.805,
2000-04,34.480,
2000-05,34.276,
2000-06,33.859,
2000-07,34.222,
2000-08,34.568,
2000-09,34.734,
2000-10,35.057,
2000-11,35.435,
2000-12,36.030,
2001-01,37.144,
2001-02,37.953,
2001-03,38.323,
2001-04,38.707,
2001-05,39.205,
2001-06,39.412,
2001-07,39.954,
2001-08,40.449,
2001-09,40.547,
2001-10,40.431,
2001-11,40.381,
2001-12,40.465,
2002-01,40.789,
2002-02,40.676,
2002-03,40.266,
2002-04,39.720,
2002-05,39.398,
2002-06,38.983,
2002-07,38.848,
2002-08,38.841,
2002-09,38.625,
2002-10,38.779,
2002-11,38.665,
2002-12,38.344,
2003-01,38.366,
2003-02,38.241,
2003-03,37.618,
2003-04,37.101,
2003-05,36.671,
2003-06,35.857,
2003-07,35.417,
2003-08,35.079,
2003-09,34.561,
2003-10,34.350,
2003-11,34.119,
2003-12,33.720,
2004-01,33.493,
2004-02,33.172,
2004-03,32.534,
2004-04,32.084,
2004-05,31.773,
2004-06,31.296,
2004-07,31.000,
2004-08,30.754,
2004-09,30.467,
2004-10,30.309,
2004-11,29.980,
2004-12,30.003,
2005-01,29.872,
2005-02,29.849,
2005-03,29.595,
2005-04,29.619,
2005-05,29.513,
2005-06,29.370,
2005-07,29.446,
2005-08,29.521,
2005-09,29.399,
2005-10,29.415,
2005-11,29.522,
2005-12,29.733,
2006-01,30.248,
2006-02,30.415,
2006-03,30.330,
2006-04,30.242,
2006-05,30.292,
2006-06,30.153,
2006-07,30.303,
2006-08,30.749,
2006-09,30.899,
2006-10,31.343,
2006-11,31.409,
2006-12,31.503,
2007-01,32.389,
2007-02,32.985,
2007-03,33.370,
2007-04,33.899,
2007-05,34.484,
2007-06,35.160,
2007-07,36.004,
2007-08,37.123,
2007-09,37.870,
2007-10,38.722,
2007-11,39.710,
2007-12,40.809,
2008-01,42.734,
2008-02,43.841,
2008-03,44.572,
2008-04,46.465,
2008-05,47.788,
2008-06,48.826,
2008-07,50.708,
2008-08,52.225,
2008-09,53.600,
2008-10,61.196,
2008-11,63.554,
2008-12,64.105,
2009-01,61.678,
2009-02,59.149,
2009-03,56.216,
2009-04,52.249,
2009-05,49.563,
2009-06,46.997,
2009-07,43.522,
2009-08,40.766,
2009-09,38.028,
2009-10,35.049,
2009-11,33.299,
2009-12,31.358,
2010-01,29.760,
2010-02,28.962,
2010-03,27.844,
2010-04,27.045,
2010-05,26.403,
2010-06,25.906,
2010-07,25.395,
2010-08,24.952,
2010-09,24.512,
2010-10,24.500,
2010-11,24.526,
2010-12,24.394,
2011-01,24.311,
2011-02,24.308,
2011-03,24.184,
2011-04,24.234,
2011-05,24.465,
2011-06,24.404,
2011-07,24.728,
2011-08,25.073,
2011-09,25.212,
2011-10,25.586,
2011-11,26.099,
2011-12,26.118,
2012-01,26.110,
2012-02,25.970,
2012-03,25.558,
2012-04,25.046,
2012-05,24.620,
2012-06,24.277,
2012-07,23.800,
2012-08,23.136,
2012-09,22.725,
2012-10,22.325,
2012-11,22.116,
2012-12,21.503,
2013-01,20.983,
2013-02,20.626,
2013-03,20.189,
2013-04,19.782,
2013-05,19.582,
2013-06,19.120,
2013-07,18.892,
2013-08,18.692,
2013-09,18.486,
2013-10,18.314,
2013-11,18.091,
2013-12,17.668,
2014-01,17.484,
2014-02,17.278,
2014-03,17.067,
2014-04,16.897,
2014-05,16.854,
2014-06,16.702,
2014-07,16.529,
2014-08,16.355,
2014-09,16.179,
2014-10,15.979,
2014-11,15.767,
2014-12,15.217,Provisional value
