"",BBK01.OUH390,BBK01.OUH390_FLAGS
"",Savings bonds purchased by resident households  (including non-profit institutions) / for more than two years / Savings banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:11:52,
1999-01,46.359,
1999-02,45.452,
1999-03,44.807,
1999-04,44.303,
1999-05,43.911,
1999-06,43.587,
1999-07,43.274,
1999-08,43.090,
1999-09,42.934,
1999-10,43.147,
1999-11,43.210,
1999-12,43.225,
2000-01,42.175,
2000-02,41.858,
2000-03,41.488,
2000-04,41.255,
2000-05,41.099,
2000-06,41.000,
2000-07,40.854,
2000-08,40.625,
2000-09,40.286,
2000-10,39.875,
2000-11,39.805,
2000-12,39.790,
2001-01,39.434,
2001-02,39.208,
2001-03,39.064,
2001-04,38.823,
2001-05,38.716,
2001-06,38.578,
2001-07,38.428,
2001-08,38.273,
2001-09,38.120,
2001-10,37.719,
2001-11,37.508,
2001-12,37.068,
2002-01,37.006,
2002-02,37.089,
2002-03,37.247,
2002-04,37.429,
2002-05,37.689,
2002-06,38.001,
2002-07,38.189,
2002-08,38.231,
2002-09,38.154,
2002-10,38.256,
2002-11,38.174,
2002-12,38.281,
2003-01,38.000,
2003-02,37.847,
2003-03,37.584,
2003-04,37.357,
2003-05,37.289,
2003-06,37.148,
2003-07,36.961,
2003-08,36.803,
2003-09,36.694,
2003-10,36.851,
2003-11,37.046,
2003-12,37.197,
2004-01,37.448,
2004-02,37.589,
2004-03,37.619,
2004-04,37.584,
2004-05,37.738,
2004-06,37.863,
2004-07,37.936,
2004-08,37.883,
2004-09,37.772,
2004-10,37.895,
2004-11,37.795,
2004-12,37.666,
2005-01,37.088,
2005-02,36.753,
2005-03,36.488,
2005-04,36.192,
2005-05,35.822,
2005-06,35.508,
2005-07,35.086,
2005-08,34.715,
2005-09,34.398,
2005-10,34.178,
2005-11,33.958,
2005-12,33.884,
2006-01,33.413,
2006-02,33.152,
2006-03,33.058,
2006-04,32.874,
2006-05,32.673,
2006-06,32.555,
2006-07,32.379,
2006-08,32.278,
2006-09,32.117,
2006-10,31.886,
2006-11,31.617,
2006-12,31.426,
2007-01,30.818,
2007-02,30.433,
2007-03,30.203,
2007-04,29.798,
2007-05,29.508,
2007-06,29.359,
2007-07,29.197,
2007-08,29.115,
2007-09,29.013,
2007-10,28.722,
2007-11,28.454,
2007-12,28.259,
2008-01,27.848,
2008-02,27.471,
2008-03,27.163,
2008-04,26.868,
2008-05,26.578,
2008-06,26.366,
2008-07,26.334,
2008-08,26.239,
2008-09,26.069,
2008-10,26.133,
2008-11,26.026,
2008-12,25.373,
2009-01,25.564,
2009-02,25.429,
2009-03,25.522,
2009-04,25.731,
2009-05,25.968,
2009-06,26.150,
2009-07,26.558,
2009-08,26.882,
2009-09,27.273,
2009-10,28.044,
2009-11,28.809,
2009-12,29.542,
2010-01,30.079,
2010-02,30.368,
2010-03,30.511,
2010-04,30.559,
2010-05,30.288,
2010-06,30.122,
2010-07,30.053,
2010-08,29.890,
2010-09,29.770,
2010-10,29.723,
2010-11,29.615,
2010-12,29.746,
2011-01,29.797,
2011-02,30.050,
2011-03,30.317,
2011-04,30.609,
2011-05,30.933,
2011-06,31.029,
2011-07,31.027,
2011-08,31.041,
2011-09,30.945,
2011-10,30.822,
2011-11,30.753,
2011-12,30.734,
2012-01,30.502,
2012-02,30.216,
2012-03,29.987,
2012-04,29.698,
2012-05,29.495,
2012-06,29.231,
2012-07,28.849,
2012-08,28.484,
2012-09,28.181,
2012-10,27.776,
2012-11,27.299,
2012-12,26.989,
2013-01,26.516,
2013-02,26.201,
2013-03,25.938,
2013-04,25.740,
2013-05,25.550,
2013-06,25.273,
2013-07,24.986,
2013-08,24.787,
2013-09,24.612,
2013-10,24.499,
2013-11,24.320,
2013-12,24.057,
2014-01,23.740,
2014-02,23.359,
2014-03,23.049,
2014-04,22.678,
2014-05,22.319,
2014-06,22.082,
2014-07,21.687,
2014-08,21.386,
2014-09,21.175,
2014-10,20.821,
2014-11,20.418,
2014-12,19.899,Provisional value
