"",BBK01.BQ9959,BBK01.BQ9959_FLAGS
"",General government debt as defined in the Maastricht Treaty as a % of GDP - Germany - overall,
unit,% (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-16 16:34:22,
2000-01,60.0,
2000-04,59.5,
2000-07,59.6,
2000-10,58.7,
2001-01,57.8,
2001-04,57.2,
2001-07,57.5,
2001-10,57.5,
2002-01,58.5,
2002-04,58.4,
2002-07,58.9,
2002-10,59.2,
2003-01,60.6,
2003-04,61.3,
2003-07,62.2,
2003-10,62.9,
2004-01,64.5,
2004-04,64.4,
2004-07,64.9,
2004-10,64.6,
2005-01,65.8,
2005-04,66.1,
2005-07,66.7,
2005-10,66.8,
2006-01,66.9,
2006-04,67.0,
2006-07,67.1,
2006-10,66.3,
2007-01,65.5,
2007-04,65.5,
2007-07,63.8,
2007-10,63.5,
2008-01,63.7,
2008-04,64.5,
2008-07,64.0,
2008-10,64.9,
2009-01,67.0,
2009-04,70.7,
2009-07,71.8,
2009-10,72.4,
2010-01,72.6,Provisional value
2010-04,73.3,Provisional value
2010-07,73.3,Provisional value
2010-10,80.3,Provisional value
2011-01,79.1,Provisional value
2011-04,78.6,Provisional value
2011-07,78.4,Provisional value
2011-10,77.6,Provisional value
2012-01,78.2,Provisional value
2012-04,79.6,Provisional value
2012-07,79.1,Provisional value
2012-10,79.0,Provisional value
2013-01,78.6,Provisional value
2013-04,78.1,Provisional value
2013-07,76.9,Provisional value
2013-10,76.9,Provisional value
2014-01,75.6,Provisional value
2014-04,75.3,Provisional value
2014-07,74.8,Provisional value
