"",BBK01.SUD626,BBK01.SUD626_FLAGS
"","New business (volumes) of German banks / Loans to non-financial corporations up to EUR 1 million with collateral and/or guarantees, initial rate fixation of over 5 years",
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-03 10:27:42,
2010-06,394,
2010-07,395,
2010-08,387,
2010-09,465,
2010-10,532,
2010-11,404,
2010-12,503,
2011-01,386,
2011-02,311,
2011-03,388,
2011-04,337,
2011-05,363,
2011-06,321,
2011-07,428,
2011-08,289,
2011-09,333,
2011-10,360,
2011-11,406,
2011-12,464,
2012-01,380,
2012-02,345,
2012-03,360,
2012-04,363,
2012-05,306,
2012-06,385,
2012-07,424,
2012-08,398,
2012-09,330,
2012-10,351,
2012-11,325,
2012-12,346,
2013-01,351,
2013-02,245,
2013-03,319,
2013-04,337,
2013-05,321,
2013-06,336,
2013-07,468,
2013-08,404,
2013-09,318,
2013-10,326,
2013-11,274,
2013-12,449,
2014-01,324,
2014-02,316,
2014-03,320,
2014-04,340,
2014-05,358,
2014-06,344,
2014-07,461,
2014-08,326,
2014-09,361,
2014-10,369,
2014-11,341,
2014-12,493,Provisional value
"","General: Estimated. The volume of new business is extrapolated to form the underlying total using the Horvitz-Thompson estimator. The amount refers to the single loan transaction considered as new business. For the purpose of MFI interest rate statistics, a loan is considered to be secured if collateral (inter alia financial collateral, real estate collateral, debt securities) in at least the same value as the loan amount has been posted, pledged or assigned. p = Provisional",
