"",BBK01.SUD261,BBK01.SUD261_FLAGS
"","New business (volumes) of German banks / Housing loans to households with collateral and/or guarantees, initial rate fixation of over 10 years",
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-03 10:27:08,
2010-06,2489,
2010-07,2719,
2010-08,2676,
2010-09,3054,
2010-10,3027,
2010-11,2920,
2010-12,2773,
2011-01,2196,
2011-02,2303,
2011-03,2680,
2011-04,2670,
2011-05,2519,
2011-06,2230,
2011-07,2335,
2011-08,2593,
2011-09,2478,
2011-10,2420,
2011-11,2753,
2011-12,2605,
2012-01,2011,
2012-02,2139,
2012-03,2493,
2012-04,2337,
2012-05,2148,
2012-06,2466,
2012-07,2673,
2012-08,2847,
2012-09,2471,
2012-10,2616,
2012-11,2570,
2012-12,2088,
2013-01,2139,
2013-02,2095,
2013-03,2422,
2013-04,2603,
2013-05,2339,
2013-06,2814,
2013-07,3261,
2013-08,2579,
2013-09,2293,
2013-10,2335,
2013-11,2239,
2013-12,2002,
2014-01,2211,
2014-02,2260,
2014-03,2577,
2014-04,2792,
2014-05,2450,
2014-06,2278,
2014-07,2755,
2014-08,2525,
2014-09,2685,
2014-10,2797,
2014-11,2624,
2014-12,2974,Provisional value
"","General: Estimated. The volume of new business is extrapolated to form the underlying total using the Horvitz-Thompson estimator. Secured loans for home purchase, including building and home improvements; including loans granted by building and loan associations and interim credits as well as transmitted loans granted by the reporting agents in their own name and for their own account. For the purpose of MFI interest rate statistics, a loan is considered to be secured if collateral (inter alia financial collateral, real estate collateral, debt securities) in at least the same value as the loan amount has been posted, pledged or assigned. p = Provisional",
