"",BBEX3.M.LYD.USD.CA.AB.A01,BBEX3.M.LYD.USD.CA.AB.A01_FLAGS
"",Exchange rates for the US dollar in Libya  / USD 1 = LYD ... (selling),
unit,LYD (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-27 15:19:00,
1974-01,0.296790,
1974-02,0.296790,
1974-03,0.296790,
1974-04,0.296790,
1974-05,0.296790,
1974-06,0.296790,
1974-07,0.296790,
1974-08,0.296790,
1974-09,0.296790,
1974-10,0.296790,
1974-11,0.296790,
1974-12,0.296790,
1975-01,0.296790,
1975-02,0.296790,
1975-03,0.296790,
1975-04,0.296790,
1975-05,0.296790,
1975-06,0.296790,
1975-07,0.296790,
1975-08,0.296790,
1975-09,0.296790,
1975-10,0.296790,
1975-11,0.296790,
1975-12,0.296790,
1976-01,0.296790,
1976-02,0.296790,
1976-03,0.296790,
1976-04,0.296790,
1976-05,0.296790,
1976-06,0.296790,
1976-07,0.296790,
1976-08,0.296790,
1976-09,0.296790,
1976-10,0.296790,
1976-11,0.296790,
1976-12,0.296790,
1977-01,0.296790,
1977-02,0.296790,
1977-03,0.296790,
1977-04,0.296790,
1977-05,0.296790,
1977-06,0.296790,
1977-07,0.296790,
1977-08,0.296790,
1977-09,0.296790,
1977-10,0.296790,
1977-11,0.296790,
1977-12,0.296790,
1978-01,0.296790,
1978-02,0.296790,
1978-03,0.296790,
1978-04,0.296790,
1978-05,0.296790,
1978-06,0.296790,
1978-07,0.296790,
1978-08,0.296790,
1978-09,0.296790,
1978-10,0.296790,
1978-11,0.296790,
1978-12,0.296790,
1979-01,0.296790,
1979-02,0.296790,
1979-03,0.296790,
1979-04,0.296790,
1979-05,0.296790,
1979-06,0.296790,
1979-07,0.296790,
1979-08,0.296790,
1979-09,0.296790,
1979-10,0.296790,
1979-11,0.296790,
1979-12,0.296790,
1980-01,0.296790,
1980-02,0.296790,
1980-03,0.296790,
1980-04,0.296790,
1980-05,0.296790,
1980-06,0.296790,
1980-07,0.296790,
1980-08,0.296790,
1980-09,0.296790,
1980-10,0.296790,
1980-11,0.296790,
1980-12,0.296790,
1981-01,0.296790,
1981-02,0.296790,
1981-03,0.296790,
1981-04,0.296790,
1981-05,0.296790,
1981-06,0.296790,
1981-07,0.296790,
1981-08,0.296790,
1981-09,0.296790,
1981-10,0.296790,
1981-11,0.296790,
1981-12,0.296790,
1982-01,0.296790,
1982-02,0.296790,
1982-03,0.296790,
1982-04,0.296790,
1982-05,0.296790,
1982-06,0.296790,
1982-07,0.296790,
1982-08,0.296790,
1982-09,0.296790,
1982-10,0.296790,
1982-11,0.296790,
1982-12,0.296790,
1983-01,0.296790,
1983-02,0.296790,
1983-03,0.296790,
1983-04,0.296790,
1983-05,0.296790,
1983-06,0.296790,
1983-07,0.296790,
1983-08,0.296790,
1983-09,0.296790,
1983-10,0.296790,
1983-11,0.296790,
1983-12,0.296790,
1984-01,0.296790,
1984-02,0.296790,
1984-03,0.296790,
1984-04,0.296790,
1984-05,0.296790,
1984-06,0.296790,
1984-07,0.296790,
1984-08,0.296790,
1984-09,0.296790,
1984-10,0.296790,
1984-11,0.296790,
1984-12,0.296790,
1985-01,0.296790,
1985-02,0.296790,
1985-03,0.296790,
1985-04,0.296790,
1985-05,0.296790,
1985-06,0.296790,
1985-07,0.296790,
1985-08,0.296790,
1985-09,0.296790,
1985-10,0.296790,
1985-11,0.296790,
1985-12,0.296790,
1986-01,0.296790,
1986-02,0.296790,
1986-03,0.313730,
1986-04,0.303630,
1986-05,0.332745,
1986-06,0.329016,
1986-07,0.321729,
1986-08,0.318911,
1986-09,0.317934,
1986-10,0.320557,
1986-11,0.318846,
1986-12,0.315434,
1987-01,0.303638,
1987-02,0.304454,
1987-03,0.299371,
1987-04,0.296066,
1987-05,0.299157,
1987-06,0.301050,
1987-07,0.303912,
1987-08,0.298796,
1987-09,0.300991,
1987-10,0.291342,
1987-11,0.284181,
1987-12,0.273644,
1988-01,0.281676,
1988-02,0.282846,
1988-03,0.278691,
1988-04,0.278064,
1988-05,0.280677,
1988-06,0.293718,
1988-07,0.296872,
1988-08,0.297655,
1988-09,0.298086,
1988-10,0.286755,
1988-11,0.281463,
1988-12,0.286014,
1989-01,0.294077,
1989-02,0.289767,
1989-03,0.297968,
1989-04,0.297060,
1989-05,0.311037,
1989-06,0.308721,
1989-07,0.300443,
1989-08,0.306719,
1989-09,0.300739,
1989-10,0.301031,
1989-11,0.298787,
1989-12,0.292878,
1990-01,0.289992,
1990-02,0.292187,
1990-03,0.296880,
1990-04,0.295602,
1990-05,0.291137,
1990-06,0.290728,
1990-07,0.283576,
1990-08,0.276459,
1990-09,0.276389,
1990-10,0.268751,
1990-11,0.265640,
1990-12,0.272329,
1991-01,0.267525,
1991-02,0.271230,
1991-03,0.285156,
1991-04,0.290090,
1991-05,0.285933,
1991-06,0.292798,
1991-07,0.288449,
1991-08,0.291551,
1991-09,0.291551,
1991-10,0.291551,
1991-11,0.291551,
1991-12,0.291551,
1992-01,0.291551,
1992-02,0.291551,
1992-03,0.290049,
1992-04,0.289771,
1992-05,0.284620,
1992-06,0.276687,
1992-07,0.280996,
1992-08,0.280871,
1992-09,0.283533,
1992-10,0.295403,
1992-11,0.301185,
1992-12,0.301859,
1993-01,0.300548,
1993-02,0.301811,
1993-03,0.299372,
1993-04,0.293128,
1993-05,0.290746,
1993-06,0.297694,
1993-07,0.297946,
1993-08,0.318203,
1993-09,0.315303,
1993-10,0.321297,
1993-11,0.323682,
1993-12,0.324057,
1994-01,0.323816,
1994-02,0.320663,
1994-03,0.317467,
1994-04,0.314866,
1994-05,0.316251,
1994-06,0.308524,
1994-07,0.307545,
1994-08,0.308735,
1994-09,0.305036,
1994-10,0.300080,
1994-11,0.360426,comment
1994-12,0.360535,
1995-01,0.357029,
1995-02,0.351853,
1995-03,0.338287,
1995-04,0.334585,
1995-05,0.343382,
1995-06,0.336040,
1995-07,0.338501,
1995-08,0.354706,
1995-09,0.349403,
1995-10,0.350133,
1995-11,0.353728,
1995-12,0.354064,
1996-01,0.361936,
1996-02,0.357198,
1996-03,0.360189,
1996-04,0.363832,
1996-05,0.366827,
1996-06,0.364649,
1996-07,0.360179,
1996-08,0.360685,
1996-09,0.364889,
1996-10,0.364470,
1996-11,0.363435,
