"",BBK01.WT5004,BBK01.WT5004_FLAGS
"",Exchange rates on the Frankfurt exchange /PTE 100 = DM ... / Portugal,
unit,DEM (hypothetically euro-based),
unit multiplier,one,
last update,2012-04-18 09:21:01,
1958-12-29,14.6200,
1958-12-30,14.6200,
1958-12-31,14.6400,
1959-01-01,.,No value available
1959-01-02,14.6600,
1959-01-03,14.7000,
1959-01-04,.,No value available
1959-01-05,14.6800,
1959-01-06,14.6600,
1959-01-07,14.6500,
1959-01-08,14.6300,
1959-01-09,14.6350,
1959-01-10,14.6200,
1959-01-11,.,No value available
1959-01-12,14.6250,
1959-01-13,14.6100,
1959-01-14,14.6200,
1959-01-15,14.6200,
1959-01-16,14.6200,
1959-01-17,.,No value available
1959-01-18,.,No value available
1959-01-19,14.6150,
1959-01-20,14.6350,
1959-01-21,14.6250,
1959-01-22,14.6330,
1959-01-23,14.6250,
1959-01-24,14.6350,
1959-01-25,.,No value available
1959-01-26,14.6300,
1959-01-27,14.6300,
1959-01-28,14.6300,
1959-01-29,14.6300,
1959-01-30,14.6300,
1959-01-31,14.6300,
1959-02-01,.,No value available
1959-02-02,14.6300,
1959-02-03,14.6400,
1959-02-04,14.6350,
1959-02-05,14.6350,
1959-02-06,14.6350,
1959-02-07,14.6450,
1959-02-08,.,No value available
1959-02-09,14.6400,
1959-02-10,14.6450,
1959-02-11,14.6400,
1959-02-12,14.6400,
1959-02-13,14.6400,
1959-02-14,14.6400,
1959-02-15,.,No value available
1959-02-16,14.6400,
1959-02-17,14.6450,
1959-02-18,14.6450,
1959-02-19,14.6450,
1959-02-20,14.6450,
1959-02-21,.,No value available
1959-02-22,.,No value available
1959-02-23,14.6400,
1959-02-24,14.6400,
1959-02-25,14.6400,
1959-02-26,14.6450,
1959-02-27,14.6450,
1959-02-28,14.6450,
1959-03-01,.,No value available
1959-03-02,14.6400,
1959-03-03,14.6450,
1959-03-04,14.6500,
1959-03-05,14.6500,
1959-03-06,14.6550,
1959-03-07,14.6500,
1959-03-08,.,No value available
1959-03-09,14.6650,
1959-03-10,14.6650,
1959-03-11,14.6650,
1959-03-12,14.6700,
1959-03-13,14.6700,
1959-03-14,14.6700,
1959-03-15,.,No value available
1959-03-16,14.6700,
1959-03-17,14.6650,
1959-03-18,14.6650,
1959-03-19,14.6650,
1959-03-20,14.6650,
1959-03-21,.,No value available
1959-03-22,.,No value available
1959-03-23,14.6650,
1959-03-24,14.6650,
1959-03-25,14.6650,
1959-03-26,14.6650,
1959-03-27,.,No value available
1959-03-28,.,No value available
1959-03-29,.,No value available
1959-03-30,.,No value available
1959-03-31,14.6650,
1959-04-01,14.6650,
1959-04-02,14.6700,
1959-04-03,14.6700,
