"",BBK01.OUZ135,BBK01.OUZ135_FLAGS
"",Tangible assets and others / Total / Branches of foreign banks / Multi-office banks (MFIs),
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:57:26,
1999-01,12.554,
1999-02,13.670,
1999-03,14.321,
1999-04,14.140,
1999-05,14.325,
1999-06,13.744,
1999-07,12.630,
1999-08,12.762,
1999-09,10.700,
1999-10,8.898,
1999-11,8.927,
1999-12,7.867,
2000-01,9.285,
2000-02,9.825,
2000-03,9.293,
2000-04,10.384,
2000-05,9.401,
2000-06,8.745,
2000-07,8.856,
2000-08,9.327,
2000-09,10.038,
2000-10,11.309,
2000-11,11.616,
2000-12,9.861,
2001-01,10.197,
2001-02,12.084,
2001-03,11.000,
2001-04,12.012,
2001-05,11.468,
2001-06,10.270,
2001-07,9.289,
2001-08,11.522,
2001-09,12.212,
2001-10,10.477,
2001-11,11.306,
2001-12,10.311,
2002-01,10.926,
2002-02,10.875,
2002-03,10.711,
2002-04,11.365,
2002-05,10.371,
2002-06,10.792,
2002-07,12.133,
2002-08,11.234,
2002-09,11.079,
2002-10,12.420,
2002-11,13.168,
2002-12,10.827,
2003-01,10.195,
2003-02,10.044,
2003-03,10.235,
2003-04,9.847,
2003-05,9.849,
2003-06,10.112,
2003-07,6.395,
2003-08,6.444,
2003-09,6.349,
2003-10,3.176,
2003-11,3.188,
2003-12,3.198,
2004-01,3.074,
2004-02,3.994,
2004-03,3.146,
2004-04,3.163,
2004-05,3.250,
2004-06,3.029,
2004-07,2.991,
2004-08,3.013,
2004-09,2.947,
2004-10,3.003,
2004-11,2.990,
2004-12,2.994,
2005-01,2.845,
2005-02,2.861,
2005-03,2.986,
2005-04,3.143,
2005-05,4.405,
2005-06,2.993,
2005-07,3.081,
2005-08,2.979,
2005-09,2.949,
2005-10,3.986,
2005-11,3.616,
2005-12,3.309,
2006-01,3.464,
2006-02,3.380,
2006-03,3.412,
2006-04,3.590,
2006-05,7.679,
2006-06,3.381,
2006-07,3.419,
2006-08,3.301,
2006-09,3.825,
2006-10,3.619,
2006-11,3.685,
2006-12,3.640,
2007-01,3.500,
2007-02,3.972,
2007-03,3.645,
2007-04,3.873,
2007-05,4.713,
2007-06,3.858,
2007-07,4.051,
2007-08,4.120,
2007-09,4.718,
2007-10,5.454,
2007-11,5.082,
2007-12,5.467,
2008-01,6.116,
2008-02,5.515,
2008-03,5.725,
2008-04,6.990,
2008-05,7.963,
2008-06,5.907,
2008-07,6.799,
2008-08,6.426,
2008-09,6.370,
2008-10,6.334,
2008-11,5.757,
2008-12,6.323,
2009-01,5.738,
2009-02,5.865,
2009-03,5.921,
2009-04,6.178,
2009-05,6.135,
2009-06,5.599,
2009-07,5.643,
2009-08,5.665,
2009-09,6.831,
2009-10,6.893,
2009-11,6.932,
2009-12,4.139,
2010-01,4.252,
2010-02,3.813,
2010-03,4.232,
2010-04,4.288,
2010-05,4.315,
2010-06,4.233,
2010-07,4.044,
2010-08,3.984,
2010-09,4.096,
2010-10,4.097,
2010-11,4.139,
2010-12,4.022,
2011-01,3.847,
2011-02,3.794,
2011-03,3.955,
2011-04,4.567,
2011-05,4.157,
2011-06,4.261,
2011-07,4.365,
2011-08,4.297,
2011-09,4.318,
2011-10,4.469,
2011-11,4.469,
2011-12,4.738,
2012-01,4.239,
2012-02,4.136,
2012-03,4.466,
2012-04,4.983,
2012-05,4.986,
2012-06,5.295,
2012-07,5.177,
2012-08,5.324,
2012-09,5.060,
2012-10,5.196,
2012-11,5.232,
2012-12,5.458,
2013-01,5.233,
2013-02,4.945,
2013-03,5.170,
2013-04,5.612,
2013-05,5.427,
2013-06,5.205,
2013-07,5.299,
2013-08,5.171,
2013-09,5.226,
2013-10,5.267,
2013-11,5.510,
2013-12,5.601,
2014-01,5.620,
2014-02,5.581,
2014-03,6.218,
2014-04,6.218,
2014-05,6.342,
2014-06,6.393,
2014-07,6.305,
2014-08,6.332,
2014-09,6.183,
2014-10,6.135,
2014-11,5.884,
"","General: Owing to the Act Modernising Accounting Law (Gesetz zur Modernisierung des Bilanzrechts) of 25 May 2009, derivative financial instruments in the trading portfolio (trading portfolio derivatives) within the meaning of section 340e (3) sentence 1 of the German Commercial Code (HGB) read in conjunction with section 35 (1) No 1a of the Credit Institution Accounting Regulation (RechKredV) are classified under ""Other assets and liabilities"" as of december 2010 reporting date.Up to and including December 1998, equalisation claims on general government (including debt securities resulting from the conversion of equalisation claims) and tangible assets are not included.",
