"",BBNZ1.Q.DE.N.G.0325.A,BBNZ1.Q.DE.N.G.0325.A_FLAGS
"",Germany / National accounts / Households' income / Disposable income / Including the increase in claims on company pension funds,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-24 08:21:05,
1991-01,251.071,
1991-04,252.971,
1991-07,245.910,
1991-10,267.982,
1992-01,272.615,
1992-04,266.888,
1992-07,266.319,
1992-10,287.526,
1993-01,281.994,
1993-04,278.998,
1993-07,277.374,
1993-10,295.332,
1994-01,295.041,
1994-04,286.071,
1994-07,287.657,
1994-10,303.586,
1995-01,300.830,
1995-04,298.364,
1995-07,296.602,
1995-10,309.676,
1996-01,308.958,
1996-04,301.991,
1996-07,301.517,
1996-10,313.351,
1997-01,310.640,
1997-04,307.831,
1997-07,306.269,
1997-10,320.637,
1998-01,316.528,
1998-04,310.099,
1998-07,311.455,
1998-10,326.675,
1999-01,322.536,
1999-04,318.032,
1999-07,319.003,
1999-10,336.023,
2000-01,331.852,
2000-04,327.915,
2000-07,327.932,
2000-10,338.516,
2001-01,344.584,
2001-04,341.061,
2001-07,341.541,
2001-10,352.787,
2002-01,345.272,
2002-04,341.010,
2002-07,344.045,
2002-10,356.321,
2003-01,357.049,
2003-04,351.525,
2003-07,352.777,
2003-10,363.545,
2004-01,362.701,
2004-04,357.028,
2004-07,357.627,
2004-10,369.288,
2005-01,365.560,
2005-04,365.437,
2005-07,367.962,
2005-10,376.698,
2006-01,377.041,
2006-04,374.472,
2006-07,375.590,
2006-10,386.940,
2007-01,384.386,
2007-04,380.804,
2007-07,383.219,
2007-10,392.245,
2008-01,394.015,
2008-04,396.592,
2008-07,396.378,
2008-10,392.040,
2009-01,392.265,
2009-04,391.085,
2009-07,388.047,
2009-10,392.778,
2010-01,397.345,
2010-04,398.212,
2010-07,401.210,
2010-10,408.280,
2011-01,413.103,
2011-04,414.089,
2011-07,417.242,
2011-10,421.583,
2012-01,427.040,
2012-04,421.572,
2012-07,423.286,
2012-10,427.056,
2013-01,427.804,
2013-04,429.760,
2013-07,436.522,
2013-10,434.391,
2014-01,437.211,
2014-04,438.643,
2014-07,446.368,
2014-10,448.137,
