"",BBK01.OXA8E9,BBK01.OXA8E9_FLAGS
"",Medium-term loans (including bills of exchange) to domestic employees and other individuals,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:14:54,
1999-01,77.815,
1999-02,78.509,
1999-03,78.600,
1999-04,78.727,
1999-05,78.049,
1999-06,77.714,
1999-07,78.194,
1999-08,78.455,
1999-09,76.611,
1999-10,75.988,
1999-11,74.317,
1999-12,72.748,
2000-01,72.793,
2000-02,72.377,
2000-03,72.518,
2000-04,72.439,
2000-05,73.112,
2000-06,72.909,
2000-07,73.100,
2000-08,73.493,
2000-09,73.364,
2000-10,72.998,
2000-11,73.407,
2000-12,72.178,
2001-01,72.292,
2001-02,71.951,
2001-03,71.872,
2001-04,71.215,
2001-05,72.019,
2001-06,72.003,
2001-07,71.617,
2001-08,71.998,
2001-09,71.557,
2001-10,71.263,
2001-11,70.921,
2001-12,70.456,
2002-01,69.698,
2002-02,69.238,
2002-03,68.877,
2002-04,68.549,
2002-05,68.322,
2002-06,69.694,
2002-07,70.062,
2002-08,70.142,
2002-09,70.462,
2002-10,70.528,
2002-11,71.393,
2002-12,71.139,
2003-01,71.428,
2003-02,71.147,
2003-03,71.320,
2003-04,71.394,
2003-05,71.950,
2003-06,72.000,
2003-07,72.703,
2003-08,72.797,
2003-09,73.130,
2003-10,73.324,
2003-11,73.269,
2003-12,73.195,
2004-01,72.703,
2004-02,72.567,
2004-03,72.314,
2004-04,72.501,
2004-05,72.841,
2004-06,73.679,
2004-07,74.005,
2004-08,74.503,
2004-09,74.535,
2004-10,75.473,
2004-11,74.127,
2004-12,73.826,
2005-01,73.262,
2005-02,72.891,
2005-03,72.780,
2005-04,71.437,
2005-05,71.691,
2005-06,71.971,
2005-07,71.950,
2005-08,72.216,
2005-09,71.606,
2005-10,70.819,
2005-11,71.185,
2005-12,71.486,
2006-01,70.715,
2006-02,70.288,
2006-03,69.400,
2006-04,69.477,
2006-05,70.122,
2006-06,70.182,
2006-07,70.405,
2006-08,70.620,
2006-09,70.763,
2006-10,70.317,
2006-11,70.402,
2006-12,69.310,
2007-01,68.684,
2007-02,68.023,
2007-03,67.676,
2007-04,66.865,
2007-05,66.847,
2007-06,66.895,
2007-07,67.102,
2007-08,67.041,
2007-09,66.779,
2007-10,65.940,
2007-11,65.686,
2007-12,65.365,
2008-01,65.089,
2008-02,63.824,
2008-03,63.768,
2008-04,63.835,
2008-05,63.629,
2008-06,63.922,
2008-07,63.192,
2008-08,63.077,
2008-09,62.265,
2008-10,61.963,
2008-11,61.843,
2008-12,62.252,
2009-01,61.801,
2009-02,61.635,
2009-03,63.879,
2009-04,64.418,
2009-05,64.842,
2009-06,65.359,
2009-07,66.122,
2009-08,66.365,
2009-09,67.033,
2009-10,67.318,
2009-11,67.360,
2009-12,68.232,
2010-01,67.952,
2010-02,67.760,
2010-03,68.057,
2010-04,68.084,
2010-05,68.123,
2010-06,67.361,
2010-07,67.818,
2010-08,67.974,
2010-09,67.900,
2010-10,68.084,
2010-11,68.247,
2010-12,68.473,
2011-01,68.099,
2011-02,67.637,
2011-03,68.196,
2011-04,68.405,
2011-05,68.946,
2011-06,68.277,
2011-07,68.318,
2011-08,70.913,
2011-09,71.307,
2011-10,70.695,
2011-11,70.582,
2011-12,70.619,
2012-01,70.437,
2012-02,70.421,
2012-03,70.411,
2012-04,70.432,
2012-05,70.854,
2012-06,71.036,
2012-07,71.703,
2012-08,71.914,
2012-09,72.181,
2012-10,72.507,
2012-11,72.656,
2012-12,72.475,
2013-01,73.319,
2013-02,72.430,
2013-03,72.594,
2013-04,73.097,
2013-05,73.313,
2013-06,73.388,
2013-07,73.697,
2013-08,73.838,
2013-09,74.035,
2013-10,74.155,
2013-11,74.200,
2013-12,73.879,
2014-01,73.792,
2014-02,73.508,
2014-03,73.620,
2014-04,72.683,
2014-05,72.044,
2014-06,72.187,
2014-07,72.653,
2014-08,72.925,
2014-09,73.083,
2014-10,73.446,
2014-11,73.050,
2014-12,72.836,Provisional value
