"",BBK01.OUD285,BBK01.OUD285_FLAGS
"",Savings bonds purchased by domestic households / Regional banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:20:19,
1999-01,8.378,
1999-02,8.312,
1999-03,8.482,
1999-04,8.684,
1999-05,8.631,
1999-06,8.511,
1999-07,8.399,
1999-08,8.517,
1999-09,10.157,
1999-10,10.079,
1999-11,10.142,
1999-12,10.061,
2000-01,9.896,
2000-02,9.740,
2000-03,9.661,
2000-04,9.577,
2000-05,9.560,
2000-06,9.446,
2000-07,9.416,
2000-08,9.349,
2000-09,9.191,
2000-10,8.908,
2000-11,8.756,
2000-12,8.601,
2001-01,8.566,
2001-02,8.517,
2001-03,8.487,
2001-04,8.466,
2001-05,8.493,
2001-06,8.404,
2001-07,8.331,
2001-08,8.249,
2001-09,8.193,
2001-10,8.092,
2001-11,7.988,
2001-12,7.919,
2002-01,7.726,
2002-02,7.671,
2002-03,7.620,
2002-04,7.611,
2002-05,7.603,
2002-06,7.598,
2002-07,7.644,
2002-08,7.637,
2002-09,7.523,
2002-10,7.254,
2002-11,7.147,
2002-12,7.267,
2003-01,7.156,
2003-02,7.782,
2003-03,7.706,
2003-04,7.708,
2003-05,7.649,
2003-06,7.733,
2003-07,7.378,
2003-08,7.386,
2003-09,7.376,
2003-10,7.440,
2003-11,7.458,
2003-12,7.522,
2004-01,7.891,
2004-02,8.056,
2004-03,8.053,
2004-04,8.003,
2004-05,7.947,
2004-06,7.810,
2004-07,7.768,
2004-08,7.902,
2004-09,7.963,
2004-10,8.044,
2004-11,8.116,
2004-12,6.882,
2005-01,7.404,
2005-02,7.431,
2005-03,7.320,
2005-04,7.499,
2005-05,7.505,
2005-06,7.520,
2005-07,7.523,
2005-08,7.509,
2005-09,7.596,
2005-10,7.582,
2005-11,7.540,
2005-12,7.576,
2006-01,7.665,
2006-02,7.690,
2006-03,7.676,
2006-04,7.783,
2006-05,7.794,
2006-06,7.793,
2006-07,8.069,
2006-08,8.196,
2006-09,6.879,
2006-10,7.020,
2006-11,6.989,
2006-12,7.108,
2007-01,7.035,
2007-02,7.253,
2007-03,7.283,
2007-04,7.278,
2007-05,7.310,
2007-06,7.347,
2007-07,7.395,
2007-08,7.387,
2007-09,7.336,
2007-10,7.643,
2007-11,8.075,
2007-12,8.285,
2008-01,8.635,
2008-02,8.887,
2008-03,9.028,
2008-04,9.103,
2008-05,9.534,
2008-06,9.834,
2008-07,9.776,
2008-08,10.039,
2008-09,10.270,
2008-10,10.411,
2008-11,10.802,
2008-12,11.635,
2009-01,12.556,
2009-02,13.249,
2009-03,13.239,
2009-04,13.378,
2009-05,12.986,
2009-06,12.532,
2009-07,12.193,
2009-08,12.060,
2009-09,11.784,
2009-10,11.517,
2009-11,11.502,
2009-12,11.411,
2010-01,11.585,
2010-02,11.891,
2010-03,12.031,
2010-04,12.204,
2010-05,13.089,
2010-06,14.021,
2010-07,14.235,
2010-08,14.532,
2010-09,14.932,
2010-10,15.207,
2010-11,15.442,
2010-12,15.837,
2011-01,16.326,
2011-02,16.558,
2011-03,16.647,
2011-04,17.023,
2011-05,17.740,
2011-06,18.167,
2011-07,18.520,
2011-08,18.922,
2011-09,19.032,
2011-10,19.011,
2011-11,19.244,
2011-12,19.366,
2012-01,18.889,
2012-02,18.857,
2012-03,19.028,
2012-04,19.267,
2012-05,19.472,
2012-06,19.632,
2012-07,19.840,
2012-08,20.011,
2012-09,20.080,
2012-10,20.075,
2012-11,19.764,
2012-12,19.467,
2013-01,18.593,
2013-02,18.013,
2013-03,17.823,
2013-04,17.660,
2013-05,16.722,
2013-06,15.834,
2013-07,15.599,
2013-08,15.514,
2013-09,15.280,
2013-10,15.104,
2013-11,15.137,
2013-12,15.133,
2014-01,14.981,
2014-02,14.870,
2014-03,14.791,
2014-04,14.238,
2014-05,13.739,
2014-06,13.649,
2014-07,13.203,
2014-08,12.719,
2014-09,12.617,
2014-10,12.440,
2014-11,12.290,
2014-12,12.083,Provisional value
