"",BBK01.SUD239,BBK01.SUD239_FLAGS
"",New business (volumes) of German banks / Loans to non-financial corporations up to EUR 0.25 million with an initial rate fixation of over 1 and up to 3 years,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-03 10:27:17,
2010-06,584,
2010-07,534,
2010-08,468,
2010-09,529,
2010-10,543,
2010-11,536,
2010-12,550,
2011-01,495,
2011-02,533,
2011-03,660,
2011-04,524,
2011-05,549,
2011-06,513,
2011-07,551,
2011-08,656,
2011-09,670,
2011-10,650,
2011-11,664,
2011-12,737,
2012-01,703,
2012-02,659,
2012-03,894,
2012-04,762,
2012-05,723,
2012-06,757,
2012-07,719,
2012-08,678,
2012-09,614,
2012-10,740,
2012-11,839,
2012-12,702,
2013-01,781,
2013-02,649,
2013-03,746,
2013-04,737,
2013-05,644,
2013-06,285,
2013-07,327,
2013-08,245,
2013-09,264,
2013-10,288,
2013-11,265,
2013-12,328,
2014-01,300,
2014-02,235,
2014-03,307,
2014-04,328,
2014-05,302,
2014-06,306,
2014-07,563,
2014-08,447,
2014-09,516,
2014-10,565,
2014-11,478,
2014-12,591,Provisional value
"",General: Estimated. The volume of new business is extrapolated to form the underlying total using the Horvitz-Thompson estimator. The amount refers to the single loan transaction considered as new business. p = Provisional,
