"",BBK01.BU1119,BBK01.BU1119_FLAGS
1965-05,-,Nothing exists
1965-06,-,Nothing exists
1965-07,-,Nothing exists
1965-08,-,Nothing exists
1965-09,-,Nothing exists
1965-10,-,Nothing exists
1965-11,-,Nothing exists
1965-12,519.9,
1966-01,519.9,
1966-02,519.9,
1966-03,519.9,
1966-04,519.9,
1966-05,519.9,
1966-06,519.9,
1966-07,519.9,
1966-08,486.6,
1966-09,486.6,
1966-10,486.6,
1966-11,486.6,
1966-12,618.5,
1967-01,878.2,
1967-02,936.2,
1967-03,937.5,
1967-04,937.5,
1967-05,1103.6,
1967-06,1103.6,
1967-07,1231.4,
1967-08,1308.1,
1967-09,1308.1,
1967-10,1410.3,
1967-11,1512.6,
1967-12,1342.1,
1968-01,1648.9,
1968-02,1648.9,
1968-03,1682.2,
1968-04,1682.2,
1968-05,1682.2,
1968-06,1682.2,
1968-07,1682.2,
1968-08,1656.6,
1968-09,1656.6,
1968-10,1656.6,
1968-11,1656.6,
1968-12,1656.6,
1969-01,1656.6,
1969-02,1656.6,
1969-03,1656.6,
1969-04,1656.6,
1969-05,1656.6,
1969-06,1656.6,
1969-07,1631.0,
1969-08,1871.3,
1969-09,1871.3,
1969-10,1948.0,
1969-11,1922.5,
1969-12,1617.0,
1970-01,1617.0,
1970-02,1588.2,
1970-03,1571.5,
1970-04,1571.5,
1970-05,1571.5,
1970-06,1509.8,
1970-07,1509.8,
1970-08,1458.7,
1970-09,1443.3,
1970-10,1407.5,
1970-11,1356.4,
1970-12,1483.0,
1971-01,1360.2,
1971-02,1304.7,
1971-03,1244.7,
1971-04,1244.6,
1971-05,1244.6,
1971-06,1140.2,
1971-07,1043.0,
1971-08,940.8,
1971-09,1032.8,
1971-10,1068.6,
1971-11,1227.2,
1971-12,1106.0,
1972-01,1274.8,
1972-02,1274.8,
1972-03,1274.8,
1972-04,1274.8,
1972-05,1274.8,
1972-06,1274.8,
1972-07,1274.8,
1972-08,1189.9,
1972-09,1189.9,
1972-10,1182.2,
1972-11,1182.2,
1972-12,1161.8,
1973-01,1161.8,
1973-02,1212.9,
1973-03,1212.9,
1973-04,1195.0,
1973-05,1195.0,
1973-06,1195.0,
1973-07,1195.0,
1973-08,1142.8,
1973-09,1142.8,
1973-10,1066.1,
1973-11,935.3,
1973-12,861.6,
1974-01,861.6,
1974-02,861.6,
1974-03,939.7,
1974-04,939.7,
1974-05,990.8,
1974-06,990.8,
1974-07,990.8,
1974-08,1067.5,
1974-09,1006.1,
1974-10,955.0,
1974-11,795.2,
1974-12,774.8,
1975-01,650.0,
1975-02,947.1,
1975-03,921.5,
1975-04,1470.7,
1975-05,1470.7,
1975-06,1463.0,
1975-07,1463.0,
1975-08,1715.4,
1975-09,1700.1,
1975-10,1955.7,
1975-11,1995.3,
1975-12,2855.6,
1976-01,2724.8,
1976-02,2724.8,
1976-03,2724.8,
1976-04,2724.8,
1976-05,3956.7,
1976-06,3959.2,
1976-07,4805.4,
1976-08,5137.8,
1976-09,5168.4,
1976-10,5168.4,
1976-11,5192.7,
1976-12,5201.7,
1977-01,5201.7,
1977-02,6188.4,
1977-03,6082.2,
1977-04,6082.2,
1977-05,6031.1,
1977-06,7075.3,
1977-07,7075.3,
1977-08,8101.9,
1977-09,8101.9,
1977-10,9340.0,
1977-11,9697.9,
1977-12,9662.1,
1978-01,9662.1,
1978-02,9636.5,
1978-03,10371.0,
1978-04,10100.2,
1978-05,10100.2,
1978-06,11062.7,
1978-07,11062.7,
1978-08,11580.0,
1978-09,12570.6,
1978-10,12570.6,
1978-11,12765.4,
1978-12,12454.2,
1979-01,12392.8,
1979-02,12684.5,
1979-03,12684.5,
1979-04,12406.2,
1979-05,12406.2,
1979-06,11428.1,
1979-07,11428.1,
1979-08,11317.9,
1979-09,11317.9,
1979-10,11317.9,
1979-11,10684.4,
1979-12,10658.8,
1980-01,10633.2,
1980-02,10633.2,
1980-03,10138.9,
1980-04,10138.9,
1980-05,10537.5,
1980-06,10537.5,
1980-07,9910.9,
1980-08,10294.2,
1980-09,9987.5,
1980-10,9987.5,
1980-11,9381.8,
1980-12,9305.1,
1981-01,9305.1,
1981-02,9305.1,
1981-03,8268.2,
1981-04,8268.2,
1981-05,8268.2,
1981-06,7545.6,
1981-07,6587.2,
1981-08,6266.9,
1981-09,6758.7,
1981-10,6758.7,
1981-11,5850.3,
1981-12,5829.8,
1982-01,5829.8,
1982-02,5300.2,
1982-03,5460.6,
1982-04,5409.5,
1982-05,5409.5,
1982-06,4688.9,
1982-07,4289.9,
1982-08,5085.9,
1982-09,4698.0,
1982-10,4723.5,
1982-11,4810.0,
1982-12,4579.9,
1983-01,4579.9,
1983-02,5300.5,
1983-03,5694.6,
1983-04,5694.6,
1983-05,5694.6,
1983-06,6185.2,
1983-07,6185.2,
1983-08,6674.1,
1983-09,6674.1,
1983-10,6674.1,
1983-11,6674.1,
1983-12,6674.1,
1984-01,6674.1,
1984-02,6674.1,
1984-03,7266.9,
1984-04,7420.3,
1984-05,7420.3,
1984-06,6767.8,
1984-07,6563.2,
1984-08,6154.4,
1984-09,6052.1,
1984-10,6052.1,
1984-11,6608.2,
1984-12,6608.2,
1985-01,7339.7,
1985-02,8413.4,
1985-03,8081.1,
1985-04,8081.1,
1985-05,8822.8,
1985-06,8822.8,
1985-07,8822.8,
1985-08,8771.6,
1985-09,8254.9,
1985-10,7988.0,
1985-11,7911.3,
1985-12,7911.3,
1986-01,9253.4,
1986-02,9484.8,
1986-03,9745.6,
1986-04,9745.6,
1986-05,9745.6,
1986-06,9270.0,
1986-07,9933.5,
1986-08,9475.8,
1986-09,9149.6,
1986-10,10554.1,
1986-11,11078.2,
1986-12,11872.0,
1987-01,13749.8,
1987-02,14722.4,
1987-03,15765.0,
1987-04,15765.0,
1987-05,16614.8,
1987-06,16446.4,
1987-07,18209.5,
1987-08,18019.6,
1987-09,18288.0,
1987-10,19149.6,
1987-11,19714.5,
1987-12,19663.4,
1988-01,22504.8,
1988-02,22080.3,
1988-03,21487.6,
1988-04,21283.0,
1988-05,21283.0,
1988-06,22356.7,
1988-07,22407.9,
1988-08,23753.0,
1988-09,23635.4,
1988-10,23079.3,
1988-11,22600.1,
1988-12,22600.1,
1989-01,22517.0,
1989-02,22517.0,
1989-03,22517.0,
1989-04,22465.9,
1989-05,22363.6,
1989-06,22363.6,
1989-07,22688.3,
1989-08,22688.3,
1989-09,22688.3,
1989-10,21874.7,
1989-11,21740.0,
1989-12,22173.1,
1990-01,22173.1,
1990-02,21506.4,
1990-03,21506.4,
1990-04,21250.7,
1990-05,21250.7,
1990-06,21250.7,
1990-07,21250.7,
1990-08,21250.7,
1990-09,21250.7,
1990-10,20743.3,
1990-11,20743.3,
1990-12,19819.0,
1991-01,19236.1,
1991-02,17556.5,
1991-03,17188.4,
1991-04,16953.2,
1991-05,19321.0,
1991-06,17681.9,
1991-07,19321.1,
1991-08,19801.1,
1991-09,22295.9,
1991-10,21919.0,
1991-11,24739.8,
1991-12,24470.8,
1992-01,26096.7,
1992-02,26712.0,
1992-03,25373.5,
1992-04,25491.3,
1992-05,25631.2,
1992-06,25331.7,
1992-07,25385.8,
1992-08,27021.2,
1992-09,26877.2,
1992-10,26983.4,
1992-11,28003.1,
1992-12,25828.4,
1993-01,26216.7,
1993-02,26973.3,
1993-03,26711.4,
1993-04,26171.9,
1993-05,27575.5,
1993-06,27990.6,
1993-07,28610.0,
1993-08,30472.5,
1993-09,29049.6,
1993-10,29079.8,
1993-11,30443.4,
1993-12,30966.2,
1994-01,31180.2,
1994-02,31521.5,
1994-03,31830.0,
1994-04,31855.5,
1994-05,31984.3,
1994-06,30789.1,
1994-07,31010.9,
1994-08,31204.7,
1994-09,32391.0,
1994-10,32723.7,
1994-11,32950.7,
1994-12,34250.1,
1995-01,34256.2,
1995-02,35382.9,
1995-03,35910.3,
1995-04,36245.9,
1995-05,34672.6,
1995-06,35385.7,
1995-07,32819.0,
1995-08,33163.5,
1995-09,33294.7,
1995-10,33372.8,
1995-11,33450.2,
1995-12,26768.1,
1996-01,23637.1,
1996-02,23707.5,
1996-03,23629.3,
1996-04,23647.1,
1996-05,23607.9,
1996-06,23731.2,
1996-07,23771.9,
1996-08,21333.4,
1996-09,25496.7,
1996-10,25698.4,
1996-11,24104.5,
1996-12,28268.6,
1997-01,29265.9,
1997-02,27373.3,
1997-03,32249.0,
1997-04,33194.7,
1997-05,30873.0,
1997-06,35313.3,
1997-07,35959.5,
1997-08,33454.3,
1997-09,37608.4,
1997-10,38341.0,
1997-11,36379.1,
1997-12,40314.3,
1998-01,41134.2,
1998-02,39118.2,
1998-03,43686.2,
1998-04,44474.9,
1998-05,44852.7,
1998-06,48825.8,
1998-07,48952.4,
1998-08,47461.4,
1998-09,46580.7,
1998-10,47307.1,
1998-11,47803.4,
1998-12,43337.1,
1999-01,44076.7,
1999-02,42989.6,
1999-03,41245.0,
1999-04,41697.8,
1999-05,39702.7,
1999-06,39774.7,
1999-07,46206.2,comment
1999-08,46771.9,
1999-09,46956.3,
1999-10,47273.8,
1999-11,44928.3,
1999-12,44334.5,
2000-01,44478.1,
2000-02,44692.3,
2000-03,43587.3,
2000-04,44175.1,
2000-05,44511.9,
2000-06,43928.8,
2000-07,44308.0,
2000-08,44495.8,
2000-09,44415.8,
2000-10,44121.4,
2000-11,43940.5,
2000-12,44678.0,
2001-01,45391.2,
2001-02,45556.6,
2001-03,45430.6,
2001-04,46074.6,
2001-05,46883.9,
2001-06,48966.2,
2001-07,49421.0,
2001-08,49613.6,
2001-09,53517.0,
2001-10,54448.2,
2001-11,55031.4,
2001-12,59643.0,
2002-01,58910.1,
2002-02,59225.5,
2002-03,59621.5,
2002-04,64533.4,
2002-05,64891.3,
2002-06,66444.6,
2002-07,71385.2,
2002-08,71540.4,
2002-09,72761.6,
2002-10,78404.7,
2002-11,78932.8,
2002-12,78584.2,
2003-01,84052.6,
2003-02,84807.6,
2003-03,80135.7,
2003-04,80446.6,
2003-05,85841.8,
2003-06,82833.9,
2003-07,87484.9,
2003-08,88284.8,
2003-09,85260.4,
2003-10,90209.0,
2003-11,90537.2,
2003-12,87538.0,
2004-01,92560.0,
2004-02,92745.5,
2004-03,88900.5,
2004-04,95450.3,
2004-05,95913.0,
2004-06,92147.8,
2004-07,97599.0,
2004-08,98284.8,
2004-09,95158.5,
2004-10,102787.2,
2004-11,103935.0,
2004-12,95638.3,
2005-01,106345.0,comment
2005-02,107309.9,
2005-03,102958.8,
2005-04,109471.1,
2005-05,110279.6,
2005-06,105227.2,
2005-07,110360.0,
2005-08,110934.7,
2005-09,106836.1,
2005-10,113485.5,
2005-11,115056.7,
2005-12,108898.7,
2006-01,115718.0,
2006-02,117185.0,
2006-03,111772.7,
2006-04,117827.5,
2006-05,118527.9,
2006-06,108975.1,
2006-07,114899.0,
2006-08,116089.0,
2006-09,106418.6,
2006-10,111341.8,
2006-11,111592.2,
2006-12,103623.7,
2007-01,110275.3,
2007-02,110597.6,
2007-03,102508.3,
2007-04,108591.6,
2007-05,109824.6,
2007-06,103218.7,
2007-07,109819.6,
2007-08,111190.5,
2007-09,102102.8,
2007-10,108306.6,
2007-11,109632.2,
2007-12,102083.4,
2008-01,108453.5,
2008-02,109299.3,
2008-03,101205.1,
2008-04,107368.7,
2008-05,108376.1,
2008-06,101932.4,
2008-07,109892.7,
2008-08,111220.9,
2008-09,105361.2,
2008-10,113325.0,
2008-11,113407.2,
2008-12,105684.2,
2009-01,112479.8,
2009-02,113202.2,
2009-03,104570.5,comment
2009-04,111633.3,
2009-05,118843.0,
2009-06,113059.5,
2009-07,114039.9,comment
2009-08,114113.5,
2009-09,107171.2,
2009-10,116087.3,
2009-11,122577.5,
2009-12,113636.9,
2010-01,119645.2,
2010-02,126559.7,
2010-03,117695.4,
2010-04,123828.1,
2010-05,129997.5,
2010-06,120801.2,
2010-07,126898.3,
2010-08,133656.3,
2010-09,124947.6,
2010-10,129833.1,
2010-11,135867.3,
2010-12,126220.2,
2011-01,132238.4,
2011-02,138482.1,
2011-03,129208.3,
2011-04,134364.4,
2011-05,141133.1,
2011-06,131347.7,
2011-07,136907.0,
2011-08,143930.7,
2011-09,132428.3,
2011-10,137556.9,
2011-11,143087.8,
2011-12,130648.2,
2012-01,135467.6,
2012-02,141221.6,
2012-03,126956.2,
2012-04,132139.2,
2012-05,137647.6,
2012-06,122937.0,
2012-07,127832.8,
2012-08,132920.0,
2012-09,120240.0,
2012-10,124857.8,
2012-11,130505.4,
2012-12,117719.2,
2013-01,122685.4,
2013-02,127491.3,
2013-03,113865.9,
2013-04,118941.1,
2013-05,123928.4,
2013-06,111826.4,
2013-07,117028.2,
2013-08,121863.5,
2013-09,110074.0,
2013-10,114796.5,
2013-11,120317.2,
2013-12,110029.4,
2014-01,114069.1,
2014-02,118714.0,
2014-03,107913.6,
2014-04,112191.6,
2014-05,117623.5,
2014-06,105638.6,
2014-07,110780.0,
2014-08,115430.9,
2014-09,104763.1,
2014-10,108513.5,
2014-11,113337.8,
"","General: On 1 July 1999, central government assumed joint responsibility for the debts of the Redemption Fund for Inherited Liabilities, the Federal Railways Fund and the Equalisation Fund for Safeguarding the Use of Coal. On 1 January 2005, central government assumed joint responsibility for the German Unity Fund. On 1 March 2009, central government assumed joint responsibility for the debts of the Investment and Repayment Fund. On 1 July 2009, central government assumed joint responsibility for the debts of the Financial Market Stabilisation Fund (SoFFin).",
"","Comment on 1999-07: On 1 July 1999, central government assumed joint responsibility for the debts of the Re-demption Fund for Inherited Liabilities, the Federal Railways Fund and the Equalisation Fund for Safeguarding the Use of Coal.",
"","Comment on 2009-03: On 1 March 2009, central government assumed joint responsibility for the debts of the Investment and Repayment Fund.",
"","Comment on 2009-07: On 1 July 2009, central government assumed joint responsibility for the debts of the Financial Market Stabilisation Fund (SoFFin).",
