"",BBK01.CEH610,BBK01.CEH610_FLAGS
"",Insurance technical reserves debtor: Non-financial corporations                    creditor: All sectors,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-07-24 15:22:31,
1991-01,1.6,
1991-04,1.8,
1991-07,1.8,
1991-10,2.0,
1992-01,1.9,
1992-04,2.1,
1992-07,2.1,
1992-10,2.3,
1993-01,1.0,
1993-04,1.0,
1993-07,1.1,
1993-10,1.2,
1994-01,1.3,
1994-04,1.3,
1994-07,1.3,
1994-10,1.5,
1995-01,1.6,
1995-04,1.8,
1995-07,1.8,
1995-10,2.0,
1996-01,0.9,
1996-04,0.9,
1996-07,0.9,
1996-10,0.9,
1997-01,0.9,
1997-04,0.9,
1997-07,0.9,
1997-10,0.9,
1998-01,1.1,
1998-04,1.1,
1998-07,1.1,
1998-10,1.1,
1999-01,0.8,
1999-04,0.8,
1999-07,0.8,
1999-10,0.8,
2000-01,3.3,
2000-04,3.3,
2000-07,3.3,
2000-10,3.2,
2001-01,2.7,
2001-04,2.7,
2001-07,2.7,
2001-10,2.7,
2002-01,2.3,
2002-04,2.3,
2002-07,2.3,
2002-10,2.3,
2003-01,2.0,
2003-04,2.0,
2003-07,2.0,
2003-10,2.0,
2004-01,1.6,
2004-04,1.6,
2004-07,1.6,
2004-10,1.7,
2005-01,1.4,
2005-04,1.4,
2005-07,1.4,
2005-10,1.4,
2006-01,2.1,
2006-04,2.1,
2006-07,2.1,
2006-10,2.0,
2007-01,0.3,
2007-04,0.3,
2007-07,0.3,
2007-10,0.3,
2008-01,0.7,
2008-04,0.7,
2008-07,0.7,
2008-10,0.7,
2009-01,1.3,
2009-04,1.3,
2009-07,1.3,
2009-10,1.3,
2010-01,0.7,
2010-04,0.6,
2010-07,0.7,
2010-10,0.7,
2011-01,1.5,
2011-04,1.5,
2011-07,1.5,
2011-10,1.5,
2012-01,1.6,
2012-04,1.6,
2012-07,1.6,
2012-10,1.7,
2013-01,1.4,
2013-04,1.4,
2013-07,1.4,
2013-10,1.4,
2014-01,1.4,
