"",BBK01.CEH620,BBK01.CEH620_FLAGS
"",Insurance technical reserves debtor: Domestic financial corporations                     creditor: All sectors,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-07-24 15:18:23,
1991-01,17.1,
1991-04,2.0,
1991-07,12.3,
1991-10,4.5,
1992-01,20.5,
1992-04,9.0,
1992-07,8.0,
1992-10,3.2,
1993-01,12.9,
1993-04,16.2,
1993-07,10.7,
1993-10,8.9,
1994-01,8.9,
1994-04,22.9,
1994-07,11.7,
1994-10,6.3,
1995-01,36.7,
1995-04,12.0,
1995-07,14.5,
1995-10,11.0,
1996-01,26.4,
1996-04,12.3,
1996-07,12.1,
1996-10,6.5,
1997-01,30.9,
1997-04,12.9,
1997-07,15.2,
1997-10,9.8,
1998-01,27.3,
1998-04,18.2,
1998-07,12.7,
1998-10,12.1,
1999-01,22.6,
1999-04,14.1,
1999-07,16.3,
1999-10,20.9,
2000-01,24.5,
2000-04,13.8,
2000-07,15.3,
2000-10,10.6,
2001-01,23.9,
2001-04,13.1,
2001-07,18.6,
2001-10,13.7,
2002-01,28.5,
2002-04,13.1,
2002-07,15.8,
2002-10,-12.7,
2003-01,19.5,
2003-04,13.7,
2003-07,13.2,
2003-10,9.5,
2004-01,18.1,
2004-04,10.0,
2004-07,11.9,
2004-10,17.5,
2005-01,19.6,
2005-04,11.3,
2005-07,14.7,
2005-10,29.9,
2006-01,16.8,
2006-04,13.3,
2006-07,15.4,
2006-10,15.7,
2007-01,12.5,
2007-04,10.4,
2007-07,12.3,
2007-10,26.8,
2008-01,7.6,
2008-04,6.7,
2008-07,7.4,
2008-10,7.5,
2009-01,20.7,
2009-04,12.7,
2009-07,11.2,
2009-10,16.5,
2010-01,29.0,
2010-04,20.5,
2010-07,14.7,
2010-10,19.4,
2011-01,20.2,
2011-04,14.1,
2011-07,11.6,
2011-10,14.9,
2012-01,26.7,
2012-04,19.0,
2012-07,15.2,
2012-10,18.6,
2013-01,25.9,
2013-04,19.4,
2013-07,15.5,
2013-10,19.0,
2014-01,33.4,
