"",BBK01.SUD267,BBK01.SUD267_FLAGS
"","New business (volumes) of German banks / Loans to non-financial corporations up to EUR 0.25 million with collateral and/or guarantees, initial rate fixation of over 10 years",
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-03 10:27:25,
2010-06,40,
2010-07,31,
2010-08,23,
2010-09,37,
2010-10,26,
2010-11,28,
2010-12,42,
2011-01,26,
2011-02,16,
2011-03,19,
2011-04,21,
2011-05,30,
2011-06,28,
2011-07,23,
2011-08,24,
2011-09,27,
2011-10,24,
2011-11,31,
2011-12,39,
2012-01,29,
2012-02,22,
2012-03,29,
2012-04,30,
2012-05,25,
2012-06,22,
2012-07,23,
2012-08,27,
2012-09,18,
2012-10,22,
2012-11,30,
2012-12,20,
2013-01,16,
2013-02,16,
2013-03,19,
2013-04,13,
2013-05,28,
2013-06,28,
2013-07,20,
2013-08,33,
2013-09,28,
2013-10,16,
2013-11,20,
2013-12,25,
2014-01,17,
2014-02,20,
2014-03,24,
2014-04,23,
2014-05,32,
2014-06,27,
2014-07,33,
2014-08,23,
2014-09,27,
2014-10,20,
2014-11,29,
2014-12,50,Provisional value
"","General: Estimated. The volume of new business is extrapolated to form the underlying total using the Horvitz-Thompson estimator. The amount refers to the single loan transaction considered as new business. For the purpose of MFI interest rate statistics, a loan is considered to be secured if collateral (inter alia financial collateral, real estate collateral, debt securities) in at least the same value as the loan amount has been posted, pledged or assigned. p = Provisional",
