"",BBK01.SUD282,BBK01.SUD282_FLAGS
"","New business (volumes) of German banks / Loans to non-financial corporations over EUR 0.25 million up to EUR 1 million, floating rate or  initial rate fixation up to 1 year, with original maturity over 1 year",
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-03 10:27:32,
2010-06,1075,
2010-07,1666,
2010-08,771,
2010-09,1079,
2010-10,1467,
2010-11,903,
2010-12,1195,
2011-01,1662,
2011-02,885,
2011-03,1196,
2011-04,1389,
2011-05,917,
2011-06,1181,
2011-07,1606,
2011-08,887,
2011-09,1048,
2011-10,1414,
2011-11,791,
2011-12,1212,
2012-01,1369,
2012-02,783,
2012-03,1023,
2012-04,1419,
2012-05,900,
2012-06,1074,
2012-07,1376,
2012-08,858,
2012-09,955,
2012-10,1311,
2012-11,798,
2012-12,986,
2013-01,1421,
2013-02,763,
2013-03,1007,
2013-04,1397,
2013-05,746,
2013-06,1008,
2013-07,1433,
2013-08,766,
2013-09,925,
2013-10,1434,
2013-11,825,
2013-12,1138,
2014-01,1294,
2014-02,720,
2014-03,940,
2014-04,1450,
2014-05,758,
2014-06,947,
2014-07,1555,
2014-08,744,
2014-09,954,
2014-10,1455,
2014-11,826,
2014-12,1176,Provisional value
"",General: Estimated. The volume of new business is extrapolated to form the underlying total using the Horvitz-Thompson estimator. The amount refers to the single loan transaction considered as new business. Excluding overdrafts. p = Provisional,
