"",BBK01.TZ5151,BBK01.TZ5151_FLAGS
"",Deposits of non-MFIs / Other financial intermediaries / Short term / Domestic / Financial transactions (flows) / Seasonally adjusted,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-27 09:16:48,
1999-02,0.9,
1999-03,-0.6,
1999-04,-0.6,
1999-05,2.1,
1999-06,-0.5,
1999-07,1.5,
1999-08,0.2,
1999-09,0.6,
1999-10,-0.1,
1999-11,-0.1,
1999-12,1.4,
2000-01,7.5,
2000-02,-1.3,
2000-03,-0.4,
2000-04,2.7,
2000-05,2.6,
2000-06,-5.6,
2000-07,-0.7,
2000-08,-1.7,
2000-09,2.5,
2000-10,-2.4,
2000-11,2.2,
2000-12,2.9,
2001-01,-1.6,
2001-02,4.9,
2001-03,-0.2,
2001-04,0.0,
2001-05,-1.4,
2001-06,0.4,
2001-07,0.1,
2001-08,4.4,
2001-09,2.8,
2001-10,4.6,
2001-11,-4.4,
2001-12,0.7,
2002-01,-2.1,
2002-02,-2.0,
2002-03,-0.3,
2002-04,-0.8,
2002-05,1.5,
2002-06,7.0,
2002-07,-3.0,
2002-08,0.5,
2002-09,-0.4,
2002-10,1.7,
2002-11,6.6,
2002-12,-6.4,
2003-01,5.0,
2003-02,-3.1,
2003-03,3.9,
2003-04,4.4,
2003-05,1.0,
2003-06,2.2,
2003-07,-3.2,
2003-08,1.7,
2003-09,-2.0,
2003-10,-1.9,
2003-11,1.6,
2003-12,-3.7,
2004-01,-0.4,
2004-02,-2.3,
2004-03,2.4,
2004-04,4.2,
2004-05,-3.1,
2004-06,-3.6,
2004-07,2.1,
2004-08,0.9,
2004-09,-3.6,
2004-10,0.6,
2004-11,0.9,
2004-12,-5.6,
2005-01,6.2,
2005-02,-1.6,
2005-03,-1.4,
2005-04,4.1,
2005-05,1.9,
2005-06,-0.3,
2005-07,4.6,
2005-08,0.1,
2005-09,0.5,
2005-10,-2.0,
2005-11,-2.7,
2005-12,-3.1,
2006-01,1.4,
2006-02,-2.1,
2006-03,4.0,
2006-04,6.2,
2006-05,2.3,
2006-06,-0.5,
2006-07,-3.3,
2006-08,-1.5,
2006-09,2.6,
2006-10,-2.1,
2006-11,1.3,
2006-12,4.9,
2007-01,3.5,
2007-02,-1.9,
2007-03,1.3,
2007-04,5.6,
2007-05,-1.8,
2007-06,5.0,
2007-07,2.9,
2007-08,1.2,
2007-09,3.5,
2007-10,-3.1,
2007-11,1.8,
2007-12,0.9,
2008-01,8.4,
2008-02,1.7,
2008-03,6.6,
2008-04,-0.2,
2008-05,2.4,
2008-06,-0.3,
2008-07,4.8,
2008-08,-3.9,
2008-09,1.7,
2008-10,-1.9,
2008-11,-2.5,
2008-12,-1.0,
2009-01,6.6,
2009-02,-4.2,
2009-03,-4.3,
2009-04,-0.4,
2009-05,-6.8,
2009-06,0.1,
2009-07,-11.3,
2009-08,-6.3,
2009-09,0.4,
2009-10,-1.8,
2009-11,-0.4,
2009-12,-6.8,
2010-01,6.6,
2010-02,0.8,
2010-03,-6.0,
2010-04,0.8,
2010-05,4.9,
2010-06,-0.3,
2010-07,0.2,
2010-08,-2.1,
2010-09,0.2,
2010-10,-2.0,
2010-11,0.5,
2010-12,-3.3,
2011-01,12.0,
2011-02,-0.4,
2011-03,-2.6,
2011-04,4.6,
2011-05,-1.9,
2011-06,2.8,
2011-07,1.3,
2011-08,6.2,
2011-09,1.4,
2011-10,0.3,
2011-11,3.4,
2011-12,-5.9,
2012-01,0.5,
2012-02,-4.0,
2012-03,-0.3,
2012-04,3.3,
2012-05,2.6,
2012-06,1.6,
2012-07,-2.0,
2012-08,-2.7,
2012-09,0.5,
2012-10,0.2,
2012-11,-1.8,
2012-12,-1.7,
2013-01,0.1,
2013-02,0.0,
2013-03,2.0,
2013-04,-0.9,
2013-05,-0.1,
2013-06,4.5,
2013-07,-0.5,
2013-08,-1.7,
2013-09,-1.4,
2013-10,2.4,
2013-11,-6.7,
2013-12,2.7,
2014-01,0.2,
2014-02,1.1,
2014-03,0.8,
2014-04,2.8,
2014-05,0.3,
2014-06,-3.1,
2014-07,-0.4,
2014-08,0.4,
2014-09,-1.6,
2014-10,-0.8,
2014-11,-1.3,
2014-12,5.0,Provisional value
2015-01,8.1,
