"",BBK01.WZ3459,BBK01.WZ3459_FLAGS
"","Yields, derived from the term structure of interest rates, on listed Federal securities with annual coupon payments / residual maturity of 10 years / moving averages",
unit,Prozent (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-02 10:11:07,
1983-01,8.44,
1983-02,8.43,
1983-03,8.42,
1983-04,8.41,
1983-05,8.40,
1983-06,8.39,
1983-07,8.37,
1983-08,8.37,
1983-09,8.36,
1983-10,8.35,
1983-11,8.34,
1983-12,8.33,
1984-01,8.32,
1984-02,8.30,
1984-03,8.28,
1984-04,8.26,
1984-05,8.24,
1984-06,8.22,
1984-07,8.20,
1984-08,8.17,
1984-09,8.15,
1984-10,8.12,
1984-11,8.10,
1984-12,8.07,
1985-01,8.06,
1985-02,8.05,
1985-03,8.03,
1985-04,8.02,
1985-05,8.01,
1985-06,8.00,
1985-07,7.99,
1985-08,7.97,
1985-09,7.95,
1985-10,7.94,
1985-11,7.92,
1985-12,7.91,
1986-01,7.89,
1986-02,7.88,
1986-03,7.86,
1986-04,7.84,
1986-05,7.82,
1986-06,7.80,
1986-07,7.78,
1986-08,7.75,
1986-09,7.74,
1986-10,7.72,
1986-11,7.71,
1986-12,7.70,
1987-01,7.69,
1987-02,7.68,
1987-03,7.67,
1987-04,7.67,
1987-05,7.66,
1987-06,7.66,
1987-07,7.66,
1987-08,7.66,
1987-09,7.66,
1987-10,7.66,
1987-11,7.67,
1987-12,7.67,
1988-01,7.67,
1988-02,7.68,
1988-03,7.68,
1988-04,7.69,
1988-05,7.69,
1988-06,7.70,
1988-07,7.70,
1988-08,7.71,
1988-09,7.71,
1988-10,7.71,
1988-11,7.71,
1988-12,7.71,
1989-01,7.71,
1989-02,7.71,
1989-03,7.71,
1989-04,7.70,
1989-05,7.69,
1989-06,7.68,
1989-07,7.67,
1989-08,7.67,
1989-09,7.66,
1989-10,7.66,
1989-11,7.65,
1989-12,7.65,
1990-01,7.65,
1990-02,7.65,
1990-03,7.64,
1990-04,7.64,
1990-05,7.64,
1990-06,7.65,
1990-07,7.66,
1990-08,7.67,
1990-09,7.68,
1990-10,7.68,
1990-11,7.68,
1990-12,7.68,
1991-01,7.68,
1991-02,7.66,
1991-03,7.65,
1991-04,7.64,
1991-05,7.62,
1991-06,7.61,
1991-07,7.59,
1991-08,7.57,
1991-09,7.56,
1991-10,7.54,
1991-11,7.53,
1991-12,7.52,
1992-01,7.50,
1992-02,7.49,
1992-03,7.48,
1992-04,7.47,
1992-05,7.46,
1992-06,7.45,
1992-07,7.45,
1992-08,7.44,
1992-09,7.43,
1992-10,7.42,
1992-11,7.42,
1992-12,7.41,
1993-01,7.40,
1993-02,7.39,
1993-03,7.39,
1993-04,7.38,
1993-05,7.37,
1993-06,7.36,
1993-07,7.34,
1993-08,7.32,
1993-09,7.30,
1993-10,7.28,
1993-11,7.26,
1993-12,7.24,
1994-01,7.22,
1994-02,7.20,
1994-03,7.19,
1994-04,7.18,
1994-05,7.17,
1994-06,7.16,
1994-07,7.15,
1994-08,7.14,
1994-09,7.14,
1994-10,7.14,
1994-11,7.14,
1994-12,7.15,
1995-01,7.15,
1995-02,7.15,
1995-03,7.15,
1995-04,7.14,
1995-05,7.14,
1995-06,7.14,
1995-07,7.14,
1995-08,7.14,
1995-09,7.14,
1995-10,7.14,
1995-11,7.14,
1995-12,7.13,
1996-01,7.13,
1996-02,7.13,
1996-03,7.14,
1996-04,7.14,
1996-05,7.14,
1996-06,7.15,
1996-07,7.15,
1996-08,7.16,
1996-09,7.16,
1996-10,7.16,
1996-11,7.15,
1996-12,7.15,
1997-01,7.15,
1997-02,7.15,
1997-03,7.15,
1997-04,7.15,
1997-05,7.15,
1997-06,7.14,
1997-07,7.14,
1997-08,7.13,
1997-09,7.12,
1997-10,7.11,
1997-11,7.10,
1997-12,7.09,
1998-01,7.08,
1998-02,7.07,
1998-03,7.06,
1998-04,7.05,
1998-05,7.03,
1998-06,7.02,
1998-07,7.00,
1998-08,6.98,
1998-09,6.96,
1998-10,6.94,
1998-11,6.92,
1998-12,6.90,
1999-01,6.87,
1999-02,6.85,
1999-03,6.83,
1999-04,6.80,
1999-05,6.78,
1999-06,6.76,
1999-07,6.74,
1999-08,6.73,
1999-09,6.71,
1999-10,6.70,
1999-11,6.68,
1999-12,6.66,
2000-01,6.64,
2000-02,6.61,
2000-03,6.59,
2000-04,6.56,
2000-05,6.53,
2000-06,6.50,
2000-07,6.47,
2000-08,6.44,
2000-09,6.41,
2000-10,6.38,
2000-11,6.34,
2000-12,6.31,
2001-01,6.28,
2001-02,6.25,
2001-03,6.22,
2001-04,6.19,
2001-05,6.16,
2001-06,6.14,
2001-07,6.10,
2001-08,6.08,
2001-09,6.05,
2001-10,6.01,
2001-11,5.98,
2001-12,5.96,
2002-01,5.94,
2002-02,5.91,
2002-03,5.89,
2002-04,5.87,
2002-05,5.84,
2002-06,5.82,
2002-07,5.79,
2002-08,5.76,
2002-09,5.74,
2002-10,5.72,
2002-11,5.69,
2002-12,5.67,
2003-01,5.65,
2003-02,5.63,
2003-03,5.60,
2003-04,5.58,
2003-05,5.56,
2003-06,5.54,
2003-07,5.52,
2003-08,5.50,
2003-09,5.48,
2003-10,5.47,
2003-11,5.46,
2003-12,5.45,
2004-01,5.43,
2004-02,5.42,
2004-03,5.39,
2004-04,5.37,
2004-05,5.35,
2004-06,5.33,
2004-07,5.30,
2004-08,5.28,
2004-09,5.25,
2004-10,5.22,
2004-11,5.18,
2004-12,5.15,
2005-01,5.12,
2005-02,5.09,
2005-03,5.06,
2005-04,5.03,
2005-05,5.00,
2005-06,4.97,
2005-07,4.93,
2005-08,4.90,
2005-09,4.87,
2005-10,4.85,
2005-11,4.82,
2005-12,4.80,
2006-01,4.78,
2006-02,4.75,
2006-03,4.73,
2006-04,4.71,
2006-05,4.69,
2006-06,4.67,
2006-07,4.65,
2006-08,4.63,
2006-09,4.61,
2006-10,4.59,
2006-11,4.57,
2006-12,4.55,
2007-01,4.54,
2007-02,4.53,
2007-03,4.51,
2007-04,4.50,
2007-05,4.48,
2007-06,4.48,
2007-07,4.47,
2007-08,4.45,
2007-09,4.44,
2007-10,4.43,
2007-11,4.42,
2007-12,4.41,
2008-01,4.40,
2008-02,4.40,
2008-03,4.39,
2008-04,4.38,
2008-05,4.38,
2008-06,4.37,
2008-07,4.37,
2008-08,4.37,
2008-09,4.37,
2008-10,4.37,
2008-11,4.36,
2008-12,4.36,
2009-01,4.36,
2009-02,4.35,
2009-03,4.34,
2009-04,4.34,
2009-05,4.33,
2009-06,4.33,
2009-07,4.31,
2009-08,4.30,
2009-09,4.29,
2009-10,4.27,
2009-11,4.25,
2009-12,4.24,
2010-01,4.22,
2010-02,4.20,
2010-03,4.18,
2010-04,4.16,
2010-05,4.14,
2010-06,4.12,
2010-07,4.10,
2010-08,4.07,
2010-09,4.05,
2010-10,4.03,
2010-11,4.01,
2010-12,3.99,
2011-01,3.98,
2011-02,3.97,
2011-03,3.96,
2011-04,3.94,
2011-05,3.92,
2011-06,3.91,
