"",BBK01.WZ3482,BBK01.WZ3482_FLAGS
"",Term structure of interest rates on listed Federal securities (method by Svensson) / residual maturity of 21.0 years / end of month,
unit,PROZENT (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-02 10:10:24,
2000-01,6.14,
2000-02,5.96,
2000-03,5.70,
2000-04,5.73,
2000-05,5.51,
2000-06,5.56,
2000-07,5.48,
2000-08,5.49,
2000-09,5.64,
2000-10,5.64,
2000-11,5.54,
2000-12,5.49,
2001-01,5.49,
2001-02,5.44,
2001-03,5.49,
2001-04,5.69,
2001-05,5.89,
2001-06,5.81,
2001-07,5.64,
2001-08,5.62,
2001-09,5.76,
2001-10,5.34,
2001-11,5.29,
2001-12,5.51,
2002-01,5.40,
2002-02,5.47,
2002-03,5.71,
2002-04,5.66,
2002-05,5.63,
2002-06,5.43,
2002-07,5.41,
2002-08,5.18,
2002-09,5.10,
2002-10,5.36,
2002-11,5.28,
2002-12,5.06,
2003-01,4.88,
2003-02,4.96,
2003-03,5.06,
2003-04,5.10,
2003-05,4.73,
2003-06,4.94,
2003-07,5.10,
2003-08,5.04,
2003-09,5.03,
2003-10,5.20,
2003-11,5.21,
2003-12,5.09,
2004-01,5.15,
2004-02,5.01,
2004-03,4.95,
2004-04,5.13,
2004-05,5.16,
2004-06,5.12,
2004-07,5.04,
2004-08,4.90,
2004-09,4.80,
2004-10,4.69,
2004-11,4.55,
2004-12,4.44,
2005-01,4.15,
2005-02,4.27,
2005-03,4.28,
2005-04,4.09,
2005-05,3.94,
2005-06,3.79,
2005-07,3.78,
2005-08,3.71,
2005-09,3.73,
2005-10,3.90,
2005-11,3.89,
2005-12,3.67,
2006-01,3.83,
2006-02,3.81,
2006-03,4.05,
2006-04,4.29,
2006-05,4.31,
2006-06,4.40,
2006-07,4.27,
2006-08,4.10,
2006-09,3.90,
2006-10,3.94,
2006-11,3.91,
2006-12,4.10,
2007-01,4.26,
2007-02,4.13,
2007-03,4.28,
2007-04,4.42,
2007-05,4.57,
2007-06,4.74,
2007-07,4.56,
2007-08,4.62,
2007-09,4.70,
2007-10,4.56,
2007-11,4.62,
2007-12,4.77,
2008-01,4.63,
2008-02,4.66,
2008-03,4.72,
2008-04,4.80,
2008-05,4.95,
2008-06,4.99,
2008-07,4.88,
2008-08,4.70,
2008-09,4.75,
2008-10,4.59,
2008-11,4.05,
2008-12,3.90,
2009-01,4.26,
2009-02,4.23,
2009-03,4.29,
2009-04,4.36,
2009-05,4.71,
2009-06,4.55,
2009-07,4.37,
2009-08,4.23,
2009-09,4.20,
2009-10,4.33,
2009-11,4.22,
2009-12,4.39,
2010-01,4.21,
2010-02,4.15,
2010-03,4.06,
2010-04,3.92,
2010-05,3.56,
2010-06,3.49,
2010-07,3.58,
2010-08,2.82,
2010-09,3.07,
2010-10,3.26,
2010-11,3.40,
2010-12,3.72,
2011-01,3.83,
2011-02,3.84,
2011-03,4.02,
2011-04,3.96,
2011-05,3.78,
2011-06,3.96,
2011-07,3.61,
2011-08,3.26,
2011-09,2.89,
2011-10,3.16,
2011-11,3.28,
2011-12,2.68,
2012-01,2.82,
2012-02,2.75,
2012-03,2.78,
2012-04,2.70,
2012-05,2.09,
2012-06,2.58,
2012-07,2.36,
2012-08,2.30,
2012-09,2.43,
2012-10,2.50,
2012-11,2.43,
2012-12,2.29,
2013-01,2.51,
2013-02,2.49,
2013-03,2.36,
2013-04,2.23,
2013-05,2.51,
2013-06,2.65,
2013-07,2.68,
2013-08,2.84,
2013-09,2.81,
2013-10,2.80,
2013-11,2.85,
2013-12,2.99,
2014-01,2.69,
2014-02,2.65,
2014-03,2.63,
2014-04,2.57,
2014-05,2.44,
2014-06,2.34,
2014-07,2.19,
2014-08,1.85,
2014-09,1.99,
2014-10,1.72,
2014-11,1.55,
2014-12,1.36,
2015-01,0.92,
