"",BBK01.TS5152,BBK01.TS5152_FLAGS
"",Deposits of non-MFIs / Insurance corporations and pension funds / Short term / Domestic / Outstanding amounts at the end of the month (stocks) / Seasonally adjusted,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-27 09:16:43,
1999-01,13.2,
1999-02,12.5,
1999-03,13.3,
1999-04,13.6,
1999-05,12.9,
1999-06,12.8,
1999-07,13.0,
1999-08,11.8,
1999-09,12.0,
1999-10,12.3,
1999-11,12.5,
1999-12,13.0,
2000-01,13.4,
2000-02,14.0,
2000-03,14.0,
2000-04,13.5,
2000-05,11.9,
2000-06,12.7,
2000-07,12.8,
2000-08,11.9,
2000-09,11.1,
2000-10,12.9,
2000-11,14.1,
2000-12,13.7,
2001-01,14.2,
2001-02,15.1,
2001-03,14.2,
2001-04,15.5,
2001-05,14.3,
2001-06,15.5,
2001-07,14.7,
2001-08,14.6,
2001-09,16.7,
2001-10,15.8,
2001-11,17.4,
2001-12,18.2,
2002-01,16.8,
2002-02,15.7,
2002-03,14.8,
2002-04,16.0,
2002-05,16.9,
2002-06,17.5,
2002-07,20.2,
2002-08,20.5,
2002-09,21.6,
2002-10,22.2,
2002-11,21.5,
2002-12,24.0,
2003-01,23.1,
2003-02,22.0,
2003-03,25.5,
2003-04,26.6,
2003-05,25.9,
2003-06,27.8,
2003-07,25.3,
2003-08,24.4,
2003-09,22.8,
2003-10,21.2,
2003-11,21.4,
2003-12,22.7,
2004-01,25.0,
2004-02,23.7,
2004-03,26.8,
2004-04,24.5,
2004-05,24.8,
2004-06,22.7,
2004-07,24.5,
2004-08,27.6,
2004-09,29.8,
2004-10,30.3,
2004-11,30.5,
2004-12,24.1,
2005-01,26.7,
2005-02,26.3,
2005-03,26.5,
2005-04,28.3,
2005-05,29.5,
2005-06,27.5,
2005-07,28.1,
2005-08,27.7,
2005-09,26.4,
2005-10,24.9,
2005-11,25.0,
2005-12,22.9,
2006-01,24.0,
2006-02,24.1,
2006-03,23.7,
2006-04,23.0,
2006-05,22.4,
2006-06,23.4,
2006-07,24.4,
2006-08,23.7,
2006-09,23.9,
2006-10,24.1,
2006-11,26.7,
2006-12,26.9,
2007-01,24.1,
2007-02,24.2,
2007-03,24.4,
2007-04,25.2,
2007-05,26.5,
2007-06,27.2,
2007-07,29.8,
2007-08,26.1,
2007-09,26.8,
2007-10,28.3,
2007-11,31.8,
2007-12,31.1,
2008-01,32.3,
2008-02,31.6,
2008-03,33.0,
2008-04,32.5,
2008-05,32.4,
2008-06,34.4,
2008-07,32.6,
2008-08,33.6,
2008-09,33.9,
2008-10,35.2,
2008-11,36.5,
2008-12,36.6,
2009-01,37.9,
2009-02,40.7,
2009-03,42.1,
2009-04,40.1,
2009-05,36.3,
2009-06,34.7,
2009-07,37.2,
2009-08,37.9,
2009-09,38.9,
2009-10,38.6,
2009-11,37.2,
2009-12,37.3,
2010-01,36.4,
2010-02,35.2,
2010-03,34.9,
2010-04,34.2,
2010-05,35.5,
2010-06,33.7,
2010-07,33.4,
2010-08,33.3,
2010-09,31.7,
2010-10,32.7,
2010-11,31.6,
2010-12,29.9,
2011-01,31.3,
2011-02,31.5,
2011-03,32.3,
2011-04,33.1,
2011-05,33.5,
2011-06,35.0,
2011-07,35.7,
2011-08,38.6,
2011-09,39.9,
2011-10,41.2,
2011-11,39.1,
2011-12,39.1,
2012-01,37.5,
2012-02,38.2,
2012-03,38.9,
2012-04,39.4,
2012-05,41.0,
2012-06,39.7,
2012-07,40.4,
2012-08,39.7,
2012-09,40.7,
2012-10,40.3,
2012-11,40.9,
2012-12,41.6,
2013-01,41.6,
2013-02,40.8,
2013-03,40.2,
2013-04,41.4,
2013-05,40.6,
2013-06,37.2,
2013-07,38.4,
2013-08,39.0,
2013-09,37.5,
2013-10,37.5,
2013-11,37.1,
2013-12,34.0,
2014-01,38.8,
2014-02,39.4,
2014-03,40.2,
2014-04,40.4,
2014-05,40.7,
2014-06,41.7,
2014-07,42.7,
2014-08,43.3,
2014-09,40.0,
2014-10,39.8,
2014-11,39.4,
2014-12,39.1,Provisional value
2015-01,37.8,
