"",2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
1994-01,0.288,0.288,0.290,0.290,0.290,0.290,0.288,0.288,0.288,0.288,0.288,0.288,0.305,0.305
1994-04,0.292,0.292,0.290,0.290,0.290,0.290,0.292,0.292,0.292,0.292,0.292,0.292,0.309,0.309
1994-07,0.298,0.298,0.300,0.300,0.300,0.300,0.298,0.298,0.298,0.298,0.298,0.298,0.315,0.315
1994-10,0.303,0.303,0.300,0.300,0.300,0.300,0.303,0.303,0.303,0.303,0.303,0.303,0.319,0.319
1995-01,0.310,0.310,0.310,0.310,0.310,0.310,0.310,0.310,0.310,0.310,0.310,0.310,0.324,0.324
1995-04,0.319,0.319,0.320,0.320,0.320,0.320,0.319,0.319,0.319,0.319,0.319,0.319,0.331,0.331
1995-07,0.319,0.319,0.320,0.320,0.320,0.320,0.319,0.319,0.319,0.319,0.319,0.319,0.331,0.331
1995-10,0.320,0.320,0.320,0.320,0.320,0.320,0.320,0.320,0.320,0.320,0.320,0.320,0.334,0.334
1996-01,0.321,0.321,0.320,0.320,0.320,0.320,0.321,0.321,0.321,0.321,0.321,0.321,0.335,0.335
1996-04,0.324,0.324,0.320,0.320,0.320,0.320,0.324,0.324,0.324,0.324,0.324,0.324,0.337,0.337
1996-07,0.331,0.331,0.330,0.330,0.330,0.330,0.331,0.331,0.331,0.331,0.331,0.331,0.343,0.343
1996-10,0.339,0.339,0.340,0.340,0.340,0.340,0.339,0.339,0.339,0.339,0.339,0.339,0.350,0.350
1997-01,0.347,0.347,0.350,0.350,0.350,0.350,0.347,0.347,0.347,0.347,0.347,0.347,0.355,0.355
1997-04,0.354,0.354,0.350,0.350,0.350,0.350,0.354,0.354,0.355,0.355,0.355,0.355,0.361,0.361
1997-07,0.362,0.362,0.360,0.360,0.360,0.360,0.362,0.362,0.362,0.362,0.362,0.362,0.369,0.369
1997-10,0.368,0.368,0.370,0.370,0.370,0.370,0.368,0.368,0.368,0.368,0.368,0.368,0.374,0.374
1998-01,0.378,0.378,0.380,0.380,0.380,0.380,0.378,0.378,0.378,0.378,0.378,0.378,0.384,0.384
1998-04,0.385,0.385,0.390,0.390,0.390,0.390,0.385,0.385,0.385,0.385,0.385,0.385,0.393,0.393
1998-07,0.394,0.394,0.390,0.390,0.390,0.390,0.394,0.394,0.394,0.394,0.394,0.394,0.401,0.401
1998-10,0.402,0.402,0.400,0.400,0.400,0.400,0.402,0.402,0.402,0.402,0.402,0.402,0.408,0.408
1999-01,0.405,0.405,0.410,0.410,0.410,0.410,0.405,0.405,0.405,0.405,0.405,0.405,0.411,0.411
1999-04,0.410,0.410,0.410,0.410,0.410,0.410,0.410,0.410,0.410,0.410,0.410,0.410,0.418,0.418
1999-07,0.417,0.417,0.420,0.420,0.420,0.420,0.417,0.417,0.417,0.417,0.417,0.417,0.425,0.425
1999-10,0.420,0.420,0.420,0.420,0.420,0.420,0.420,0.420,0.420,0.420,0.420,0.420,0.432,0.432
2000-01,0.420,0.420,0.420,0.420,0.420,0.420,0.420,0.420,0.420,0.420,0.420,0.420,0.438,0.438
2000-04,0.425,0.425,0.430,0.430,0.430,0.430,0.425,0.425,0.425,0.425,0.425,0.425,0.440,0.440
2000-07,0.426,0.426,0.430,0.430,0.430,0.430,0.426,0.426,0.426,0.426,0.426,0.426,0.441,0.441
2000-10,0.429,0.429,0.430,0.430,0.430,0.430,0.429,0.429,0.429,0.429,0.429,0.429,0.440,0.440
2001-01,0.420,0.420,0.420,0.420,0.420,0.420,0.420,0.420,0.420,0.420,0.420,0.420,0.433,0.433
2001-04,0.422,0.422,0.420,0.420,0.420,0.420,0.422,0.422,0.422,0.422,0.422,0.422,0.434,0.434
2001-07,0.423,0.423,0.420,0.420,0.420,0.420,0.422,0.422,0.422,0.422,0.422,0.422,0.434,0.434
2001-10,0.424,0.424,0.420,0.420,0.420,0.420,0.424,0.424,0.424,0.424,0.424,0.424,0.437,0.437
2002-01,0.426,0.426,0.430,0.430,0.430,0.430,0.426,0.426,0.426,0.426,0.426,0.426,0.437,0.437
2002-04,0.425,0.425,0.430,0.430,0.430,0.430,0.425,0.425,0.425,0.425,0.425,0.425,0.436,0.436
2002-07,0.424,0.424,0.420,0.420,0.420,0.420,0.424,0.424,0.424,0.424,0.424,0.424,0.434,0.434
2002-10,0.423,0.423,0.420,0.420,0.420,0.420,0.423,0.423,0.423,0.423,0.423,0.423,0.433,0.433
2003-01,0.423,0.423,0.420,0.420,0.420,0.420,0.423,0.423,0.423,0.423,0.423,0.423,0.434,0.434
2003-04,0.427,0.427,0.430,0.430,0.430,0.430,0.427,0.427,0.427,0.427,0.427,0.427,0.437,0.437
2003-07,0.425,0.425,0.430,0.430,0.430,0.430,0.425,0.425,0.425,0.425,0.425,0.425,0.436,0.436
2003-10,0.424,0.424,0.420,0.420,0.420,0.420,0.424,0.424,0.424,0.424,0.424,0.424,0.434,0.434
2004-01,0.427,0.427,0.430,0.430,0.430,0.430,0.427,0.427,0.427,0.427,0.427,0.427,0.435,0.435
2004-04,0.432,0.432,0.430,0.430,0.430,0.430,0.432,0.432,0.432,0.432,0.432,0.432,0.440,0.440
2004-07,0.433,0.433,0.430,0.430,0.430,0.430,0.433,0.433,0.433,0.433,0.433,0.433,0.439,0.439
2004-10,0.435,0.435,0.440,0.440,0.440,0.440,0.435,0.435,0.435,0.435,0.435,0.435,0.441,0.441
2005-01,0.434,0.434,0.430,0.430,0.430,0.430,0.434,0.434,0.434,0.434,0.434,0.434,0.441,0.441
2005-04,0.434,0.434,0.430,0.430,0.430,0.430,0.434,0.434,0.434,0.434,0.434,0.434,0.440,0.440
2005-07,0.435,0.435,0.440,0.440,0.440,0.440,0.435,0.435,0.435,0.435,0.435,0.435,0.443,0.443
2005-10,0.439,0.439,0.440,0.440,0.440,0.440,0.439,0.439,0.439,0.439,0.439,0.439,0.447,0.447
2006-01,0.439,0.439,0.440,0.440,0.440,0.440,0.439,0.439,0.439,0.439,0.439,0.439,0.447,0.447
2006-04,0.442,0.442,0.440,0.440,0.440,0.440,0.442,0.442,0.442,0.442,0.442,0.442,0.450,0.450
2006-07,0.443,0.443,0.440,0.440,0.440,0.440,0.443,0.443,0.443,0.443,0.443,0.443,0.453,0.453
2006-10,0.448,0.448,0.450,0.450,0.450,0.450,0.448,0.448,0.448,0.448,0.448,0.448,0.477,0.477
2007-01,0.444,0.444,0.440,0.440,0.440,0.440,0.444,0.444,0.444,0.444,0.444,0.444,0.475,0.475
2007-04,0.442,0.442,0.440,0.440,0.440,0.440,0.442,0.442,0.442,0.442,0.442,0.442,0.472,0.472
2007-07,0.442,0.442,0.440,0.440,0.440,0.440,0.442,0.442,0.442,0.442,0.442,0.442,0.473,0.473
2007-10,0.442,0.442,0.440,0.440,0.440,0.440,0.442,0.442,0.442,0.442,0.442,0.442,0.474,0.474
2008-01,0.444,0.444,0.440,0.440,0.440,0.440,0.443,0.443,0.443,0.443,0.443,0.443,0.479,0.479
2008-04,0.443,0.443,0.440,0.440,0.450,0.450,0.445,0.445,0.445,0.445,0.445,0.445,0.481,0.481
2008-07,0.442,0.442,0.440,0.440,0.440,0.440,0.444,0.444,0.444,0.444,0.444,0.444,0.481,0.481
2008-10,0.429,0.429,0.430,0.430,0.430,0.430,0.432,0.432,0.432,0.432,0.432,0.432,0.466,0.466
2009-01,0.425,0.425,0.430,0.430,0.430,0.430,0.428,0.428,0.429,0.429,0.429,0.429,0.462,0.462
2009-04,0.428,0.428,0.430,0.430,0.430,0.430,0.434,0.434,0.435,0.435,0.435,0.435,0.464,0.464
2009-07,0.429,0.429,0.430,0.430,0.440,0.440,0.438,0.438,0.438,0.438,0.438,0.438,0.464,0.464
2009-10,0.430,0.430,0.430,0.430,0.440,0.440,0.439,0.439,0.439,0.439,0.439,0.439,0.464,0.464
2010-01,0.430,0.430,0.430,0.430,0.440,0.440,0.439,0.439,0.440,0.440,0.440,0.440,0.464,0.464
2010-04,0.430,0.430,0.430,0.430,0.440,0.440,0.440,0.440,0.442,0.442,0.442,0.442,0.463,0.463
2010-07,0.430,0.430,0.430,0.430,0.440,0.440,0.440,0.440,0.442,0.442,0.442,0.442,0.463,0.463
2010-10,0.431,0.431,0.430,0.430,0.440,0.440,0.441,0.441,0.444,0.444,0.444,0.444,0.462,0.462
2011-01,0.433,0.433,0.430,0.430,0.440,0.440,0.444,0.444,0.446,0.446,0.446,0.446,0.463,0.463
2011-04,0.433,0.434,0.430,0.430,0.450,0.450,0.446,0.446,0.447,0.447,0.447,0.447,0.463,0.463
2011-07,,0.435,0.440,0.440,0.450,0.450,0.447,0.447,0.447,0.447,0.447,0.447,0.463,0.463
2011-10,,,0.440,0.440,0.450,0.450,0.448,0.448,0.445,0.445,0.445,0.445,0.465,0.465
2012-01,,,,0.440,0.450,0.450,0.451,0.450,0.447,0.447,0.447,0.447,0.466,0.466
2012-04,,,,,0.450,0.450,0.453,0.450,0.450,0.450,0.450,0.450,0.467,0.467
2012-07,,,,,,0.450,0.456,0.452,0.452,0.452,0.452,0.452,0.468,0.468
2012-10,,,,,,,0.456,0.452,0.454,0.454,0.454,0.454,0.467,0.467
2013-01,,,,,,,,0.457,0.455,0.453,0.451,0.451,0.466,0.466
2013-04,,,,,,,,,0.456,0.457,0.452,0.451,0.463,0.463
2013-07,,,,,,,,,,0.458,0.456,0.452,0.462,0.462
2013-10,,,,,,,,,,,0.456,0.449,0.463,0.463
2014-01,,,,,,,,,,,,0.448,0.465,0.466
2014-04,,,,,,,,,,,,,0.467,0.467
2014-07,,,,,,,,,,,,,,0.465
