"",2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,Anzahl,Anzahl,Anzahl,Anzahl,Anzahl,Anzahl,Anzahl,Anzahl
unit multiplier,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million
Baseyear,,,,,,,,,,,,,,,
Record meth,Manual,Manual,,,,,,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.790,1.790,1.790
1991-04,1.909,1.909,1.909,1.909,1.909,1.909,1.909,1.909,1.909,1.909,1.909,1.909,1.826,1.826,1.826
1991-07,1.922,1.922,1.922,1.922,1.922,1.922,1.922,1.922,1.922,1.922,1.922,1.922,1.836,1.836,1.836
1991-10,1.951,1.951,1.951,1.951,1.951,1.951,1.951,1.951,1.951,1.951,1.951,1.951,1.861,1.861,1.861
1992-01,1.950,1.950,1.950,1.950,1.950,1.950,1.950,1.950,1.950,1.950,1.950,1.950,1.884,1.884,1.884
1992-04,1.962,1.962,1.962,1.962,1.962,1.962,1.962,1.962,1.962,1.962,1.962,1.962,1.898,1.898,1.898
1992-07,1.970,1.970,1.970,1.970,1.970,1.970,1.970,1.970,1.970,1.970,1.970,1.970,1.904,1.904,1.904
1992-10,1.984,1.984,1.984,1.984,1.984,1.984,1.984,1.984,1.984,1.984,1.984,1.984,1.919,1.919,1.919
1993-01,1.969,1.969,1.969,1.969,1.969,1.969,1.969,1.969,1.969,1.969,1.969,1.969,1.912,1.912,1.912
1993-04,1.976,1.976,1.976,1.976,1.976,1.976,1.976,1.976,1.976,1.976,1.976,1.976,1.921,1.921,1.921
1993-07,1.989,1.989,1.989,1.989,1.989,1.989,1.989,1.989,1.989,1.989,1.989,1.989,1.933,1.933,1.933
1993-10,2.005,2.005,2.005,2.005,2.005,2.005,2.005,2.005,2.005,2.005,2.005,2.005,1.953,1.953,1.953
1994-01,2.024,2.024,2.024,2.024,2.024,2.024,2.024,2.024,2.024,2.024,2.024,2.024,1.979,1.979,1.979
1994-04,2.041,2.041,2.041,2.041,2.041,2.041,2.041,2.041,2.041,2.041,2.041,2.041,1.999,1.999,1.999
1994-07,2.061,2.061,2.061,2.061,2.061,2.061,2.061,2.061,2.061,2.061,2.061,2.061,2.018,2.018,2.018
1994-10,2.085,2.085,2.085,2.085,2.085,2.085,2.085,2.085,2.085,2.085,2.085,2.085,2.044,2.044,2.044
1995-01,2.090,2.090,2.090,2.090,2.090,2.090,2.090,2.090,2.090,2.090,2.090,2.090,2.062,2.062,2.062
1995-04,2.106,2.106,2.106,2.106,2.106,2.106,2.106,2.106,2.106,2.106,2.106,2.106,2.078,2.078,2.078
1995-07,2.105,2.105,2.105,2.105,2.105,2.105,2.105,2.105,2.105,2.105,2.105,2.105,2.076,2.076,2.076
1995-10,2.112,2.112,2.112,2.112,2.112,2.112,2.112,2.112,2.112,2.112,2.112,2.112,2.086,2.086,2.086
1996-01,2.117,2.117,2.117,2.117,2.117,2.117,2.117,2.117,2.117,2.117,2.117,2.117,2.098,2.098,2.098
1996-04,2.137,2.137,2.137,2.137,2.137,2.137,2.137,2.137,2.137,2.137,2.137,2.137,2.120,2.120,2.120
1996-07,2.143,2.143,2.143,2.143,2.143,2.143,2.143,2.143,2.143,2.143,2.143,2.143,2.125,2.125,2.125
1996-10,2.152,2.152,2.152,2.152,2.152,2.152,2.152,2.152,2.152,2.152,2.152,2.152,2.136,2.136,2.136
1997-01,2.165,2.165,2.165,2.165,2.165,2.165,2.165,2.165,2.165,2.165,2.165,2.165,2.148,2.148,2.148
1997-04,2.180,2.180,2.180,2.180,2.180,2.180,2.180,2.180,2.180,2.180,2.180,2.180,2.164,2.164,2.164
