"",2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,Euro,Euro,Euro
unit multiplier,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion
Baseyear,,,,,,,,,,,,,,,
Record meth,Manual,Manual,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,10.12,10.12,10.12,10.12,10.12,10.12,10.12,10.12,10.12,10.12,10.12,10.12,9.245,9.245,9.245
1991-04,10.49,10.49,10.49,10.49,10.49,10.49,10.49,10.49,10.49,10.49,10.49,10.49,9.601,9.601,9.601
1991-07,10.91,10.91,10.91,10.91,10.91,10.91,10.91,10.91,10.91,10.91,10.91,10.91,9.961,9.961,9.961
1991-10,11.20,11.20,11.20,11.20,11.20,11.20,11.20,11.20,11.20,11.20,11.20,11.20,10.199,10.199,10.199
1992-01,11.41,11.41,11.41,11.41,11.41,11.41,11.41,11.41,11.41,11.41,11.41,11.41,10.408,10.408,10.408
1992-04,11.73,11.73,11.73,11.73,11.73,11.73,11.73,11.73,11.73,11.73,11.73,11.73,10.681,10.681,10.681
1992-07,12.38,12.38,12.38,12.38,12.38,12.38,12.38,12.38,12.38,12.38,12.38,12.38,11.175,11.175,11.175
1992-10,12.42,12.42,12.42,12.42,12.42,12.42,12.42,12.42,12.42,12.42,12.42,12.42,11.190,11.190,11.190
1993-01,12.61,12.61,12.61,12.61,12.61,12.61,12.61,12.61,12.61,12.61,12.61,12.61,11.359,11.359,11.359
1993-04,12.89,12.89,12.89,12.89,12.89,12.89,12.89,12.89,12.89,12.89,12.89,12.89,11.597,11.597,11.597
1993-07,13.10,13.10,13.10,13.10,13.10,13.10,13.10,13.10,13.10,13.10,13.10,13.10,11.738,11.738,11.738
1993-10,13.33,13.33,13.33,13.33,13.33,13.33,13.33,13.33,13.33,13.33,13.33,13.33,11.958,11.958,11.958
1994-01,13.50,13.50,13.50,13.50,13.49,13.49,13.49,13.49,13.49,13.49,13.49,13.49,12.136,12.136,12.136
1994-04,13.58,13.58,13.58,13.58,13.58,13.58,13.58,13.58,13.58,13.58,13.58,13.58,12.250,12.250,12.250
1994-07,13.78,13.78,13.78,13.78,13.78,13.78,13.78,13.78,13.78,13.78,13.78,13.78,12.516,12.516,12.516
1994-10,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,12.857,12.857,12.857
1995-01,14.33,14.33,14.33,14.33,14.32,14.32,14.32,14.32,14.32,14.32,14.32,14.32,13.119,13.119,13.119
1995-04,14.62,14.62,14.62,14.62,14.62,14.62,14.62,14.62,14.62,14.62,14.62,14.62,13.440,13.440,13.440
1995-07,14.86,14.86,14.86,14.86,14.87,14.87,14.87,14.87,14.87,14.87,14.87,14.87,13.642,13.642,13.642
1995-10,15.05,15.05,15.05,15.05,15.05,15.05,15.05,15.05,15.05,15.05,15.05,15.05,13.825,13.825,13.825
1996-01,15.55,15.55,15.55,15.55,15.54,15.54,15.54,15.54,15.54,15.54,15.54,15.54,14.277,14.277,14.277
1996-04,15.67,15.67,15.67,15.67,15.68,15.68,15.68,15.68,15.68,15.68,15.68,15.68,14.416,14.416,14.416
1996-07,15.80,15.80,15.80,15.80,15.80,15.80,15.80,15.80,15.80,15.80,15.80,15.80,14.610,14.610,14.610
1996-10,15.94,15.94,15.94,15.94,15.94,15.94,15.94,15.94,15.94,15.94,15.94,15.94,14.779,14.779,14.779
1997-01,16.12,16.12,16.12,16.12,16.11,16.11,16.11,16.11,16.11,16.11,16.11,16.11,14.971,14.971,14.971
1997-04,16.21,16.21,16.21,16.21,16.22,16.22,16.22,16.22,16.22,16.22,16.22,16.22,15.142,15.142,15.142
1997-07,16.45,16.45,16.45,16.45,16.45,16.45,16.45,16.45,16.45,16.45,16.45,16.45,15.301,15.301,15.301
1997-10,16.70,16.70,16.70,16.70,16.70,16.70,16.70,16.70,16.70,16.70,16.70,16.70,15.607,15.607,15.607
1998-01,16.95,16.95,16.95,16.95,16.94,16.94,16.94,16.94,16.94,16.94,16.94,16.94,15.917,15.917,15.917
1998-04,17.35,17.35,17.35,17.35,17.35,17.35,17.35,17.35,17.35,17.35,17.35,17.35,16.414,16.414,16.414
1998-07,17.74,17.74,17.74,17.74,17.75,17.75,17.75,17.75,17.75,17.75,17.75,17.75,16.932,16.932,16.932
1998-10,18.07,18.07,18.07,18.07,18.07,18.07,18.07,18.07,18.07,18.07,18.07,18.07,17.130,17.130,17.130
1999-01,18.41,18.41,18.41,18.41,18.41,18.41,18.41,18.41,18.41,18.41,18.41,18.41,17.268,17.268,17.268
1999-04,19.15,19.15,19.15,19.15,19.15,19.15,19.15,19.15,19.16,19.16,19.16,19.16,18.038,18.038,18.038
1999-07,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29,18.245,18.245,18.245
1999-10,19.70,19.70,19.70,19.70,19.70,19.70,19.70,19.70,19.70,19.70,19.70,19.70,18.747,18.747,18.747
