"",2005-11-22,2005-12-22,2006-01-24,2006-02-20,2006-03-20,2006-04-24,2006-05-24,2006-06-21,2006-07-21,2006-08-22,2006-09-20,2006-10-20,2006-11-22,2006-12-20,2007-01-22,2007-02-23,2007-03-23,2007-04-23,2007-05-23,2007-06-21,2007-07-20,2007-08-21,2007-09-21,2007-10-23,2007-11-21,2007-12-19,2008-01-21,2008-02-20,2008-03-25,2008-04-21,2008-05-21,2008-06-25,2008-07-21,2008-08-22,2008-09-24,2008-10-21,2008-11-25,2008-12-19,2009-01-23,2009-02-25,2009-03-31,2009-04-24,2009-05-25,2009-06-25,2009-07-24,2009-08-25,2009-09-25,2009-10-23,2009-11-25,2009-12-21,2010-01-25,2010-02-25,2010-03-24,2010-04-23,2010-05-25,2010-06-25,2010-07-23,2010-08-25,2010-09-23,2010-10-22,2010-11-25,2010-12-21,2011-01-25,2011-02-24,2011-03-24,2011-04-21,2011-05-24,2011-06-21,2011-07-21,2011-08-25,2011-09-21,2011-10-25,2011-11-23,2011-12-20,2012-01-24,2012-02-22,2012-03-23,2012-04-23,2012-05-25,2012-06-25,2012-07-25,2012-08-24,2012-09-25,2012-10-25,2012-11-23,2012-12-21,2013-01-25,2013-02-25,2013-03-25,2013-04-25,2013-05-23,2013-06-25,2013-07-25,2013-08-23,2013-09-26,2013-10-25,2013-11-25,2013-12-20,2014-01-23,2014-02-24,2014-03-24,2014-04-25,2014-05-22,2014-06-25,2014-07-25,2014-08-25,2014-09-25,2014-10-23,2014-11-24,2014-12-19,2015-01-23,2015-02-25
1995-06,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193,160193
1995-07,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167,152167
1995-08,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059,158059
1995-09,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358,160358
1995-10,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359,159359
1995-11,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350,159350
1995-12,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203,99203
1996-01,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801,83801
1996-02,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598,73598
1996-03,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191,115191
1996-04,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931,144931
1996-05,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390,148390
1996-06,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074,148074
1996-07,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455,156455
1996-08,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522,142522
1996-09,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465,154465
1996-10,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051,154051
1996-11,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349,138349
1996-12,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378,102378
1997-01,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993,70993
1997-02,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991,87991
1997-03,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813,115813
1997-04,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022,147022
1997-05,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982,124982
1997-06,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606,144606
1997-07,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346,147346
1997-08,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210,123210
1997-09,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804,148804
1997-10,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625,145625
1997-11,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110,129110
1997-12,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176,94176
1998-01,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056,82056
1998-02,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807,82807
1998-03,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579,117579
1998-04,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462,123462
1998-05,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133,121133
1998-06,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029,132029
1998-07,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495,138495
