"",2005-11-16,2005-12-16,2006-01-16,2006-02-16,2006-03-28,2006-06-16,2006-06-26,2006-07-03,2006-07-17,2006-08-16,2006-09-14,2006-10-16,2006-11-17,2006-12-15,2007-01-16,2007-02-16,2007-03-21,2007-04-16,2007-05-10,2007-06-15,2007-07-13,2007-08-16,2007-09-14,2007-10-15,2007-11-16,2007-12-14,2008-01-16,2008-02-15,2008-03-17,2008-04-14,2008-05-16,2008-06-19,2008-07-14,2008-08-15,2008-09-16,2008-10-16,2008-11-17,2008-12-16,2009-01-16,2009-02-16,2009-03-16,2010-03-04,2010-03-15,2010-04-16,2010-05-17,2010-06-15,2010-07-14,2010-08-16,2010-09-15,2010-10-15,2010-11-15,2010-12-14,2011-01-17,2011-02-14,2011-03-17,2011-04-15,2011-05-16,2011-06-15,2011-07-15,2011-08-15,2011-09-15,2011-10-17,2011-11-14,2011-12-15,2012-01-16,2012-02-14,2012-03-15,2012-04-16,2012-05-14,2012-06-15,2012-07-16,2012-08-15,2012-09-17,2012-10-15,2012-11-14,2012-12-17,2013-01-16,2013-02-15,2013-04-15,2013-05-15,2013-06-17,2013-07-15,2013-08-12,2013-09-16,2013-10-15,2013-11-15,2013-12-16,2014-01-16,2014-02-17,2014-03-17,2014-04-15,2014-05-15,2014-06-16,2014-07-15,2014-08-15,2014-09-15,2014-10-15,2014-11-17,2014-12-15,2015-01-16,2015-02-17
1991-07,146.73,146.73,146.73,146.73,146.73,146.72,146.72,146.72,146.72,146.72,146.72,146.72,146.72,146.72,146.72,146.72,146.72,146.72,146.71,146.71,146.71,146.71,146.71,146.71,146.71,146.71,146.71,146.71,146.66,146.66,146.66,146.66,146.66,146.66,146.66,146.66,146.66,146.66,146.66,146.66,146.66,159.66,159.66,159.66,159.66,159.66,159.66,159.66,159.66,159.66,159.66,159.66,159.66,159.66,159.66,159.66,159.66,159.66,159.66,159.66,159.66,159.66,159.66,159.66,159.66,159.66,159.66,159.66,159.66,159.66,159.66,159.66,159.66,159.66,159.66,159.66,159.66,159.66,163.37,163.37,163.37,163.37,163.37,163.37,163.37,163.37,163.37,163.37,163.37,163.37,163.37,163.37,163.37,163.37,163.37,163.37,163.37,163.37,163.37,163.37,163.37
1991-08,145.22,145.22,145.22,145.22,145.22,145.21,145.21,145.21,145.21,145.21,145.21,145.20,145.20,145.20,145.20,145.20,145.20,145.20,145.20,145.20,145.20,145.20,145.20,145.20,145.20,145.20,145.20,145.20,145.20,145.20,145.20,145.20,145.20,145.20,145.20,145.20,145.20,145.20,145.20,145.20,145.20,158.07,158.07,158.07,158.07,158.07,158.07,158.07,158.07,158.07,158.07,158.07,158.07,158.07,158.07,158.07,158.07,158.07,158.07,158.07,158.07,158.07,158.07,158.07,158.07,158.07,158.07,158.07,158.07,158.07,158.07,158.07,158.07,158.07,158.07,158.07,158.07,158.07,161.74,161.74,161.74,161.74,161.74,161.74,161.74,161.74,161.74,161.74,161.74,161.74,161.74,161.74,161.74,161.74,161.74,161.74,161.74,161.74,161.74,161.74,161.74
1991-09,144.14,144.14,144.14,144.14,144.14,144.13,144.13,144.13,144.13,144.13,144.13,144.12,144.12,144.12,144.12,144.12,144.12,144.12,144.14,144.14,144.14,144.14,144.14,144.14,144.14,144.14,144.14,144.14,144.15,144.15,144.15,144.15,144.15,144.15,144.15,144.15,144.15,144.15,144.15,144.15,144.15,156.92,156.92,156.92,156.92,156.92,156.92,156.92,156.92,156.92,156.92,156.92,156.92,156.92,156.92,156.92,156.92,156.92,156.92,156.92,156.92,156.92,156.92,156.92,156.92,156.92,156.92,156.92,156.92,156.92,156.92,156.92,156.92,156.92,156.92,156.92,156.92,156.92,160.56,160.56,160.56,160.56,160.56,160.56,160.56,160.56,160.56,160.56,160.56,160.56,160.56,160.56,160.56,160.56,160.56,160.56,160.56,160.56,160.56,160.56,160.56
1991-10,142.60,142.60,142.60,142.60,142.60,142.60,142.60,142.60,142.60,142.60,142.60,142.59,142.59,142.59,142.59,142.59,142.59,142.59,142.62,142.62,142.62,142.62,142.62,142.62,142.62,142.62,142.62,142.62,142.63,142.63,142.63,142.63,142.63,142.63,142.63,142.63,142.63,142.63,142.63,142.63,142.63,155.27,155.27,155.27,155.27,155.27,155.27,155.27,155.27,155.27,155.27,155.27,155.27,155.27,155.27,155.27,155.27,155.27,155.27,155.27,155.27,155.27,155.27,155.27,155.27,155.27,155.27,155.27,155.27,155.27,155.27,155.27,155.27,155.27,155.27,155.27,155.27,155.27,158.88,158.88,158.88,158.88,158.88,158.88,158.88,158.88,158.88,158.88,158.88,158.88,158.88,158.88,158.88,158.88,158.88,158.88,158.88,158.88,158.88,158.88,158.88
1991-11,141.55,141.55,141.55,141.55,141.55,141.55,141.55,141.55,141.55,141.55,141.55,141.56,141.56,141.56,141.56,141.56,141.56,141.56,141.59,141.59,141.59,141.59,141.59,141.59,141.59,141.59,141.59,141.59,141.60,141.60,141.60,141.60,141.60,141.60,141.60,141.60,141.60,141.60,141.60,141.60,141.60,154.15,154.15,154.15,154.15,154.15,154.15,154.15,154.15,154.15,154.15,154.15,154.15,154.15,154.15,154.15,154.15,154.15,154.15,154.15,154.15,154.15,154.15,154.15,154.15,154.15,154.15,154.15,154.15,154.15,154.15,154.15,154.15,154.15,154.15,154.15,154.15,154.15,157.73,157.73,157.73,157.73,157.73,157.73,157.73,157.73,157.73,157.73,157.73,157.73,157.73,157.73,157.73,157.73,157.73,157.73,157.73,157.73,157.73,157.73,157.73
1991-12,140.17,140.17,140.17,140.17,140.17,140.18,140.18,140.18,140.18,140.18,140.18,140.18,140.18,140.18,140.18,140.18,140.18,140.18,140.22,140.22,140.22,140.22,140.22,140.22,140.22,140.22,140.22,140.22,140.23,140.23,140.23,140.23,140.23,140.23,140.23,140.23,140.23,140.23,140.23,140.23,140.23,152.66,152.66,152.66,152.66,152.66,152.66,152.66,152.66,152.66,152.66,152.66,152.66,152.66,152.66,152.66,152.66,152.66,152.66,152.66,152.66,152.66,152.66,152.66,152.66,152.66,152.66,152.66,152.66,152.66,152.66,152.66,152.66,152.66,152.66,152.66,152.66,152.66,156.21,156.21,156.21,156.21,156.21,156.21,156.21,156.21,156.21,156.21,156.21,156.21,156.21,156.21,156.21,156.21,156.21,156.21,156.21,156.21,156.21,156.21,156.21
1992-01,137.03,137.03,137.03,137.03,137.03,137.06,137.06,137.06,137.06,137.06,137.06,137.06,137.06,137.06,137.06,137.06,137.06,137.06,137.03,137.03,137.03,137.03,137.03,137.03,137.03,137.03,137.03,137.03,137.03,137.03,137.03,137.03,137.03,137.03,137.03,137.03,137.03,137.03,137.03,137.03,137.03,149.17,149.17,149.17,149.17,149.17,149.17,149.17,149.17,149.17,149.17,149.17,149.17,149.17,149.17,149.17,149.17,149.17,149.17,149.17,149.17,149.17,149.17,149.17,149.17,149.17,149.17,149.17,149.17,149.17,149.17,149.17,149.17,149.17,149.17,149.17,149.17,149.17,152.63,152.63,152.63,152.63,152.63,152.63,152.63,152.63,152.63,152.63,152.63,152.63,152.63,152.63,152.63,152.63,152.63,152.63,152.63,152.63,152.63,152.63,152.63
1992-02,136.20,136.20,136.20,136.20,136.20,136.20,136.20,136.20,136.20,136.20,136.20,136.20,136.20,136.20,136.20,136.20,136.20,136.20,136.17,136.17,136.17,136.17,136.17,136.17,136.17,136.17,136.17,136.17,136.17,136.17,136.17,136.17,136.17,136.17,136.17,136.17,136.17,136.17,136.17,136.17,136.17,148.24,148.24,148.24,148.24,148.24,148.24,148.24,148.24,148.24,148.24,148.24,148.24,148.24,148.24,148.24,148.24,148.24,148.24,148.24,148.24,148.24,148.24,148.24,148.24,148.24,148.24,148.24,148.24,148.24,148.24,148.24,148.24,148.24,148.24,148.24,148.24,148.24,151.68,151.68,151.68,151.68,151.68,151.68,151.68,151.68,151.68,151.68,151.68,151.68,151.68,151.68,151.68,151.68,151.68,151.68,151.68,151.68,151.68,151.68,151.68
1992-03,135.44,135.44,135.44,135.44,135.44,135.43,135.43,135.43,135.43,135.43,135.43,135.44,135.44,135.44,135.44,135.44,135.44,135.44,135.40,135.40,135.40,135.40,135.40,135.40,135.40,135.40,135.40,135.40,135.40,135.40,135.40,135.40,135.40,135.40,135.40,135.40,135.40,135.40,135.40,135.40,135.40,147.40,147.40,147.40,147.40,147.40,147.40,147.40,147.40,147.40,147.40,147.40,147.40,147.40,147.40,147.40,147.40,147.40,147.40,147.40,147.40,147.40,147.40,147.40,147.40,147.40,147.40,147.40,147.40,147.40,147.40,147.40,147.40,147.40,147.40,147.40,147.40,147.40,150.82,150.82,150.82,150.82,150.82,150.82,150.82,150.82,150.82,150.82,150.82,150.82,150.82,150.82,150.82,150.82,150.82,150.82,150.82,150.82,150.82,150.82,150.82
1992-04,134.37,134.37,134.37,134.37,134.37,134.36,134.36,134.36,134.36,134.36,134.36,134.37,134.37,134.37,134.37,134.37,134.37,134.37,134.36,134.36,134.36,134.36,134.36,134.36,134.36,134.36,134.36,134.36,134.36,134.36,134.36,134.36,134.36,134.36,134.36,134.36,134.36,134.36,134.36,134.36,134.36,146.27,146.27,146.27,146.27,146.27,146.27,146.27,146.27,146.27,146.27,146.27,146.27,146.27,146.27,146.27,146.27,146.27,146.27,146.27,146.27,146.27,146.27,146.27,146.27,146.27,146.27,146.27,146.27,146.27,146.27,146.27,146.27,146.27,146.27,146.27,146.27,146.27,149.67,149.67,149.67,149.67,149.67,149.67,149.67,149.67,149.67,149.67,149.67,149.67,149.67,149.67,149.67,149.67,149.67,149.67,149.67,149.67,149.67,149.67,149.67
1992-05,133.45,133.45,133.45,133.45,133.45,133.44,133.44,133.44,133.44,133.44,133.44,133.45,133.45,133.45,133.45,133.45,133.45,133.45,133.45,133.45,133.45,133.45,133.45,133.45,133.45,133.45,133.45,133.45,133.44,133.44,133.44,133.44,133.44,133.44,133.44,133.44,133.44,133.44,133.44,133.44,133.44,145.26,145.26,145.26,145.26,145.26,145.26,145.26,145.26,145.26,145.26,145.26,145.26,145.26,145.26,145.26,145.26,145.26,145.26,145.26,145.26,145.26,145.26,145.26,145.26,145.26,145.26,145.26,145.26,145.26,145.26,145.26,145.26,145.26,145.26,145.26,145.26,145.26,148.63,148.63,148.63,148.63,148.63,148.63,148.63,148.63,148.63,148.63,148.63,148.63,148.63,148.63,148.63,148.63,148.63,148.63,148.63,148.63,148.63,148.63,148.63
1992-06,132.75,132.75,132.75,132.75,132.75,132.75,132.75,132.75,132.75,132.75,132.75,132.73,132.73,132.73,132.73,132.73,132.73,132.73,132.74,132.74,132.74,132.74,132.74,132.74,132.74,132.74,132.74,132.74,132.75,132.75,132.75,132.75,132.75,132.75,132.75,132.75,132.75,132.75,132.75,132.75,132.75,144.51,144.51,144.51,144.51,144.51,144.51,144.51,144.51,144.51,144.51,144.51,144.51,144.51,144.51,144.51,144.51,144.51,144.51,144.51,144.51,144.51,144.51,144.51,144.51,144.51,144.51,144.51,144.51,144.51,144.51,144.51,144.51,144.51,144.51,144.51,144.51,144.51,147.87,147.87,147.87,147.87,147.87,147.87,147.87,147.87,147.87,147.87,147.87,147.87,147.87,147.87,147.87,147.87,147.87,147.87,147.87,147.87,147.87,147.87,147.87
1992-07,131.53,131.53,131.53,131.53,131.53,131.53,131.53,131.53,131.53,131.53,131.53,131.53,131.53,131.53,131.53,131.53,131.53,131.53,131.51,131.51,131.51,131.51,131.51,131.51,131.51,131.51,131.51,131.51,131.48,131.48,131.48,131.48,131.48,131.48,131.48,131.48,131.48,131.48,131.48,131.48,131.48,143.13,143.13,143.13,143.13,143.13,143.13,143.13,143.13,143.13,143.13,143.13,143.13,143.13,143.13,143.13,143.13,143.13,143.13,143.13,143.13,143.13,143.13,143.13,143.13,143.13,143.13,143.13,143.13,143.13,143.13,143.13,143.13,143.13,143.13,143.13,143.13,143.13,146.45,146.45,146.45,146.45,146.45,146.45,146.45,146.45,146.45,146.45,146.45,146.45,146.45,146.45,146.45,146.45,146.45,146.45,146.45,146.45,146.45,146.45,146.45
1992-08,130.71,130.71,130.71,130.71,130.71,130.70,130.70,130.70,130.70,130.70,130.70,130.70,130.70,130.70,130.70,130.70,130.70,130.70,130.70,130.70,130.70,130.70,130.70,130.70,130.70,130.70,130.70,130.70,130.70,130.70,130.70,130.70,130.70,130.70,130.70,130.70,130.70,130.70,130.70,130.70,130.70,142.28,142.28,142.28,142.28,142.28,142.28,142.28,142.28,142.28,142.28,142.28,142.28,142.28,142.28,142.28,142.28,142.28,142.28,142.28,142.28,142.28,142.28,142.28,142.28,142.28,142.28,142.28,142.28,142.28,142.28,142.28,142.28,142.28,142.28,142.28,142.28,142.28,145.58,145.58,145.58,145.58,145.58,145.58,145.58,145.58,145.58,145.58,145.58,145.58,145.58,145.58,145.58,145.58,145.58,145.58,145.58,145.58,145.58,145.58,145.58
1992-09,129.86,129.86,129.86,129.86,129.86,129.86,129.86,129.86,129.86,129.86,129.86,129.85,129.85,129.85,129.85,129.85,129.85,129.85,129.86,129.86,129.86,129.86,129.86,129.86,129.86,129.86,129.86,129.86,129.88,129.88,129.88,129.88,129.88,129.88,129.88,129.88,129.88,129.88,129.88,129.88,129.88,141.39,141.39,141.39,141.39,141.39,141.39,141.39,141.39,141.39,141.39,141.39,141.39,141.39,141.39,141.39,141.39,141.39,141.39,141.39,141.39,141.39,141.39,141.39,141.39,141.39,141.39,141.39,141.39,141.39,141.39,141.39,141.39,141.39,141.39,141.39,141.39,141.39,144.67,144.67,144.67,144.67,144.67,144.67,144.67,144.67,144.67,144.67,144.67,144.67,144.67,144.67,144.67,144.67,144.67,144.67,144.67,144.67,144.67,144.67,144.67
1992-10,128.90,128.90,128.90,128.90,128.90,128.90,128.90,128.90,128.90,128.90,128.90,128.89,128.89,128.89,128.89,128.89,128.89,128.89,128.92,128.92,128.92,128.92,128.92,128.92,128.92,128.92,128.92,128.92,128.92,128.92,128.92,128.92,128.92,128.92,128.92,128.92,128.92,128.92,128.92,128.92,128.92,140.34,140.34,140.34,140.34,140.34,140.34,140.34,140.34,140.34,140.34,140.34,140.34,140.34,140.34,140.34,140.34,140.34,140.34,140.34,140.34,140.34,140.34,140.34,140.34,140.34,140.34,140.34,140.34,140.34,140.34,140.34,140.34,140.34,140.34,140.34,140.34,140.34,143.60,143.60,143.60,143.60,143.60,143.60,143.60,143.60,143.60,143.60,143.60,143.60,143.60,143.60,143.60,143.60,143.60,143.60,143.60,143.60,143.60,143.60,143.60
1992-11,128.10,128.10,128.10,128.10,128.10,128.10,128.10,128.10,128.10,128.10,128.10,128.11,128.11,128.11,128.11,128.11,128.11,128.11,128.13,128.13,128.13,128.13,128.13,128.13,128.13,128.13,128.13,128.13,128.14,128.14,128.14,128.14,128.14,128.14,128.14,128.14,128.14,128.14,128.14,128.14,128.14,139.49,139.49,139.49,139.49,139.49,139.49,139.49,139.49,139.49,139.49,139.49,139.49,139.49,139.49,139.49,139.49,139.49,139.49,139.49,139.49,139.49,139.49,139.49,139.49,139.49,139.49,139.49,139.49,139.49,139.49,139.49,139.49,139.49,139.49,139.49,139.49,139.49,142.73,142.73,142.73,142.73,142.73,142.73,142.73,142.73,142.73,142.73,142.73,142.73,142.73,142.73,142.73,142.73,142.73,142.73,142.73,142.73,142.73,142.73,142.73
1992-12,126.85,126.85,126.85,126.85,126.85,126.85,126.85,126.85,126.85,126.85,126.85,126.85,126.85,126.85,126.85,126.85,126.85,126.85,126.89,126.89,126.89,126.89,126.89,126.89,126.89,126.89,126.89,126.89,126.90,126.90,126.90,126.90,126.90,126.90,126.90,126.90,126.90,126.90,126.90,126.90,126.90,138.15,138.15,138.15,138.15,138.15,138.15,138.15,138.15,138.15,138.15,138.15,138.15,138.15,138.15,138.15,138.15,138.15,138.15,138.15,138.15,138.15,138.15,138.15,138.15,138.15,138.15,138.15,138.15,138.15,138.15,138.15,138.15,138.15,138.15,138.15,138.15,138.15,141.36,141.36,141.36,141.36,141.36,141.36,141.36,141.36,141.36,141.36,141.36,141.36,141.36,141.36,141.36,141.36,141.36,141.36,141.36,141.36,141.36,141.36,141.36
1993-01,125.19,125.19,125.19,125.19,125.19,125.21,125.21,125.21,125.21,125.21,125.21,125.21,125.21,125.21,125.21,125.21,125.21,125.21,125.19,125.19,125.19,125.19,125.19,125.19,125.19,125.19,125.19,125.19,125.19,125.19,125.19,125.19,125.19,125.19,125.19,125.19,125.19,125.19,125.19,125.19,125.19,136.28,136.28,136.28,136.28,136.28,136.28,136.28,136.28,136.28,136.28,136.28,136.28,136.28,136.28,136.28,136.28,136.28,136.28,136.28,136.28,136.28,136.28,136.28,136.28,136.28,136.28,136.28,136.28,136.28,136.28,136.28,136.28,136.28,136.28,136.28,136.28,136.28,139.45,139.45,139.45,139.45,139.45,139.45,139.45,139.45,139.45,139.45,139.45,139.45,139.45,139.45,139.45,139.45,139.45,139.45,139.45,139.45,139.45,139.45,139.45
1993-02,124.27,124.27,124.27,124.27,124.27,124.27,124.27,124.27,124.27,124.27,124.27,124.27,124.27,124.27,124.27,124.27,124.27,124.27,124.25,124.25,124.25,124.25,124.25,124.25,124.25,124.25,124.25,124.25,124.25,124.25,124.25,124.25,124.25,124.25,124.25,124.25,124.25,124.25,124.25,124.25,124.25,135.26,135.26,135.26,135.26,135.26,135.26,135.26,135.26,135.26,135.26,135.26,135.26,135.26,135.26,135.26,135.26,135.26,135.26,135.26,135.26,135.26,135.26,135.26,135.26,135.26,135.26,135.26,135.26,135.26,135.26,135.26,135.26,135.26,135.26,135.26,135.26,135.26,138.40,138.40,138.40,138.40,138.40,138.40,138.40,138.40,138.40,138.40,138.40,138.40,138.40,138.40,138.40,138.40,138.40,138.40,138.40,138.40,138.40,138.40,138.40
1993-03,123.38,123.38,123.38,123.38,123.38,123.38,123.38,123.38,123.38,123.38,123.38,123.39,123.39,123.39,123.39,123.39,123.39,123.39,123.35,123.35,123.35,123.35,123.35,123.35,123.35,123.35,123.35,123.35,123.35,123.35,123.35,123.35,123.35,123.35,123.35,123.35,123.35,123.35,123.35,123.35,123.35,134.28,134.28,134.28,134.28,134.28,134.28,134.28,134.28,134.28,134.28,134.28,134.28,134.28,134.28,134.28,134.28,134.28,134.28,134.28,134.28,134.28,134.28,134.28,134.28,134.28,134.28,134.28,134.28,134.28,134.28,134.28,134.28,134.28,134.28,134.28,134.28,134.28,137.40,137.40,137.40,137.40,137.40,137.40,137.40,137.40,137.40,137.40,137.40,137.40,137.40,137.40,137.40,137.40,137.40,137.40,137.40,137.40,137.40,137.40,137.40
