"",2007-08-20,2007-09-18,2007-10-19,2007-11-16,2007-12-17,2008-01-28,2008-02-18,2008-03-17,2008-04-21,2008-05-19,2008-06-23,2008-07-21,2008-08-18,2008-09-22,2008-10-20,2008-11-19,2009-01-19,2009-03-24,2009-04-20,2009-05-19,2009-06-20,2009-08-20,2009-09-21,2009-10-19,2009-11-19,2010-01-18,2010-02-18,2010-03-22,2010-08-19,2010-09-20,2010-10-18,2010-11-18,2011-01-17,2011-02-21,2011-03-21,2011-04-18,2011-05-20,2011-06-20,2011-07-18,2011-08-22,2011-09-19,2011-10-17,2011-11-21,2011-12-19,2012-01-23,2012-02-20,2012-03-19,2012-04-23,2012-05-23,2012-06-18,2012-07-23,2012-08-20,2012-09-24,2012-10-22,2012-11-19,2012-12-17,2013-01-21,2013-02-18,2013-03-18,2013-04-22,2013-05-21,2013-06-17,2013-07-22,2013-08-19,2013-09-23,2013-10-21,2013-11-18,2013-12-16,2014-01-27,2014-02-17,2014-03-24,2014-04-28,2014-05-19,2014-06-16,2014-07-21,2014-08-18,2014-09-22,2014-10-20,2014-11-17,2014-12-15,2015-01-19,2015-02-16
1990-07,,64.120,64.120,64.120,64.120,64.120,64.120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-08,,64.430,64.430,64.430,64.430,64.430,64.430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-09,,64.680,64.680,64.680,64.680,64.680,64.690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-10,,64.450,64.450,64.450,64.450,64.450,64.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-11,,64.600,64.600,64.600,64.600,64.600,64.550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-12,,64.630,64.630,64.630,64.630,64.630,64.580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-01,64.920,64.920,64.920,64.920,64.870,64.870,64.870,64.870,64.880,64.880,64.880,64.880,64.880,64.880,64.880,64.890,64.470,64.460,64.460,64.460,64.460,64.460,64.460,64.460,64.460,64.460,64.460,64.460,64.470,64.470,64.470,64.470,64.470,64.470,64.470,64.470,64.470,64.470,64.440,64.440,58.520,58.520,58.460,58.460,58.450,58.450,58.460,58.470,58.480,58.480,58.480,58.480,58.480,58.480,58.480,58.480,58.480,58.490,58.490,58.340,58.540,58.500,58.470,58.540,58.540,58.550,58.550,58.550,58.550,58.540,58.570,58.530,58.530,58.520,58.520,58.520,51.910,51.910,51.910,51.910,51.910,51.920
1991-02,65.050,65.050,65.050,65.050,65.000,65.000,65.000,65.000,65.010,65.020,65.020,65.020,65.020,65.020,65.020,65.020,64.600,64.590,64.590,64.590,64.590,64.590,64.590,64.590,64.590,64.590,64.590,64.590,64.600,64.600,64.600,64.600,64.600,64.610,64.610,64.610,64.610,64.610,64.570,64.570,58.640,58.640,58.570,58.580,58.570,58.570,58.580,58.590,58.600,58.600,58.600,58.600,58.600,58.600,58.600,58.600,58.600,58.610,58.610,58.460,58.660,58.610,58.590,58.670,58.670,58.670,58.670,58.670,58.670,58.670,58.690,58.650,58.650,58.640,58.640,58.640,52.020,52.020,52.020,52.020,52.020,52.020
1991-03,65.150,65.150,65.150,65.150,65.100,65.100,65.100,65.100,65.110,65.120,65.120,65.120,65.120,65.120,65.120,65.120,64.700,64.690,64.690,64.690,64.690,64.690,64.690,64.690,64.690,64.690,64.690,64.690,64.700,64.700,64.700,64.700,64.700,64.710,64.710,64.710,64.710,64.710,64.670,64.670,58.720,58.720,58.660,58.660,58.650,58.650,58.660,58.670,58.680,58.680,58.680,58.680,58.680,58.680,58.680,58.680,58.680,58.680,58.680,58.540,58.730,58.690,58.670,58.690,58.690,58.690,58.690,58.690,58.690,58.690,58.710,58.670,58.670,58.660,58.660,58.660,52.040,52.040,52.040,52.040,52.040,52.040
1991-04,67.540,67.540,67.540,67.540,67.490,67.490,67.490,67.490,67.510,67.560,67.560,67.560,67.560,67.560,67.560,67.560,67.120,67.110,67.110,67.110,67.110,67.110,67.110,67.120,67.120,67.120,67.120,67.120,67.120,67.120,67.130,67.130,67.130,67.130,67.130,67.130,67.130,67.130,67.090,67.090,60.900,60.910,60.840,60.840,60.830,60.830,60.840,60.850,60.860,60.860,60.860,60.860,60.860,60.860,60.860,60.860,60.860,60.870,60.870,60.710,60.890,60.800,60.770,60.810,60.810,60.820,60.820,60.820,60.820,60.810,60.840,60.790,60.790,60.780,60.780,60.780,53.920,53.920,53.920,53.920,53.920,53.930
1991-05,67.800,67.800,67.800,67.800,67.760,67.760,67.760,67.760,67.770,67.820,67.820,67.820,67.820,67.820,67.820,67.820,67.380,67.380,67.380,67.380,67.380,67.380,67.380,67.380,67.380,67.380,67.380,67.380,67.390,67.390,67.390,67.390,67.390,67.390,67.390,67.390,67.390,67.390,67.360,67.360,61.140,61.140,61.080,61.080,61.060,61.070,61.070,61.080,61.090,61.090,61.090,61.090,61.090,61.090,61.090,61.090,61.090,61.100,61.100,60.950,61.130,61.020,61.000,61.050,61.050,61.050,61.050,61.050,61.050,61.040,61.070,61.020,61.020,61.010,61.010,61.010,54.120,54.120,54.120,54.120,54.120,54.130
1991-06,69.460,69.460,69.460,69.460,69.420,69.420,69.420,69.420,69.430,69.480,69.480,69.480,69.480,69.480,69.480,69.490,69.040,69.030,69.030,69.030,69.030,69.030,69.030,69.030,69.030,69.030,69.030,69.030,69.040,69.040,69.040,69.040,69.040,69.040,69.040,69.040,69.040,69.040,69.000,69.000,62.670,62.670,62.610,62.610,62.590,62.600,62.600,62.610,62.620,62.620,62.620,62.620,62.620,62.620,62.620,62.620,62.620,62.630,62.630,62.470,62.640,62.520,62.500,62.560,62.560,62.560,62.560,62.560,62.560,62.550,62.580,62.520,62.520,62.510,62.510,62.510,55.450,55.450,55.450,55.450,55.450,55.460
1991-07,70.130,70.130,70.130,70.130,70.110,70.110,70.110,70.110,70.130,70.180,70.180,70.180,70.180,70.180,70.180,70.180,69.730,69.710,69.710,69.710,69.710,69.710,69.710,69.720,69.720,69.720,69.720,69.720,69.730,69.730,69.730,69.730,69.730,69.730,69.730,69.730,69.730,69.730,69.690,69.690,63.290,63.290,63.220,63.220,63.210,63.210,63.220,63.220,63.230,63.230,63.230,63.230,63.230,63.230,63.230,63.230,63.230,63.240,63.240,63.080,63.270,63.150,63.130,63.180,63.180,63.190,63.190,63.190,63.190,63.180,63.200,63.160,63.160,63.150,63.150,63.150,56.020,56.020,56.020,56.020,56.020,56.030
1991-08,70.270,70.270,70.270,70.270,70.250,70.250,70.250,70.250,70.260,70.320,70.320,70.320,70.320,70.320,70.320,70.320,69.870,69.850,69.850,69.850,69.850,69.850,69.850,69.850,69.850,69.850,69.850,69.850,69.860,69.860,69.870,69.870,69.870,69.870,69.870,69.870,69.870,69.870,69.830,69.830,63.410,63.410,63.350,63.350,63.330,63.340,63.340,63.350,63.360,63.360,63.360,63.360,63.360,63.360,63.360,63.360,63.360,63.370,63.370,63.210,63.410,63.290,63.270,63.330,63.330,63.330,63.330,63.330,63.340,63.330,63.350,63.310,63.310,63.300,63.300,63.300,56.160,56.160,56.160,56.160,56.160,56.160
1991-09,70.300,70.300,70.300,70.300,70.280,70.280,70.280,70.280,70.290,70.350,70.350,70.350,70.350,70.350,70.350,70.350,69.900,69.880,69.880,69.880,69.880,69.880,69.880,69.880,69.880,69.880,69.880,69.880,69.890,69.890,69.890,69.890,69.890,69.900,69.900,69.900,69.900,69.900,69.860,69.860,63.440,63.450,63.380,63.380,63.370,63.370,63.380,63.380,63.390,63.390,63.390,63.390,63.390,63.390,63.390,63.390,63.390,63.400,63.400,63.240,63.450,63.330,63.310,63.370,63.370,63.370,63.370,63.370,63.370,63.370,63.390,63.350,63.350,63.340,63.340,63.340,56.190,56.190,56.190,56.190,56.190,56.200
1991-10,70.660,70.660,70.660,70.660,70.640,70.640,70.640,70.640,70.650,70.710,70.710,70.710,70.710,70.710,70.710,70.710,70.260,70.240,70.240,70.240,70.240,70.240,70.240,70.240,70.240,70.240,70.240,70.240,70.250,70.250,70.250,70.250,70.250,70.260,70.260,70.260,70.260,70.260,70.220,70.220,63.770,63.770,63.700,63.710,63.700,63.700,63.710,63.710,63.720,63.720,63.720,63.720,63.720,63.720,63.720,63.720,63.720,63.730,63.730,63.570,63.770,63.650,63.630,63.710,63.710,63.710,63.710,63.710,63.720,63.710,63.730,63.690,63.690,63.680,63.680,63.680,56.490,56.490,56.490,56.490,56.490,56.490
1991-11,70.820,70.820,70.820,70.820,70.800,70.800,70.800,70.800,70.810,70.870,70.870,70.870,70.870,70.870,70.870,70.870,70.410,70.400,70.400,70.400,70.400,70.400,70.400,70.400,70.400,70.400,70.400,70.400,70.410,70.410,70.410,70.410,70.410,70.410,70.410,70.410,70.410,70.410,70.380,70.380,63.910,63.910,63.840,63.850,63.840,63.840,63.850,63.850,63.860,63.860,63.860,63.860,63.860,63.860,63.860,63.860,63.860,63.870,63.870,63.710,63.910,63.780,63.760,63.850,63.850,63.850,63.850,63.850,63.850,63.850,63.870,63.830,63.830,63.820,63.820,63.820,56.610,56.610,56.610,56.610,56.610,56.610
1991-12,71.000,71.000,71.000,71.000,70.990,70.990,70.990,70.990,71.000,71.060,71.060,71.060,71.060,71.060,71.060,71.060,70.600,70.610,70.610,70.610,70.610,70.610,70.610,70.610,70.610,70.610,70.610,70.610,70.620,70.620,70.620,70.620,70.620,70.620,70.620,70.620,70.620,70.620,70.580,70.580,64.100,64.100,64.030,64.030,64.020,64.030,64.030,64.040,64.050,64.050,64.050,64.050,64.050,64.050,64.050,64.040,64.040,64.050,64.050,63.890,64.090,63.970,63.950,64.030,64.030,64.040,64.040,64.040,64.040,64.030,64.060,64.010,64.010,64.000,64.000,64.000,56.780,56.780,56.780,56.780,56.780,56.780
1992-01,71.500,71.500,71.500,71.500,71.520,71.520,71.520,71.520,71.540,71.550,71.550,71.550,71.550,71.550,71.550,71.560,71.090,71.100,71.100,71.100,71.100,71.100,71.100,71.100,71.100,71.100,71.100,71.100,71.110,71.110,71.110,71.110,71.110,71.120,71.120,71.120,71.120,71.120,71.080,71.080,64.540,64.540,64.470,64.480,64.470,64.470,64.480,64.480,64.490,64.490,64.490,64.490,64.490,64.490,64.490,64.480,64.480,64.500,64.500,64.330,64.530,64.390,64.370,64.460,64.460,64.470,64.470,64.470,64.470,64.460,64.490,64.440,64.440,64.430,64.430,64.430,57.160,57.160,57.160,57.160,57.160,57.160
1992-02,71.540,71.540,71.540,71.540,71.570,71.570,71.570,71.570,71.580,71.600,71.600,71.600,71.600,71.600,71.600,71.600,71.140,71.150,71.150,71.150,71.150,71.150,71.150,71.150,71.150,71.150,71.150,71.150,71.160,71.160,71.160,71.160,71.160,71.160,71.160,71.160,71.160,71.160,71.120,71.120,64.580,64.580,64.510,64.520,64.510,64.510,64.520,64.510,64.520,64.520,64.520,64.520,64.520,64.520,64.520,64.520,64.520,64.530,64.530,64.370,64.570,64.430,64.420,64.510,64.510,64.510,64.510,64.510,64.510,64.510,64.530,64.480,64.480,64.480,64.480,64.480,57.200,57.200,57.200,57.200,57.200,57.190
1992-03,71.670,71.670,71.670,71.670,71.700,71.700,71.700,71.700,71.710,71.730,71.730,71.730,71.730,71.730,71.730,71.730,71.270,71.280,71.280,71.280,71.280,71.280,71.280,71.280,71.280,71.280,71.280,71.280,71.280,71.280,71.290,71.290,71.290,71.290,71.290,71.290,71.290,71.290,71.250,71.250,64.700,64.700,64.630,64.630,64.620,64.620,64.630,64.630,64.640,64.640,64.640,64.640,64.640,64.640,64.640,64.640,64.640,64.650,64.650,64.490,64.680,64.540,64.530,64.570,64.570,64.570,64.570,64.570,64.570,64.570,64.590,64.540,64.540,64.540,64.540,64.540,57.250,57.250,57.250,57.250,57.250,57.250
1992-04,77.720,77.720,77.720,77.720,77.760,77.760,77.760,77.760,77.760,77.780,77.780,77.780,77.780,77.780,77.780,77.780,77.280,77.300,77.300,77.300,77.300,77.300,77.300,77.300,77.300,77.300,77.300,77.300,77.300,77.300,77.300,77.300,77.300,77.310,77.310,77.310,77.310,77.310,77.250,77.250,70.100,70.100,70.020,70.030,70.020,70.020,70.030,70.020,70.030,70.030,70.030,70.030,70.030,70.030,70.030,70.030,70.030,70.040,70.040,69.860,70.020,69.760,69.750,69.830,69.830,69.830,69.830,69.830,69.830,69.830,69.850,69.800,69.800,69.790,69.790,69.790,61.910,61.910,61.910,61.910,61.910,61.910
1992-05,78.030,78.030,78.030,78.030,78.070,78.070,78.070,78.070,78.070,78.090,78.090,78.090,78.090,78.090,78.090,78.090,77.590,77.600,77.600,77.600,77.600,77.600,77.600,77.600,77.600,77.600,77.600,77.600,77.610,77.610,77.610,77.610,77.610,77.610,77.610,77.610,77.610,77.610,77.550,77.550,70.370,70.370,70.300,70.300,70.290,70.290,70.300,70.300,70.310,70.310,70.310,70.310,70.310,70.310,70.310,70.310,70.310,70.320,70.320,70.130,70.290,70.030,70.020,70.090,70.090,70.100,70.100,70.100,70.100,70.090,70.120,70.070,70.070,70.060,70.060,70.060,62.150,62.150,62.150,62.150,62.150,62.150
1992-06,78.090,78.090,78.090,78.090,78.120,78.120,78.120,78.120,78.120,78.150,78.150,78.150,78.150,78.150,78.150,78.150,77.650,77.660,77.660,77.660,77.660,77.660,77.660,77.660,77.660,77.660,77.660,77.660,77.670,77.670,77.670,77.670,77.670,77.670,77.670,77.670,77.670,77.670,77.610,77.610,70.480,70.480,70.410,70.410,70.400,70.400,70.410,70.400,70.410,70.410,70.410,70.410,70.410,70.410,70.410,70.410,70.410,70.420,70.420,70.240,70.400,70.130,70.120,70.200,70.200,70.200,70.200,70.200,70.200,70.200,70.230,70.170,70.170,70.170,70.170,70.170,62.250,62.250,62.250,62.240,62.240,62.240
1992-07,78.700,78.700,78.700,78.700,78.710,78.710,78.710,78.710,78.710,78.750,78.750,78.750,78.750,78.750,78.750,78.750,78.240,78.250,78.250,78.250,78.250,78.250,78.250,78.250,78.250,78.250,78.250,78.250,78.260,78.260,78.260,78.260,78.260,78.260,78.260,78.260,78.260,78.260,78.200,78.200,71.010,71.010,70.930,70.930,70.930,70.930,70.930,70.930,70.940,70.940,70.940,70.940,70.940,70.940,70.940,70.940,70.940,70.950,70.950,70.760,70.940,70.680,70.660,70.740,70.740,70.740,70.740,70.740,70.750,70.740,70.770,70.720,70.720,70.720,70.720,70.720,62.730,62.730,62.730,62.730,62.730,62.720
1992-08,78.820,78.820,78.820,78.820,78.820,78.820,78.820,78.820,78.820,78.870,78.870,78.870,78.870,78.870,78.870,78.870,78.360,78.370,78.370,78.370,78.370,78.370,78.370,78.370,78.370,78.370,78.370,78.370,78.380,78.380,78.380,78.380,78.380,78.380,78.380,78.380,78.380,78.380,78.320,78.320,71.110,71.120,71.040,71.040,71.030,71.030,71.040,71.040,71.050,71.050,71.050,71.050,71.050,71.050,71.050,71.050,71.050,71.060,71.060,70.870,71.070,70.810,70.790,70.870,70.870,70.880,70.880,70.880,70.880,70.870,70.900,70.860,70.860,70.850,70.850,70.850,62.860,62.860,62.860,62.860,62.850,62.850
1992-09,78.850,78.850,78.850,78.850,78.850,78.850,78.850,78.850,78.850,78.900,78.900,78.900,78.900,78.900,78.900,78.900,78.390,78.400,78.400,78.400,78.400,78.400,78.400,78.400,78.400,78.400,78.400,78.400,78.410,78.410,78.410,78.410,78.410,78.410,78.410,78.410,78.410,78.410,78.350,78.350,71.150,71.150,71.070,71.070,71.060,71.060,71.070,71.070,71.080,71.080,71.080,71.080,71.080,71.080,71.080,71.080,71.080,71.090,71.090,70.900,71.100,70.840,70.830,70.900,70.900,70.910,70.910,70.910,70.910,70.900,70.930,70.890,70.890,70.890,70.890,70.890,62.880,62.880,62.880,62.880,62.880,62.870
1992-10,79.070,79.070,79.070,79.070,79.080,79.080,79.080,79.080,79.080,79.100,79.100,79.100,79.100,79.100,79.100,79.100,78.590,78.600,78.600,78.600,78.600,78.600,78.600,78.600,78.600,78.600,78.600,78.600,78.610,78.610,78.610,78.610,78.610,78.610,78.610,78.610,78.610,78.610,78.550,78.550,71.330,71.330,71.250,71.250,71.240,71.240,71.250,71.250,71.260,71.260,71.260,71.260,71.260,71.260,71.260,71.260,71.260,71.270,71.270,71.080,71.280,71.040,71.020,71.110,71.110,71.110,71.120,71.120,71.120,71.110,71.140,71.100,71.100,71.090,71.090,71.090,63.070,63.070,63.070,63.060,63.060,63.050
1992-11,79.140,79.140,79.140,79.140,79.150,79.150,79.150,79.150,79.150,79.170,79.170,79.170,79.170,79.170,79.170,79.170,78.660,78.670,78.670,78.670,78.670,78.670,78.670,78.670,78.670,78.670,78.670,78.670,78.680,78.680,78.680,78.680,78.680,78.680,78.680,78.680,78.680,78.680,78.620,78.620,71.390,71.390,71.320,71.320,71.310,71.310,71.320,71.320,71.330,71.330,71.330,71.330,71.330,71.330,71.330,71.330,71.330,71.340,71.340,71.150,71.340,71.100,71.090,71.180,71.180,71.180,71.180,71.180,71.180,71.180,71.210,71.160,71.160,71.160,71.160,71.160,63.120,63.120,63.120,63.120,63.120,63.110
1992-12,79.230,79.230,79.230,79.230,79.240,79.240,79.240,79.240,79.240,79.260,79.260,79.260,79.260,79.260,79.260,79.260,78.750,78.750,78.750,78.750,78.750,78.750,78.750,78.750,78.750,78.750,78.750,78.750,78.760,78.760,78.760,78.760,78.760,78.760,78.760,78.760,78.760,78.760,78.690,78.690,71.460,71.460,71.380,71.390,71.380,71.380,71.390,71.380,71.390,71.390,71.390,71.390,71.390,71.390,71.390,71.390,71.390,71.400,71.400,71.220,71.410,71.170,71.150,71.240,71.240,71.240,71.240,71.240,71.250,71.240,71.270,71.230,71.230,71.220,71.220,71.220,63.180,63.180,63.180,63.180,63.180,63.170
1993-01,79.450,79.450,79.450,79.450,79.460,79.460,79.460,79.460,79.460,79.480,79.480,79.480,79.480,79.480,79.480,79.480,78.960,78.960,78.960,78.960,78.960,78.960,78.960,78.960,78.960,78.960,78.960,78.960,78.970,78.970,78.970,78.970,78.970,78.970,78.970,78.970,78.970,78.970,78.910,78.910,71.650,71.650,71.580,71.580,71.570,71.570,71.580,71.570,71.580,71.580,71.580,71.580,71.580,71.580,71.580,71.580,71.580,71.590,71.590,71.400,71.600,71.350,71.340,71.430,71.430,71.430,71.430,71.430,71.430,71.430,71.460,71.410,71.410,71.410,71.410,71.410,63.350,63.350,63.350,63.340,63.340,63.330
1993-02,79.750,79.750,79.750,79.750,79.760,79.760,79.760,79.760,79.760,79.790,79.790,79.790,79.790,79.790,79.790,79.790,79.280,79.280,79.280,79.280,79.280,79.280,79.280,79.280,79.280,79.280,79.280,79.280,79.280,79.280,79.280,79.280,79.280,79.280,79.280,79.280,79.280,79.280,79.220,79.220,71.930,71.930,71.860,71.860,71.850,71.850,71.860,71.850,71.860,71.860,71.860,71.860,71.860,71.860,71.860,71.860,71.860,71.870,71.870,71.680,71.870,71.670,71.660,71.750,71.750,71.750,71.750,71.750,71.760,71.750,71.780,71.740,71.740,71.730,71.730,71.730,63.630,63.630,63.630,63.630,63.630,63.620
1993-03,79.790,79.790,79.790,79.790,79.800,79.800,79.800,79.800,79.800,79.830,79.830,79.830,79.830,79.830,79.830,79.830,79.320,79.320,79.320,79.320,79.320,79.320,79.320,79.320,79.320,79.320,79.320,79.320,79.320,79.320,79.320,79.320,79.320,79.320,79.320,79.320,79.320,79.320,79.260,79.260,71.970,71.970,71.890,71.890,71.880,71.880,71.890,71.880,71.900,71.900,71.900,71.900,71.900,71.900,71.900,71.890,71.890,71.900,71.900,71.720,71.910,71.710,71.690,71.760,71.760,71.760,71.760,71.760,71.760,71.760,71.790,71.750,71.750,71.740,71.740,71.740,63.640,63.640,63.640,63.640,63.640,63.620
1993-04,81.570,81.570,81.570,81.570,81.590,81.590,81.590,81.590,81.590,81.620,81.620,81.620,81.620,81.620,81.620,81.620,81.090,81.100,81.100,81.100,81.100,81.100,81.100,81.100,81.100,81.100,81.100,81.100,81.100,81.100,81.100,81.100,81.100,81.110,81.110,81.110,81.110,81.110,81.040,81.040,73.580,73.580,73.500,73.510,73.500,73.490,73.500,73.500,73.510,73.510,73.510,73.510,73.510,73.510,73.510,73.510,73.510,73.520,73.520,73.320,73.500,73.260,73.250,73.330,73.330,73.330,73.340,73.340,73.340,73.330,73.360,73.310,73.310,73.300,73.300,73.300,65.030,65.030,65.030,65.030,65.030,65.020
1993-05,81.780,81.780,81.780,81.780,81.790,81.790,81.790,81.790,81.800,81.830,81.830,81.830,81.830,81.830,81.830,81.830,81.300,81.300,81.300,81.300,81.300,81.300,81.300,81.300,81.300,81.300,81.300,81.300,81.310,81.310,81.310,81.310,81.310,81.310,81.310,81.310,81.310,81.310,81.240,81.240,73.760,73.760,73.680,73.690,73.680,73.670,73.680,73.680,73.690,73.690,73.690,73.690,73.690,73.690,73.690,73.690,73.690,73.700,73.700,73.500,73.670,73.430,73.420,73.500,73.500,73.510,73.510,73.510,73.510,73.500,73.530,73.480,73.480,73.470,73.470,73.470,65.180,65.180,65.180,65.180,65.180,65.180
1993-06,83.040,83.040,83.040,83.040,83.060,83.060,83.060,83.060,83.060,83.090,83.090,83.090,83.090,83.090,83.090,83.090,82.550,82.560,82.560,82.560,82.560,82.560,82.560,82.560,82.560,82.560,82.560,82.560,82.560,82.560,82.560,82.560,82.560,82.570,82.570,82.570,82.570,82.570,82.500,82.500,74.930,74.930,74.850,74.850,74.840,74.840,74.850,74.840,74.850,74.850,74.850,74.850,74.850,74.850,74.850,74.850,74.850,74.860,74.860,74.660,74.830,74.560,74.550,74.630,74.630,74.640,74.640,74.640,74.640,74.630,74.650,74.610,74.610,74.600,74.600,74.600,66.180,66.180,66.180,66.180,66.180,66.180
1993-07,83.210,83.210,83.210,83.210,83.210,83.210,83.210,83.210,83.210,83.240,83.240,83.240,83.240,83.240,83.240,83.240,82.700,82.700,82.700,82.700,82.700,82.700,82.700,82.700,82.700,82.700,82.700,82.700,82.710,82.710,82.710,82.710,82.710,82.710,82.710,82.710,82.710,82.710,82.640,82.640,75.060,75.060,74.980,74.980,74.970,74.970,74.980,74.970,74.980,74.980,74.980,74.980,74.980,74.980,74.980,74.980,74.980,74.990,74.990,74.790,74.960,74.680,74.670,74.760,74.760,74.760,74.760,74.760,74.760,74.760,74.780,74.740,74.740,74.730,74.730,74.730,66.290,66.290,66.290,66.290,66.290,66.290
