"",2013-03-08,2013-04-08,2013-05-08,2013-06-07,2013-07-08,2013-08-07,2013-09-06,2013-10-09,2013-11-07,2013-12-09,2014-01-09,2014-02-07,2014-03-07,2014-04-07,2014-05-08,2014-06-06,2014-07-07,2014-08-07,2014-09-05,2014-10-07,2014-11-07,2014-12-08,2015-01-09,2015-02-06
2010-10,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0
2010-11,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3
2010-12,103.1,103.1,103.1,103.1,103.1,103.1,103.1,103.1,103.1,103.1,103.1,103.1,103.1,103.1,103.1,103.1,103.1,103.1,103.1,103.1,103.1,103.1,103.1,103.1
2011-01,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3
2011-02,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7
2011-03,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0
2011-04,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1
2011-05,120.2,120.2,120.2,120.2,120.2,120.2,120.2,120.2,120.2,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3
2011-06,108.2,108.2,108.2,108.2,108.2,108.2,108.2,108.2,108.2,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3
2011-07,112.9,112.9,112.9,112.9,112.9,112.9,112.9,112.9,112.9,112.8,112.8,112.8,112.8,112.8,112.8,112.8,112.8,112.8,112.8,112.8,112.8,112.8,112.8,112.8
2011-08,115.5,115.5,115.5,115.5,115.5,115.5,115.5,115.5,115.5,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4
2011-09,121.2,121.2,121.2,121.2,121.2,121.2,121.2,121.2,121.2,121.1,121.1,121.1,121.1,121.1,121.1,121.1,121.1,121.1,121.1,121.1,121.1,121.1,121.1,121.1
2011-10,115.3,115.3,115.3,115.3,115.3,115.3,115.3,115.3,115.3,115.3,115.3,115.3,115.3,115.3,115.3,115.3,115.3,115.3,115.3,115.3,115.3,115.3,115.3,115.3
2011-11,126.7,126.7,126.7,126.7,126.7,126.7,126.7,126.7,126.7,126.6,126.6,126.6,126.6,126.6,126.6,126.6,126.6,126.6,126.6,126.6,126.6,126.6,126.6,126.6
2011-12,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,120.9,120.9,120.9,120.9,120.9,120.9,120.9,120.9,120.9,120.9,120.9,120.9,120.9,120.9,120.9
2012-01,70.3,70.1,70.1,70.1,70.1,70.1,70.1,70.1,70.1,70.1,70.1,70.1,70.1,70.1,70.1,70.1,70.1,70.1,70.1,70.1,70.1,70.1,70.1,70.1
2012-02,71.6,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9
2012-03,107.7,108.5,108.5,108.5,108.5,108.5,108.5,108.5,108.5,108.5,108.5,108.5,108.5,108.5,108.5,108.5,108.5,108.5,108.5,108.5,108.5,108.5,108.5,108.5
2012-04,101.9,101.2,101.2,101.2,101.2,101.2,101.2,101.2,101.2,101.2,101.2,101.2,101.2,101.2,101.2,101.2,101.2,101.2,101.2,101.2,101.2,101.2,101.2,101.2
2012-05,108.1,109.7,109.7,109.7,109.7,109.7,109.7,109.7,109.7,109.7,109.7,109.7,109.7,109.7,109.7,109.7,109.7,109.7,109.7,109.7,109.7,109.7,109.7,109.7
2012-06,114.1,113.8,113.8,113.8,113.8,113.8,113.8,113.8,113.8,113.7,113.7,113.7,113.7,113.7,113.7,113.7,113.7,113.7,113.7,113.7,113.7,113.7,113.7,113.7
2012-07,118.0,117.8,117.8,117.8,117.8,117.8,117.8,117.8,117.8,117.8,117.8,117.8,117.8,117.8,117.8,117.8,117.8,117.8,117.8,117.8,117.8,117.8,117.8,117.8
2012-08,114.8,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5
2012-09,111.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4
2012-10,123.7,122.4,122.4,122.4,122.4,122.4,122.4,122.4,122.4,122.3,122.3,122.3,122.3,122.3,122.3,122.3,122.3,122.3,122.3,122.3,122.3,122.3,122.3,122.3
2012-11,122.6,121.2,121.2,121.2,121.2,121.2,121.2,121.2,121.2,121.1,121.1,121.1,121.1,121.1,121.1,121.1,121.1,121.1,121.1,121.1,121.1,121.1,121.1,121.1
2012-12,105.4,103.9,103.9,103.9,103.9,103.9,103.9,103.9,103.9,103.9,103.9,103.9,103.9,103.9,103.9,103.9,103.9,103.9,103.9,103.9,103.9,103.9,103.9,103.9
2013-01,71.0,68.5,68.5,68.5,66.3,66.3,66.3,66.3,66.3,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7
2013-02,,72.5,73.6,73.6,72.0,72.0,72.0,72.0,72.0,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5
2013-03,,,89.9,88.8,86.7,86.7,86.7,86.7,86.7,87.7,87.7,87.7,87.7,87.7,87.7,87.7,87.7,87.7,87.7,87.7,87.7,87.7,87.7,87.7
2013-04,,,,109.5,108.6,108.6,108.4,108.4,108.4,109.7,109.7,109.7,109.7,109.7,109.9,109.9,109.9,109.9,109.9,109.9,109.9,109.9,109.9,109.9
2013-05,,,,,102.9,104.1,104.1,104.1,104.1,105.2,105.2,105.2,105.2,105.2,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0
2013-06,,,,,,111.5,110.8,110.8,110.8,112.1,112.1,112.1,112.1,112.1,112.5,112.5,112.5,112.5,112.5,112.5,112.5,112.5,112.5,112.5
2013-07,,,,,,,123.2,123.4,123.2,124.2,123.6,123.6,123.6,123.6,124.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0
2013-08,,,,,,,,110.2,111.7,112.6,112.0,112.0,112.0,112.0,112.3,112.3,112.3,112.3,112.3,112.3,112.3,112.3,112.3,112.3
2013-09,,,,,,,,,116.1,117.9,117.3,117.3,117.3,117.3,117.2,117.2,117.2,117.2,117.2,117.2,117.2,117.2,117.2,117.2
2013-10,,,,,,,,,,122.2,122.8,122.8,122.8,122.8,122.4,122.4,122.4,122.4,122.4,122.4,122.4,122.4,122.4,122.4
2013-11,,,,,,,,,,,116.6,118.6,118.6,118.6,118.5,118.5,118.5,118.5,118.5,118.5,118.5,118.5,118.5,118.5
2013-12,,,,,,,,,,,,110.7,112.2,112.2,112.9,112.9,112.9,112.9,112.9,112.9,112.9,112.9,112.9,112.9
2014-01,,,,,,,,,,,,,74.9,75.1,74.8,74.8,74.8,74.5,74.5,74.5,74.5,74.5,74.7,74.7
2014-02,,,,,,,,,,,,,,83.9,85.8,85.8,85.8,85.6,85.6,85.6,85.6,85.6,85.7,85.7
2014-03,,,,,,,,,,,,,,,101.5,100.9,100.9,100.4,100.4,100.4,100.4,100.4,101.5,101.5
2014-04,,,,,,,,,,,,,,,,108.5,107.4,107.1,107.1,108.0,108.0,108.0,109.2,109.2
2014-05,,,,,,,,,,,,,,,,,105.3,106.7,106.7,107.5,107.5,107.5,108.7,108.7
2014-06,,,,,,,,,,,,,,,,,,108.1,107.9,109.1,109.1,109.1,110.2,110.2
2014-07,,,,,,,,,,,,,,,,,,,122.4,123.1,123.1,123.1,123.5,123.5
2014-08,,,,,,,,,,,,,,,,,,,,104.9,106.1,106.1,106.5,106.5
2014-09,,,,,,,,,,,,,,,,,,,,,120.4,120.7,121.0,121.0
2014-10,,,,,,,,,,,,,,,,,,,,,,123.6,123.3,123.3
2014-11,,,,,,,,,,,,,,,,,,,,,,,116.5,117.1
2014-12,,,,,,,,,,,,,,,,,,,,,,,,110.6
