"","RMSE h:12","hit h:12"
"eur.stox",0.245071938104599,0.681034482758621
"long.rate",0.25764301404002,0.612068965517241
"rpvalue.zeit.economic",0.263334465224771,0.681034482758621
"var_perc_pnword.zeit",0.265545198487621,0.672413793103448
"var_perc_pword.zeit",0.274922996683834,0.612068965517241
"idio.MTI_DE_all",0.277607219937926,0.698275862068966
"infl",0.280479260760666,0.689655172413793
"naive",0.287469765730116,0
"rvalue.zeit.economic",0.296795145010475,0.689655172413793
"oil",0.29976719446644,0.698275862068966
"kur_perc_pnword.zeit",0.302170707204911,0.706896551724138
"pvalue.zeit.economic",0.30293563909946,0.603448275862069
"npword.zeit",0.303023728289076,0.551724137931034
"idio.MTI_all_all",0.303298316175207,0.637931034482759
"idio.MTI_DE_Konjunktur",0.304456146138963,0.603448275862069
"mreal",0.308525892845576,0.603448275862069
"AR",0.311269791740185,0.594827586206897
"var_rvalue.zeit3",0.31301368449177,0.681034482758621
"gfk",0.315926838107941,0.706896551724138
"MTI_DE_Haushaltspolitik",0.317722353776172,0.758620689655172
"var_rvalue.zeit",0.323308120278283,0.620689655172414
"idio.MTI_DE_Klima",0.326215649563142,0.698275862068966
"var_perc_pword.zeit3",0.326664418580386,0.698275862068966
"tot",0.330397592107965,0.672413793103448
"mnom",0.332309039893973,0.568965517241379
"R5",0.334711151118937,0.629310344827586
"var_perc_nword.zeit.economic",0.336253041104026,0.672413793103448
"rpvalue.zeit3.economic",0.338075456116477,0.637931034482759
"R2",0.338490943233229,0.637931034482759
"usd",0.344234730236431,0.629310344827586
"idio.MTI_all_Klima",0.345821446878302,0.629310344827586
"kur_rvalue.zeit.economic",0.34868364902594,0.672413793103448
"mpi",0.349353929305692,0.724137931034483
"kur_perc_pnword.zeit3.economic",0.35229821182206,0.637931034482759
"rvalue.zeit3.economic",0.353198171239161,0.594827586206897
"manuf.order",0.356068700287305,0.612068965517241
"rvalue.zeit3",0.356958300485137,0.663793103448276
"MTI_all_Waehrungspolitik.EURO.Geldpolitik",0.358044189217395,0.681034482758621
"idio.MTI_all_Waehrungspolitik.EURO.Geldpolitik",0.358440814575363,0.681034482758621
"kur_perc_nword.zeit.economic",0.361861088387677,0.681034482758621
"nword.zeit",0.371105574473889,0.5
"idio.MTI_DE_Gegenwart",0.371274873393054,0.698275862068966
"kur_rnvalue.zeit3",0.371684538245869,0.560344827586207
"short.rate",0.37306397787041,0.646551724137931
"xpi",0.373699980768712,0.75
"idio.MTI_all_Gegenwart",0.373999580431446,0.681034482758621
"kur_perc_pnword.zeit.economic",0.374444481913491,0.71551724137931
"idio.MTI_DE_Arbeitsmarkt",0.380334313332735,0.689655172413793
"kur_perc_dif.zeit",0.387813629825402,0.663793103448276
"idio.MTI_all_Arbeitsmarkt",0.391072295140809,0.672413793103448
"kur_rvalue.zeit3.economic",0.391955662737552,0.672413793103448
"CA",0.393292108313315,0.698275862068966
"rpvalue.zeit",0.393789365977595,0.681034482758621
"var_rpvalue.zeit",0.394722347757556,0.603448275862069
"kur_rnvalue.zeit",0.395500278958957,0.646551724137931
"esi.ger",0.397763109660939,0.732758620689655
"MTI_all_Arbeitsmarkt",0.397774476475802,0.706896551724138
"perc_nword.zeit.economic",0.398111085601628,0.689655172413793
"var_rvalue.zeit.economic",0.399270015838194,0.672413793103448
"var_perc_dif.zeit.economic",0.400918260463052,0.672413793103448
"perc_pword.zeit3",0.404497840396233,0.560344827586207
"MTI_DE_Arbeitsmarkt",0.404518557614747,0.706896551724138
"perc_nword.zeit3.economic",0.408982546023103,0.560344827586207
"idio.MTI_DE_Steuerpolitik",0.41024171044745,0.594827586206897
"RWort",0.413793998268419,0.663793103448276
"perc_pword.zeit",0.415856112331724,0.646551724137931
"u",0.416050196026316,0.543103448275862
"var_rvalue.zeit3.economic",0.418606477262354,0.586206896551724
"MTI_DE_Steuerpolitik",0.423478777926948,0.586206896551724
"perc_pnword.zeit",0.425523164146508,0.629310344827586
"perc_pnword.zeit3.economic",0.425646869028703,0.586206896551724
"kur_perc_dif.zeit3",0.42850955261607,0.681034482758621
"var_rpvalue.zeit.economic",0.431118222287953,0.672413793103448
"spread",0.431197055666068,0.629310344827586
"idio.MTI_all_Steuerpolitik",0.431946952622153,0.612068965517241
"var_rpvalue.zeit3",0.435653522791653,0.517241379310345
"var_rpvalue.zeit3.economic",0.436039730116419,0.681034482758621
"var_perc_dif.zeit",0.436653195597183,0.603448275862069
"pvalue.zeit",0.437158616338326,0.594827586206897
"rnvalue.zeit",0.439128998352794,0.612068965517241
"kur_rnvalue.zeit.economic",0.440160241869483,0.689655172413793
"idio.MTI_all_Konjunktur",0.44180076674653,0.681034482758621
"MTI_all_Zukunft",0.442279101756869,0.681034482758621
"MTI_all_Gegenwart",0.444576468847422,0.646551724137931
"kur_perc_pword.zeit",0.448328855184514,0.681034482758621
"kur_perc_dif.zeit.economic",0.449935108982845,0.672413793103448
"var_perc_pword.zeit.economic",0.455799371649678,0.672413793103448
"esi.eu",0.456102842305068,0.724137931034483
"rnvalue.zeit3",0.457324374309177,0.508620689655172
"MTI_DE_Zukunft",0.458549934679232,0.71551724137931
"kur_rnvalue.zeit3.economic",0.45862171175242,0.655172413793103
"nnword.zeit",0.461322181269757,0.525862068965517
"kur_perc_nword.zeit3.economic",0.462041177692188,0.655172413793103
"perc_pnword.zeit.economic",0.462893168397027,0.672413793103448
"MTI_DE_Gegenwart",0.463121602094173,0.663793103448276
"rnvalue.zeit.economic",0.464206594593436,0.689655172413793
"idio.MTI_all_Zukunft",0.464514114529917,0.698275862068966
"MTI_all_all",0.465276371076001,0.681034482758621
"rvalue.zeit",0.465419117938172,0.681034482758621
"var_perc_dif.zeit3",0.465570164737556,0.629310344827586
"rpvalue.zeit3",0.473448184482919,0.706896551724138
"empl",0.475586134267302,0.681034482758621
"kur_perc_dif.zeit3.economic",0.47675535891125,0.620689655172414
"RWort_sc",0.476795741521001,0.637931034482759
"var_rnvalue.zeit",0.482151694868954,0.637931034482759
"nvalue.zeit.economic",0.482529145917053,0.646551724137931
"kur_rpvalue.zeit.economic",0.484448482922,0.71551724137931
"zew",0.485761838648866,0.646551724137931
"rnvalue.zeit3.economic",0.486907373618286,0.637931034482759
"kur_perc_pword.zeit.economic",0.487163699712505,0.681034482758621
