"","RMSE h:6","hit h:6"
"usd",0.0988154915846061,0.632478632478632
"MTI_all_Zukunft",0.100414540182436,0.717948717948718
"var_rvalue.zeit",0.100914327665791,0.666666666666667
"rvalue.zeit.economic",0.101428669701165,0.735042735042735
"rnvalue.zeit.economic",0.101480549821236,0.606837606837607
"MTI_DE_Zukunft",0.101898998540898,0.692307692307692
"idio.MTI_all_Zukunft",0.101904149479552,0.692307692307692
"esi.eu",0.101949505904478,0.709401709401709
"MTI_DE_Arbeitsmarkt",0.10200248070562,0.717948717948718
"var_rvalue.zeit.economic",0.102645961521697,0.641025641025641
"MTI_all_all",0.102649452597374,0.692307692307692
"MTI_all_Arbeitsmarkt",0.102730291069743,0.700854700854701
"perc_pnword.zeit.economic",0.103309857546593,0.606837606837607
"nvalue.zeit.economic",0.10331020512997,0.64957264957265
"MTI_all_Klima",0.103408649176083,0.700854700854701
"mti_pc1",0.103705697514662,0.700854700854701
"var_rvalue.zeit3.economic",0.104211749806317,0.641025641025641
"var_rpvalue.zeit3.economic",0.104219050395134,0.641025641025641
"MTI_DE_Gegenwart",0.104609616364316,0.641025641025641
"idio.MTI_DE_Zukunft",0.104675257850893,0.64957264957265
"MTI_DE_all",0.104802991612744,0.658119658119658
"nnword.zeit.economic",0.104973448547623,0.58974358974359
"kur_rpvalue.zeit",0.105008168748211,0.615384615384615
"kur_rpvalue.zeit.economic",0.10524381411691,0.632478632478632
"idio.MTI_all_Klima",0.105273457438619,0.64957264957265
"perc_dif.zeit",0.105302587474462,0.675213675213675
"zew",0.105709379293738,0.726495726495726
"idio.MTI_DE_Gegenwart",0.105928433033962,0.632478632478632
"perc_dif.zeit.economic",0.105983780947213,0.666666666666667
"idio.MTI_DE_Konjunktur",0.106155030657162,0.658119658119658
"rnvalue.zeit",0.1061895432244,0.641025641025641
"perc_nword.zeit.economic",0.106259558049335,0.641025641025641
"kur_rnvalue.zeit",0.106432138832142,0.666666666666667
"esi.ger",0.106458286841305,0.564102564102564
"MTI_all_Waehrungspolitik.EURO.Geldpolitik",0.106822367122207,0.658119658119658
"idio.MTI_all_Waehrungspolitik.EURO.Geldpolitik",0.106847373225906,0.658119658119658
"kur_perc_pnword.zeit.economic",0.106903561821076,0.700854700854701
"idio.MTI_DE_Klima",0.106971073803568,0.658119658119658
"kur_perc_pword.zeit.economic",0.10710707850969,0.64957264957265
"MTI_DE_Klima",0.107208313451347,0.700854700854701
"MTI_all_Haushaltspolitik",0.107284178799429,0.658119658119658
"rpvalue.zeit",0.107297582871569,0.683760683760684
"kur_perc_pword.zeit3.economic",0.107559824770445,0.700854700854701
"idio.MTI_all_Gegenwart",0.107597020017499,0.675213675213675
"rvalue.zeit3.economic",0.107811376936327,0.700854700854701
"idio.MTI_all_Steuerpolitik",0.107968904736238,0.675213675213675
"idio.MTI_DE_all",0.10800855658632,0.658119658119658
